World Rank,Institution,Country,Share,Count,Year,Publication share
363,Okayama University,Japan,30.71,140,2018,0.09473990512475215
364,The University of Akron (UAkron),United States of America (USA),30.43,48,2018,0.03248225318562931
365,University of Dundee,United Kingdom (UK),30.24,94,2018,0.06361107915519074
366,Autonomous University of Barcelona (UAB),Spain,30.0,246,2018,0.16647154757635022
367,University of Central Florida (UCF),United States of America (USA),29.86,71,2018,0.04804666617041002
368,Virginia Commonwealth University (VCU),United States of America (USA),29.83,81,2018,0.05481380225074946
369,Catholic University of Louvain (UCLouvain),Belgium,29.8,199,2018,0.13466600799875483
370,Hiroshima University (HU),Japan,29.73,119,2018,0.08052891935603934
371,South China Normal University (SCNU),China,29.4,75,2018,0.0507535206025458
372,University of Antwerp (UA),Belgium,29.29,230,2018,0.1556441298478071
373,University of Strathclyde,United Kingdom (UK),29.25,100,2018,0.06767136080339439
374,University of Kentucky (UK),United States of America (USA),29.23,122,2018,0.08255906018014116
375,Army Medical University,China,29.17,113,2018,0.07646863770783567
376,University of Milan (UNIMI),Italy,29.07,240,2018,0.16241126592814653
377,Technical University of Darmstadt (TU Darmstadt),Germany,28.87,117,2018,0.07917549213997144
378,National Institute of Applied Sciences (INSA),France,28.71,285,2018,0.192863378289674
379,University of Fribourg (UNIFR),Switzerland,28.67,100,2018,0.06767136080339439
380,Saarland University (Saar-Uni),Germany,28.47,88,2018,0.059550797506987066
381,Henan University (HENU),China,28.3,55,2018,0.037219248441866915
382,Scuola Internazionale Superiore di Studi Avanzati (SISSA),Italy,28.13,94,2018,0.06361107915519074
383,Queensland University of Technology (QUT),Australia,27.97,129,2018,0.08729605543637878
384,Royal Melbourne Institute of Technology (RMIT University),Australia,27.75,99,2018,0.06699464719536045
385,Chiba University,Japan,27.39,89,2018,0.06022751111502101
386,Umeå University (UMU),Sweden,27.37,116,2018,0.0784987785319375
387,Anhui University (AHU),China,27.21,72,2018,0.048723379778443966
388,National Cheng Kung University (NCKU),Taiwan,27.2,85,2018,0.05752065668288524
389,University of Granada (UGR),Spain,26.73,162,2018,0.10962760450149892
390,Shanxi University (SXU),China,26.57,97,2018,0.06564121997929256
391,École Normale Supérieure (ENS Paris),France,26.57,333,2018,0.22534563147530334
392,Waseda University,Japan,26.56,138,2018,0.09338647790868426
393,Zhejiang University of Technology (ZJUT),China,26.51,73,2018,0.04940009338647791
394,University of Wollongong (UOW),Australia,26.48,110,2018,0.07443849688373383
395,Henan Normal University,China,26.3,64,2018,0.04330967091417241
396,Indian Institute of Technology Kharagpur (IIT Kharagpur),India,26.28,40,2018,0.02706854432135776
397,The University of Auckland,New Zealand,25.82,206,2018,0.13940300325499244
398,University of Otago,New Zealand,25.79,134,2018,0.0906796234765485
399,Erasmus University Rotterdam (EUR),Netherlands,25.73,161,2018,0.10895089089346499
400,National Chiao Tung University (NCTU),Taiwan,25.73,78,2018,0.05278366142664763
401,Ocean University of China (OUC),China,25.58,135,2018,0.09135633708458243
402,University of Milano-Bicocca (UNIMIB),Italy,25.57,232,2018,0.156997557063875
403,University of Bergen (UIB),Norway,25.57,225,2018,0.1522605618076374
404,Nanchang University (NCU),China,25.22,87,2018,0.05887408389895312
405,University of Naples Federico II (UNINA),Italy,25.15,306,2018,0.20707436405838683
406,Northwestern Polytechnical University (NPU),China,24.82,116,2018,0.0784987785319375
407,Graz University of Technology (TU Graz),Austria,24.76,84,2018,0.05684394307485129
408,Donghua University (DHU),China,24.71,61,2018,0.04127953009007058
409,"University of Nevada, Reno (UNR)",United States of America (USA),24.68,70,2018,0.047369952562376076
410,The University of Texas at San Antonio (UTSA),United States of America (USA),24.68,66,2018,0.0446630981302403
411,Hunan Normal University (HUNNU),China,24.66,75,2018,0.0507535206025458
412,Northeastern University (NEU),China,24.63,46,2018,0.03112882596956142
413,Clemson University,United States of America (USA),24.59,69,2018,0.04669323895434213
414,Jiangsu Normal University (JSNU),China,24.47,35,2018,0.023684976281188038
415,Kobe University,Japan,24.31,131,2018,0.08864948265244665
416,University of Pisa (UNIPI),Italy,24.2,303,2018,0.20504422323428503
417,University of Potsdam,Germany,24.17,145,2018,0.09812347316492187
418,Lancaster University,United Kingdom (UK),24.14,189,2018,0.1278988719184154
419,University of Technology Sydney (UTS),Australia,24.08,79,2018,0.053460375034681575
420,Kyung Hee University (KHU),South Korea,23.96,94,2018,0.06361107915519074
421,Ewha Womans University (Ewha),South Korea,23.96,76,2018,0.05143023421057974
422,State University of New York at Albany (SUNY Albany),United States of America (USA),23.94,137,2018,0.09270976430065032
423,Georgia State University (GSU),United States of America (USA),23.81,82,2018,0.0554905158587834
424,State University of Campinas (UNICAMP),Brazil,23.79,162,2018,0.10962760450149892
425,Institute for Advanced Study (IAS),United States of America (USA),23.76,73,2018,0.04940009338647791
426,Swedish University of Agricultural Sciences (SLU),Sweden,23.76,96,2018,0.06496450637125863
427,Beijing University of Technology (BJUT),China,23.68,85,2018,0.05752065668288524
428,Huaqiao University (HQU),China,23.67,32,2018,0.021654835457086206
429,Nanjing Agricultural University (NAU),China,23.66,64,2018,0.04330967091417241
430,Syracuse University,United States of America (USA),23.64,116,2018,0.0784987785319375
431,Institute of Science and Technology Austria (IST Austria),Austria,23.61,55,2018,0.037219248441866915
432,Martin Luther University Halle-Wittenberg (MLU),Germany,23.49,98,2018,0.0663179335873265
433,Tulane University,United States of America (USA),23.47,79,2018,0.053460375034681575
434,Changzhou University (CZU),China,23.46,38,2018,0.02571511710528987
435,Nanjing Medical University (NJMU),China,23.44,77,2018,0.052106947818613684
436,Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),India,23.42,34,2018,0.023008262673154097
437,Saint Petersburg State University (SPbU),Russia,23.4,94,2018,0.06361107915519074
438,The University of Texas Health Science Center at Houston (UTHealth),United States of America (USA),23.35,139,2018,0.09406319151671821
439,Jiangnan University,China,23.32,64,2018,0.04330967091417241
440,Dalhousie University,Canada,23.32,75,2018,0.0507535206025458
441,University of Jinan (UJN),China,23.19,54,2018,0.036542534833832976
442,University of Saskatchewan (U of S),Canada,23.19,83,2018,0.05616722946681735
443,Tokyo University of Science (TUS),Japan,23.11,73,2018,0.04940009338647791
444,University of Sherbrooke (USherbrooke),Canada,23.1,89,2018,0.06022751111502101
445,University of Southern Denmark (SDU),Denmark,22.82,124,2018,0.08391248739620906
446,Texas Tech University (TTU),United States of America (USA),22.6,181,2018,0.12248516305414386
447,University of Oldenburg,Germany,22.53,65,2018,0.04398638452220636
448,Pusan National University (PNU),South Korea,22.42,97,2018,0.06564121997929256
449,Bielefeld University,Germany,22.3,51,2018,0.03451239400973114
450,University of Liège (ULg),Belgium,22.21,93,2018,0.06293436554715678
451,Nanjing University of Posts and Telecommunications (NUPT),China,21.94,84,2018,0.05684394307485129
452,University of Leicester,United Kingdom (UK),21.94,96,2018,0.06496450637125863
453,Masaryk University (MU),Czech Republic,21.83,87,2018,0.05887408389895312
454,University of East Anglia (UEA),United Kingdom (UK),21.78,102,2018,0.06902478801946228
455,Queen's University Belfast (QUB),United Kingdom (UK),21.71,92,2018,0.06225765193912284
456,Yangzhou University (YZU),China,21.7,61,2018,0.04127953009007058
457,Nanjing University of Information Science and Technology (NUIST),China,21.5,95,2018,0.06428779276322467
458,University of Jyväskylä,Finland,21.46,196,2018,0.132635867174653
459,Medical University of Vienna (MUW),Austria,21.12,125,2018,0.084589201004243
460,Zhejiang Normal University (ZJNU),China,21.11,60,2018,0.04060281648203663
461,Hong Kong Baptist University (HKBU),China,21.0,88,2018,0.059550797506987066
462,Indian Institute of Technology Guwahati (IIT Guwahati),India,21.0,41,2018,0.0277452579293917
463,Tianjin University of Technology (TJUT),China,20.95,62,2018,0.04195624369810453
464,Griffith University,Australia,20.76,94,2018,0.06361107915519074
465,University of Tasmania (UTAS),Australia,20.56,112,2018,0.07579192409980172
466,Indian Institute of Science Education and Research Kolkata (IISER Kolkata),India,20.54,37,2018,0.025038403497255928
467,Academy of Scientific and Innovative Research (AcSIR),India,20.51,71,2018,0.04804666617041002
468,University of Siegen,Germany,20.44,113,2018,0.07646863770783567
469,Tampere University,Finland,20.43,218,2018,0.14752356655139978
470,"University of Nevada, Las Vegas (UNLV)",United States of America (USA),20.36,68,2018,0.04601652534630819
471,West Virginia University (WVU),United States of America (USA),20.26,65,2018,0.04398638452220636
472,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,20.18,54,2018,0.036542534833832976
473,University of Reading,United Kingdom (UK),20.06,79,2018,0.053460375034681575
474,Qingdao University of Science and Technology (QUST),China,19.86,49,2018,0.03315896679366325
475,Technical University Braunschweig (TU Braunschweig),Germany,19.78,63,2018,0.04263295730613847
476,Qufu Normal University (QFNU),China,19.56,36,2018,0.024361689889221983
477,Chung-Ang University (CAU),South Korea,19.37,44,2018,0.029775398753493533
478,University of Porto (UP),Portugal,19.18,142,2018,0.09609333234082004
479,Xiangtan University (XTU),China,19.12,45,2018,0.030452112361527478
480,University of Graz (Uni Graz),Austria,18.94,63,2018,0.04263295730613847
481,Northwest A&F University (NWAFU),China,18.89,44,2018,0.029775398753493533
482,The University of Texas Health Science Center at San Antonio (UT Health San Antonio),United States of America (USA),18.86,65,2018,0.04398638452220636
483,Tokyo University of Agriculture and Technology (TUAT),Japan,18.83,39,2018,0.026391830713323815
484,University of Vermont (UVM),United States of America (USA),18.8,63,2018,0.04263295730613847
485,Montana State University,United States of America (USA),18.63,81,2018,0.05481380225074946
486,Colorado School of Mines,United States of America (USA),18.61,63,2018,0.04263295730613847
487,Auburn University,United States of America (USA),18.48,60,2018,0.04060281648203663
488,Swansea University,United Kingdom (UK),18.47,62,2018,0.04195624369810453
489,Federal University of Rio de Janeiro (UFRJ),Brazil,18.47,159,2018,0.1075974636773971
490,Hebei University (HBU),China,18.42,40,2018,0.02706854432135776
491,The George Washington University (GW),United States of America (USA),18.41,74,2018,0.050076806994511856
492,"China University of Geosciences, Beijing (CUGB)",China,18.41,57,2018,0.038572675657934805
493,Ajou University (AJOU),South Korea,18.37,48,2018,0.03248225318562931
494,Wake Forest University (WFU),United States of America (USA),18.3,66,2018,0.0446630981302403
495,University of Zaragoza (Unizar),Spain,18.21,106,2018,0.07173164245159806
496,Moscow Institute of Physics and Technology - State University (MIPT),Russia,18.18,232,2018,0.156997557063875
497,University of Wyoming,United States of America (USA),18.16,67,2018,0.04533981173827425
498,University College Dublin (UCD),Ireland,18.1,222,2018,0.15023042098353556
499,University of Turku (UTU),Finland,18.04,112,2018,0.07579192409980172
500,The Graduate University for Advanced Studies (Sokendai),Japan,17.98,124,2018,0.08391248739620906
