World Rank,Institution,Country,Share,Count,Year,Publication share
119,University of Göttingen,Germany,100.82,359,2018,0.24294018528418587
120,Australian National University (ANU),Australia,100.66,340,2018,0.23008262673154095
121,Arizona State University (ASU),United States of America (USA),100.61,337,2018,0.2280524859074391
122,East China Normal University (ECNU),China,100.19,227,2018,0.1536139890237053
123,University of Alberta (U of A),Canada,99.69,359,2018,0.24294018528418587
124,University of Southampton (Soton),United Kingdom (UK),98.98,401,2018,0.2713621568216115
125,Rice University,United States of America (USA),97.51,413,2018,0.27948272011801883
126,Delft University of Technology (TU Delft),Netherlands,96.83,259,2018,0.17526882448079148
127,University of Erlangen-Nuremberg (FAU),Germany,96.18,262,2018,0.1772989653048933
128,University of Basel (UB),Switzerland,96.0,327,2018,0.2212853498270997
129,University of Würzburg (JMU),Germany,94.56,311,2018,0.2104579320985566
130,Johannes Gutenberg University Mainz (JGU),Germany,93.74,387,2018,0.2618881663091363
131,The University of Texas MD Anderson Cancer Center,United States of America (USA),93.51,322,2018,0.21790178178692998
132,Aarhus University (AU),Denmark,93.38,292,2018,0.19760037354591165
133,Southern University of Science and Technology (SUSTech),China,92.35,279,2018,0.18880309664147035
134,Baylor College of Medicine (BCM),United States of America (USA),92.08,322,2018,0.21790178178692998
135,Boston University (BU),United States of America (USA),91.94,547,2018,0.37016234359456734
136,The Chinese University of Hong Kong (CUHK),China,91.32,325,2018,0.21993192261103178
137,University of Tübingen (Uni Tübingen),Germany,90.88,329,2018,0.22263877704316756
138,Free University of Berlin (FU Berlin),Germany,90.82,525,2018,0.35527464421782057
139,Michigan State University (MSU),United States of America (USA),89.75,384,2018,0.2598580254850345
140,University of Amsterdam (UvA),Netherlands,89.73,545,2018,0.36880891637849944
141,Goethe University Frankfurt (GU),Germany,89.21,282,2018,0.1908332374655722
142,University of Groningen (RUG),Netherlands,89.09,321,2018,0.217225068178896
143,Yonsei University,South Korea,87.93,230,2018,0.1556441298478071
144,King's College London (KCL),United Kingdom (UK),87.86,418,2018,0.28286628815818854
145,Kyushu University,Japan,87.7,313,2018,0.21181135931462444
146,Pohang University of Science and Technology (POSTECH),South Korea,87.55,225,2018,0.1522605618076374
147,Tel Aviv University (TAU),Israel,87.28,299,2018,0.20233736880214925
148,Dalian University of Technology (DUT),China,86.7,162,2018,0.10962760450149892
149,Stockholm University,Sweden,86.67,460,2018,0.3112882596956142
150,The Rockefeller University,United States of America (USA),85.54,314,2018,0.2124880729226584
151,University of Freiburg (Uni Freiburg),Germany,85.39,304,2018,0.20572093684231896
152,Durham University,United Kingdom (UK),85.21,242,2018,0.16376469314421443
153,University of Rochester (UR),United States of America (USA),85.13,315,2018,0.21316478653069232
154,University of Hamburg (UHH),Germany,84.82,418,2018,0.28286628815818854
155,Ghent University (UGent),Belgium,84.39,360,2018,0.24361689889221982
156,Dresden University of Technology (TU Dresden),Germany,84.08,395,2018,0.26730187517340787
157,State University of New York at Stony Brook (SUNY Stony Brook),United States of America (USA),83.59,333,2018,0.22534563147530334
158,North Carolina State University (NCSU),United States of America (USA),82.96,269,2018,0.18203596056113092
159,Lund University (LU),Sweden,81.14,348,2018,0.23549633559581248
160,Sungkyunkwan University (SKKU),South Korea,81.14,324,2018,0.21925520900299783
161,University of Massachusetts Amherst (UMass Amherst),United States of America (USA),81.11,288,2018,0.19489351911377586
162,Indian Institute of Science (IISc),India,80.58,241,2018,0.16308797953618048
163,Carnegie Mellon University (CMU),United States of America (USA),80.2,305,2018,0.2063976504503529
164,University of Virginia (UVA),United States of America (USA),79.78,374,2018,0.25309088940469504
165,Nanjing Tech University (NanjingTech),China,79.15,180,2018,0.12180844944610991
166,The University of Georgia (UGA),United States of America (USA),79.06,199,2018,0.13466600799875483
167,University of Glasgow,United Kingdom (UK),78.56,414,2018,0.2801594337260528
168,Karolinska Institute (KI),Sweden,77.87,377,2018,0.2551210302287969
169,Beihang University (BUAA),China,77.82,328,2018,0.2219620634351336
170,"Icahn School of Medicine at Mount Sinai (ISMMS), MSHS",United States of America (USA),77.63,276,2018,0.18677295581736852
171,The University of Iowa (UI),United States of America (USA),77.24,409,2018,0.2767758656858831
172,Colorado State University,United States of America (USA),77.02,235,2018,0.15902769788797683
173,Technical University of Denmark (DTU),Denmark,76.88,267,2018,0.18068253334506304
174,Leiden University,Netherlands,76.65,327,2018,0.2212853498270997
175,The University of Sydney (USYD),Australia,75.99,364,2018,0.2463237533243556
176,Southeast University (SEU),China,75.96,161,2018,0.10895089089346499
177,Iowa State University,United States of America (USA),75.74,254,2018,0.17188525644062175
178,The University of Hong Kong (HKU),China,75.69,318,2018,0.2151949273547942
179,University of Massachusetts Medical School (UMass Medical School),United States of America (USA),75.32,283,2018,0.19150995107360616
180,National Taiwan University (NTU),Taiwan,75.12,349,2018,0.23617304920384644
181,University of Bonn (Uni Bonn),Germany,75.1,331,2018,0.22399220425923547
182,Case Western Reserve University (CWRU),United States of America (USA),74.96,223,2018,0.15090713459156951
183,Brown University,United States of America (USA),74.39,305,2018,0.2063976504503529
184,University of Bern (UniBE),Switzerland,74.08,324,2018,0.21925520900299783
185,University of Leeds,United Kingdom (UK),73.48,268,2018,0.181359246953097
186,Beijing University of Chemical Technology (BUCT),China,73.38,163,2018,0.11030431810953285
187,University of Paris,France,72.49,761,2018,0.5149790557138313
188,Beijing Institute of Technology (BIT),China,71.87,170,2018,0.11504131336577048
189,University of Paris-Sud (UPSud),France,71.41,713,2018,0.48249680252820204
190,University of Oslo (UiO),Norway,70.7,348,2018,0.23549633559581248
191,University of Cincinnati (UC),United States of America (USA),70.58,270,2018,0.18271267416916487
192,University of Vienna,Austria,70.01,258,2018,0.17459211087275756
193,University of Notre Dame (ND),United States of America (USA),69.58,281,2018,0.19015652385753826
194,Ulsan National Institute of Science and Technology (UNIST),South Korea,69.31,165,2018,0.11165774532560074
195,Radboud University Nijmegen (RU),Netherlands,68.4,465,2018,0.31467182773578395
196,The University of Warwick (Warwick),United Kingdom (UK),68.23,297,2018,0.20098394158608135
197,"University of California, Santa Cruz (UCSC)",United States of America (USA),67.9,337,2018,0.2280524859074391
198,Shandong Normal University (SDNU),China,67.43,109,2018,0.07376178327569989
199,Humboldt University of Berlin (HU Berlin),Germany,67.18,530,2018,0.35865821225799027
200,University of Regensburg (UR),Germany,66.74,165,2018,0.11165774532560074
201,University of Waterloo,Canada,66.36,153,2018,0.10353718202919342
202,University of Colorado Anschutz Medical Campus (CU Anschutz),United States of America (USA),66.06,196,2018,0.132635867174653
203,Virginia Polytechnic Institute and State University (Virginia Tech),United States of America (USA),66.05,197,2018,0.13331258078268696
204,Fuzhou University (FZU),China,64.07,106,2018,0.07173164245159806
205,Technische Universität Berlin (TU Berlin),Germany,63.68,167,2018,0.11301117254166865
206,Eindhoven University of Technology (TU/e),Netherlands,63.37,154,2018,0.10421389563722737
207,The University of Sheffield,United Kingdom (UK),63.35,268,2018,0.181359246953097
208,University of Houston (UH),United States of America (USA),62.95,194,2018,0.13128243995858513
209,University of Barcelona (UB),Spain,62.31,354,2018,0.23955661724401617
210,University of Nebraska-Lincoln (UNL),United States of America (USA),61.86,260,2018,0.17594553808882543
211,University of Montreal (UdeM),Canada,61.79,329,2018,0.22263877704316756
212,University of Helsinki,Finland,61.54,387,2018,0.2618881663091363
213,University of Ottawa (uOttawa),Canada,61.48,151,2018,0.10218375481312553
214,University of Illinois at Chicago (UIC),United States of America (USA),61.24,271,2018,0.18338938777719882
215,University of Cologne (UoC),Germany,60.8,227,2018,0.1536139890237053
216,University of Exeter,United Kingdom (UK),59.8,216,2018,0.1461701393353319
217,Central South University (CSU),China,59.34,180,2018,0.12180844944610991
218,Autonomous University of Madrid (UAM),Spain,58.53,397,2018,0.26865530238947577
219,University of St Andrews,United Kingdom (UK),58.49,203,2018,0.13737286243089064
220,Dartmouth College,United States of America (USA),57.92,168,2018,0.11368788614970259
221,University of Lausanne (UNIL),Switzerland,57.72,222,2018,0.15023042098353556
222,University of Oregon (UO),United States of America (USA),57.61,192,2018,0.12992901274251725
223,Western University (UWO),Canada,57.5,126,2018,0.08526591461227694
224,KTH Royal Institute of Technology,Sweden,57.38,431,2018,0.29166356506262986
225,The University of Nottingham (UoN),United Kingdom (UK),57.25,179,2018,0.12113173583807597
226,City University of Hong Kong (CityU),China,57.04,202,2018,0.1366961488228567
227,University of Delaware (UD),United States of America (USA),56.87,173,2018,0.11707145418987229
228,Ruhr University Bochum (RUB),Germany,56.75,176,2018,0.11910159501397413
229,University of Liverpool,United Kingdom (UK),56.55,350,2018,0.23684976281188036
230,Southwest University (SWU),China,56.5,90,2018,0.060904224723054956
231,University of Birmingham (UB),United Kingdom (UK),56.41,349,2018,0.23617304920384644
232,Keio University,Japan,55.97,128,2018,0.08661934182834483
233,Chalmers University of Technology (Chalmers),Sweden,55.91,150,2018,0.1015070412050916
234,Chongqing University (CQU),China,55.82,126,2018,0.08526591461227694
235,Oregon Health and Science University (OHSU),United States of America (USA),55.61,156,2018,0.10556732285329526
236,National Autonomous University of Mexico (UNAM),Mexico,55.19,187,2018,0.12654544470234752
237,University of Calgary (U of C),Canada,55.13,241,2018,0.16308797953618048
238,China University of Geosciences (CUG),China,54.93,145,2018,0.09812347316492187
239,Queen Mary University of London (QMUL),United Kingdom (UK),54.31,297,2018,0.20098394158608135
240,The City University of New York (CUNY),United States of America (USA),53.96,196,2018,0.132635867174653
241,University of Connecticut (UConn),United States of America (USA),53.74,181,2018,0.12248516305414386
242,The University of New Mexico (UNM),United States of America (USA),53.69,221,2018,0.1495537073755016
243,Shenzhen University (SZU),China,53.38,183,2018,0.12383859027021175
244,University of the Basque Country (UPV/EHU),Spain,53.25,230,2018,0.1556441298478071
245,University of Miami (UM),United States of America (USA),53.18,159,2018,0.1075974636773971
246,"University at Buffalo, The State University of New York (SUNY UB)",United States of America (USA),53.13,184,2018,0.12451530387824568
247,Florida State University (FSU),United States of America (USA),53.02,350,2018,0.23684976281188036
248,Korea University,South Korea,52.82,271,2018,0.18338938777719882
249,University of Strasbourg,France,52.76,419,2018,0.28354300176622255
250,The University of Kansas (KU),United States of America (USA),52.68,265,2018,0.17932910612899514
251,Northwest University (NWU),China,52.42,115,2018,0.07782206492390355
252,VU Amsterdam,Netherlands,52.25,384,2018,0.2598580254850345
253,University of Valencia (UV),Spain,51.76,288,2018,0.19489351911377586
254,National Tsing Hua University (NTHU),Taiwan,51.09,205,2018,0.13872628964695852
255,University of São Paulo (USP),Brazil,51.02,271,2018,0.18338938777719882
256,Newcastle University,United Kingdom (UK),50.96,199,2018,0.13466600799875483
257,University of Hawai'i at Manoa (UH Mānoa),United States of America (USA),50.94,277,2018,0.18744966942540248
258,Tufts University,United States of America (USA),50.08,266,2018,0.1800058197370291
259,The University of Tennessee at Knoxville (UTK),United States of America (USA),49.89,308,2018,0.20842779127445474
260,University of Toulouse,France,49.62,405,2018,0.2740690112537473
261,University of York,United Kingdom (UK),49.59,168,2018,0.11368788614970259
262,University of Warsaw (UW),Poland,49.3,228,2018,0.15429070263173922
263,Vienna University of Technology (TU Wien),Austria,49.11,215,2018,0.14549342572729795
264,Lomonosov Moscow State University (MSU),Russia,49.04,400,2018,0.27068544321357757
265,Ben-Gurion University of the Negev (BGU),Israel,48.7,126,2018,0.08526591461227694
266,University of South Florida (USF),United States of America (USA),48.47,152,2018,0.10286046842115948
267,Zhengzhou University (ZZU),China,48.21,143,2018,0.09677004594885398
268,Jinan University (JNU),China,48.15,141,2018,0.0954166187327861
269,Albert Einstein College of Medicine (Einstein),United States of America (USA),47.92,161,2018,0.10895089089346499
270,Shaanxi Normal University (SNNU),China,47.78,102,2018,0.06902478801946228
271,Oregon State University,United States of America (USA),47.55,162,2018,0.10962760450149892
272,China Agricultural University (CAU),China,47.1,108,2018,0.07308506966766595
273,Louisiana State University (LSU),United States of America (USA),46.81,165,2018,0.11165774532560074
274,Wageningen University & Research (WUR),Netherlands,46.6,163,2018,0.11030431810953285
275,University of Science and Technology Beijing (USTB),China,46.57,108,2018,0.07308506966766595
276,Washington State University (WSU),United States of America (USA),46.49,138,2018,0.09338647790868426
277,Aix-Marseille University (AMU),France,46.39,464,2018,0.31399511412775
278,Homi Bhabha National Institute (HBNI),India,46.21,216,2018,0.1461701393353319
279,University of Lisbon (ULISBOA),Portugal,46.06,255,2018,0.1725619700486557
280,Philipps University of Marburg (Uni Marburg),Germany,45.68,133,2018,0.09000290986851454
281,Indian Institute of Technology Bombay (IIT Bombay),India,44.82,99,2018,0.06699464719536045
282,Northeastern University (NEU),United States of America (USA),44.73,215,2018,0.14549342572729795
283,University of South Carolina - Columbia (SC),United States of America (USA),44.12,112,2018,0.07579192409980172
284,Complutense University of Madrid (UCM),Spain,44.09,191,2018,0.1292522991344833
285,University of Lyon,France,44.04,450,2018,0.3045211236152748
286,University of Missouri (Mizzou),United States of America (USA),43.94,134,2018,0.0906796234765485
287,Grenoble Alpes University (UGA),France,43.84,521,2018,0.3525677897856848
288,University of Montpellier,France,43.78,375,2018,0.253767603012729
289,Aalto University,Finland,43.69,254,2018,0.17188525644062175
290,The University of Western Australia (UWA),Australia,43.67,232,2018,0.156997557063875
291,University of Kiel (CAU),Germany,43.66,173,2018,0.11707145418987229
292,University of Bordeaux,France,43.15,265,2018,0.17932910612899514
293,Brandeis University,United States of America (USA),42.78,135,2018,0.09135633708458243
294,University of Padova (UNIPD),Italy,42.64,337,2018,0.2280524859074391
295,University of Stuttgart,Germany,42.6,141,2018,0.0954166187327861
296,The University of Texas at Dallas (UT Dallas),United States of America (USA),42.31,167,2018,0.11301117254166865
297,McMaster University,Canada,41.48,109,2018,0.07376178327569989
298,Wuhan University of Technology (WUT),China,41.34,92,2018,0.06225765193912284
299,Shanghai University (SHU),China,41.08,124,2018,0.08391248739620906
300,University of Gothenburg (GU),Sweden,40.9,145,2018,0.09812347316492187
301,Indian Institute of Technology Madras (IIT Madras),India,40.87,168,2018,0.11368788614970259
302,The University of Oklahoma (OU),United States of America (USA),40.8,219,2018,0.1482002801594337
303,Nanjing Normal University (NNU),China,40.42,108,2018,0.07308506966766595
304,Cardiff University,United Kingdom (UK),40.36,191,2018,0.1292522991344833
305,Leipzig University,Germany,39.74,163,2018,0.11030431810953285
306,University of Electronic Science and Technology of China (UESTC),China,39.72,150,2018,0.1015070412050916
307,University of Bremen (Uni Bremen),Germany,39.62,130,2018,0.08797276904441272
308,Norwegian University of Science and Technology (NTNU),Norway,39.56,125,2018,0.084589201004243
309,University of Tsukuba,Japan,39.56,215,2018,0.14549342572729795
310,Sapienza University of Rome,Italy,39.17,401,2018,0.2713621568216115
311,Heinrich Heine University Düsseldorf (HHU),Germany,38.88,140,2018,0.09473990512475215
312,Ulm University,Germany,38.87,160,2018,0.10827417728543104
313,Université Libre de Bruxelles (ULB),Belgium,38.34,232,2018,0.156997557063875
314,Rensselaer Polytechnic Institute (RPI),United States of America (USA),38.23,84,2018,0.05684394307485129
315,Northeast Normal University (NENU),China,38.22,72,2018,0.048723379778443966
316,China Pharmaceutical University (CPU),China,38.22,64,2018,0.04330967091417241
317,Curtin University,Australia,38.0,147,2018,0.09947690038098976
318,University of Santiago de Compostela (USC),Spain,37.57,157,2018,0.1062440364613292
319,Queen's University,Canada,37.4,183,2018,0.12383859027021175
320,Friedrich Schiller University Jena (FSU),Germany,37.33,177,2018,0.11977830862200808
321,University of Duisburg-Essen (UDE),Germany,37.26,137,2018,0.09270976430065032
322,Nanjing University of Science and Technology (NUST),China,37.14,82,2018,0.0554905158587834
323,University of Innsbruck (LFU),Austria,37.06,173,2018,0.11707145418987229
324,University of Bayreuth (UBT),Germany,37.03,96,2018,0.06496450637125863
325,Indian Institute of Science Education and Research Pune (IISER Pune),India,36.92,155,2018,0.10489060924526131
326,ShanghaiTech University,China,36.63,169,2018,0.11436459975773654
327,University of Twente (UTwente),Netherlands,36.44,85,2018,0.05752065668288524
328,Hanyang University (HYU),South Korea,36.4,208,2018,0.14075643047106035
329,Chinese Academy of Medical Sciences & Peking Union Medical College (CAMS & PUMC),China,36.13,141,2018,0.0954166187327861
330,The University of Adelaide (Adelaide Uni),Australia,35.81,223,2018,0.15090713459156951
331,Bar-Ilan University (BIU),Israel,35.8,83,2018,0.05616722946681735
332,Temple University,United States of America (USA),35.46,120,2018,0.08120563296407327
333,The University of Alabama at Birmingham (UAB),United States of America (USA),35.29,151,2018,0.10218375481312553
334,The Hong Kong Polytechnic University (PolyU),China,34.94,119,2018,0.08052891935603934
335,University of Bath,United Kingdom (UK),34.32,103,2018,0.06970150162749622
336,University of Florence (UNIFI),Italy,34.25,233,2018,0.15767427067190895
337,Central China Normal University (CCNU),China,33.9,136,2018,0.09203305069261639
338,University of Victoria (UVic),Canada,33.71,189,2018,0.1278988719184154
339,Huazhong Agricultural University (HZAU),China,33.68,74,2018,0.050076806994511856
340,Kanazawa University (KU),Japan,33.55,97,2018,0.06564121997929256
341,University of Bologna (UNIBO),Italy,33.51,353,2018,0.23887990363598224
342,Simon Fraser University (SFU),Canada,33.51,186,2018,0.12586873109431357
343,University of Turin (UNITO),Italy,33.48,277,2018,0.18744966942540248
344,Indian Institute of Technology Kanpur (IIT Kanpur),India,33.26,64,2018,0.04330967091417241
345,University of Konstanz,Germany,33.24,87,2018,0.05887408389895312
346,Hefei University of Technology (HFUT),China,33.01,65,2018,0.04398638452220636
347,"University of Maryland, Baltimore (UMB)",United States of America (USA),32.95,126,2018,0.08526591461227694
348,Jagiellonian University (UJ),Poland,32.93,160,2018,0.10827417728543104
349,Indian Institute of Science Education and Research Bhopal (IISER Bhopal),India,32.71,46,2018,0.03112882596956142
350,The University of Dublin,Ireland,32.51,131,2018,0.08864948265244665
351,Giessen University (JLU),Germany,32.19,181,2018,0.12248516305414386
352,Drexel University,United States of America (USA),31.94,110,2018,0.07443849688373383
353,Gwangju Institute of Science and Technology (GIST),South Korea,31.87,70,2018,0.047369952562376076
354,TU Dortmund University,Germany,31.72,186,2018,0.12586873109431357
355,Linköping University (LiU),Sweden,31.67,114,2018,0.07714535131586961
356,Laval University (UL),Canada,31.4,113,2018,0.07646863770783567
357,Boston College (BC),United States of America (USA),31.35,65,2018,0.04398638452220636
358,Charles University (CU),Czech Republic,31.19,336,2018,0.22737577229940517
359,Okinawa Institute of Science and Technology Graduate University (OIST),Japan,31.09,67,2018,0.04533981173827425
360,Leibniz University Hannover (LUH),Germany,31.05,110,2018,0.07443849688373383
361,Wayne State University,United States of America (USA),31.02,225,2018,0.1522605618076374
362,University of Sussex,United Kingdom (UK),30.89,156,2018,0.10556732285329526
