World Rank,Institution,Country,Share,Count,Year,Publication share
133,Colorado State University,United States of America (USA),95.46,275,2019,0.1805302995490025
134,Emory University,United States of America (USA),93.61,323,2019,0.2120410427430102
135,The Rockefeller University,United States of America (USA),93.6,257,2019,0.1687137708512496
136,Uppsala University (UU),Sweden,93.13,445,2019,0.29213084836111314
137,The University of Arizona (Arizona),United States of America (USA),93.0,411,2019,0.269810738598691
138,Dresden University of Technology (TU Dresden),Germany,92.06,417,2019,0.27374958149794193
139,University of Hamburg (UHH),Germany,91.95,425,2019,0.2790013720302766
140,Aarhus University (AU),Denmark,91.37,324,2019,0.21269751655955202
141,The Chinese University of Hong Kong (CUHK),China,90.9,362,2019,0.23764352158814145
142,University of Erlangen-Nuremberg (FAU),Germany,90.57,253,2019,0.16608787558508228
143,Fuzhou University (FZU),China,90.26,164,2019,0.10766170591285967
144,The University of Hong Kong (HKU),China,90.21,355,2019,0.23304820487234867
145,Beihang University (BUAA),China,90.07,376,2019,0.24683415501972703
146,University of Amsterdam (UvA),Netherlands,88.98,571,2019,0.37484654924538335
147,Yonsei University,South Korea,88.08,271,2019,0.1779044042828352
148,North Carolina State University (NCSU),United States of America (USA),88.05,291,2019,0.1910338806136717
149,Central South University (CSU),China,87.64,235,2019,0.1542713468873294
150,Beijing University of Chemical Technology (BUCT),China,87.23,194,2019,0.12735592040911448
151,University of Virginia (UVA),United States of America (USA),86.95,339,2019,0.22254462380767942
152,Sungkyunkwan University (SKKU),South Korea,86.95,286,2019,0.1877515115309626
153,Brown University,United States of America (USA),86.91,296,2019,0.19431624969638087
154,University of Vienna,Austria,86.4,293,2019,0.19234682824675536
155,Beijing Institute of Technology (BIT),China,86.39,205,2019,0.13457713239107458
156,University of Glasgow,United Kingdom (UK),86.06,414,2019,0.27178016004831645
157,University of Tübingen (Uni Tübingen),Germany,85.04,309,2019,0.20285040931142465
158,Durham University,United Kingdom (UK),85.03,266,2019,0.17462203520012604
159,Indian Institute of Science (IISc),India,84.82,220,2019,0.144424239639202
160,Ulsan National Institute of Science and Technology (UNIST),South Korea,84.8,225,2019,0.14770660872191113
161,Johannes Gutenberg University Mainz (JGU),Germany,84.51,365,2019,0.23961294303776695
162,Goethe University Frankfurt (GU),Germany,83.98,298,2019,0.19562919732946452
163,Karolinska Institute (KI),Sweden,83.1,416,2019,0.2730931076814001
164,Leiden University,Netherlands,82.57,358,2019,0.23501762632197415
165,Stockholm University,Sweden,82.46,489,2019,0.3210156962889535
166,Baylor College of Medicine (BCM),United States of America (USA),82.42,325,2019,0.21335399037609384
167,Pohang University of Science and Technology (POSTECH),South Korea,81.99,217,2019,0.1424548181895765
168,Southeast University (SEU),China,81.26,189,2019,0.12407355132640534
169,Delft University of Technology (TU Delft),Netherlands,80.84,221,2019,0.14508071345574383
170,Zhengzhou University (ZZU),China,80.58,309,2019,0.20285040931142465
171,The University of Sydney (USYD),Australia,80.45,389,2019,0.2553683146347708
172,University of Regensburg (UR),Germany,79.91,173,2019,0.11356997026173613
173,The University of Sheffield,United Kingdom (UK),79.55,296,2019,0.19431624969638087
174,University of Massachusetts Amherst (UMass Amherst),United States of America (USA),78.96,276,2019,0.1811867733655443
175,State University of New York at Stony Brook (SUNY Stony Brook),United States of America (USA),78.66,329,2019,0.21597988564226117
176,Southwest University (SWU),China,78.21,124,2019,0.08140275325118658
177,Shenzhen University (SZU),China,77.74,266,2019,0.17462203520012604
178,University of Oslo (UiO),Norway,77.55,362,2019,0.23764352158814145
179,Lund University (LU),Sweden,77.27,342,2019,0.2245140452573049
180,University of Southampton (Soton),United Kingdom (UK),75.96,347,2019,0.22779641434001408
181,King's College London (KCL),United Kingdom (UK),75.8,411,2019,0.269810738598691
182,Ghent University (UGent),Belgium,75.76,321,2019,0.21072809510992654
183,The University of Iowa (UI),United States of America (USA),75.24,350,2019,0.22976583578963955
184,The University of Texas MD Anderson Cancer Center,United States of America (USA),74.45,271,2019,0.1779044042828352
185,Radboud University Nijmegen (RU),Netherlands,74.16,485,2019,0.3183898010227862
186,Carnegie Mellon University (CMU),United States of America (USA),73.63,289,2019,0.18972093298058806
187,The University of Warwick (Warwick),United Kingdom (UK),73.57,315,2019,0.2067892522106756
188,Autonomous University of Madrid (UAM),Spain,73.22,402,2019,0.26390247424981456
189,University of Rochester (UR),United States of America (USA),72.67,263,2019,0.17265261375050056
190,National Taiwan University (NTU),Taiwan,72.51,325,2019,0.21335399037609384
191,University of Leeds,United Kingdom (UK),72.41,287,2019,0.18840798534750441
192,University of Bonn (Uni Bonn),Germany,72.19,337,2019,0.22123167617459577
193,Michigan State University (MSU),United States of America (USA),71.44,354,2019,0.23239173105580685
194,University of Cologne (UoC),Germany,71.21,263,2019,0.17265261375050056
195,Technical University of Denmark (DTU),Denmark,71.21,249,2019,0.16346198031891498
196,University of Waterloo,Canada,70.86,209,2019,0.13720302765724188
197,University of Paris,France,70.77,761,2019,0.4995765743883305
198,University of Paris-Sud (UPSud),France,69.86,691,2019,0.4536234072304027
199,University of Barcelona (UB),Spain,68.37,390,2019,0.2560247884513126
200,Eindhoven University of Technology (TU/e),Netherlands,68.24,152,2019,0.09978402011435773
201,City University of Hong Kong (CityU),China,67.21,228,2019,0.1496760301715366
202,Shandong Normal University (SDNU),China,66.98,113,2019,0.07418154126922648
203,Case Western Reserve University (CWRU),United States of America (USA),66.1,195,2019,0.1280123942256563
204,Jinan University (JNU),China,66.02,169,2019,0.1109440749955688
205,KTH Royal Institute of Technology,Sweden,65.56,455,2019,0.2986955865265314
206,China University of Geosciences (CUG),China,65.43,182,2019,0.11947823461061255
207,University of Illinois at Chicago (UIC),United States of America (USA),65.41,272,2019,0.178560878099377
208,Virginia Polytechnic Institute and State University (Virginia Tech),United States of America (USA),65.36,209,2019,0.13720302765724188
209,University of Cincinnati (UC),United States of America (USA),65.33,271,2019,0.1779044042828352
210,Korea University,South Korea,65.29,282,2019,0.18512561626479526
211,University of Lausanne (UNIL),Switzerland,64.91,206,2019,0.1352336062076164
212,Iowa State University,United States of America (USA),64.25,242,2019,0.15886666360312218
213,"University of California, Santa Cruz (UCSC)",United States of America (USA),64.18,291,2019,0.1910338806136717
214,University of Science and Technology Beijing (USTB),China,63.92,135,2019,0.08862396523314668
215,University of Massachusetts Medical School (UMass Medical School),United States of America (USA),63.57,240,2019,0.15755371597003853
216,University of Oregon (UO),United States of America (USA),63.55,209,2019,0.13720302765724188
217,University of Birmingham (UB),United Kingdom (UK),63.54,342,2019,0.2245140452573049
218,University of Helsinki,Finland,63.18,393,2019,0.2579942099009381
219,Florida State University (FSU),United States of America (USA),63.15,360,2019,0.2363305739550578
220,University of Bern (UniBE),Switzerland,62.85,313,2019,0.20547630457759194
221,"Icahn School of Medicine at Mount Sinai (ISMMS), MSHS",United States of America (USA),62.24,269,2019,0.17659145664975154
222,University of Liverpool,United Kingdom (UK),62.19,370,2019,0.24289531212047608
223,University of Calgary (U of C),Canada,61.63,264,2019,0.17330908756704239
224,University of Exeter,United Kingdom (UK),61.04,215,2019,0.14114187055649285
225,Ben-Gurion University of the Negev (BGU),Israel,60.92,162,2019,0.10634875827977601
226,University of Connecticut (UConn),United States of America (USA),60.51,214,2019,0.14048539673995103
227,Shanghai University (SHU),China,60.39,153,2019,0.10044049393089956
228,Humboldt University of Berlin (HU Berlin),Germany,59.37,513,2019,0.33677106788595734
229,Chongqing University (CQU),China,59.18,145,2019,0.09518870339856494
230,University of Strasbourg,France,58.89,432,2019,0.28359668874606936
231,Ruhr University Bochum (RUB),Germany,58.63,192,2019,0.12604297277603083
232,Central China Normal University (CCNU),China,58.03,181,2019,0.11882176079407072
233,University of Houston (UH),United States of America (USA),57.9,209,2019,0.13720302765724188
234,University of Ottawa (uOttawa),Canada,57.7,162,2019,0.10634875827977601
235,Philipps University of Marburg (Uni Marburg),Germany,57.49,152,2019,0.09978402011435773
236,University of Montreal (UdeM),Canada,57.11,342,2019,0.2245140452573049
237,Homi Bhabha National Institute (HBNI),India,56.83,199,2019,0.1306382894918236
238,Technische Universität Berlin (TU Berlin),Germany,56.42,152,2019,0.09978402011435773
239,Queen Mary University of London (QMUL),United Kingdom (UK),55.96,276,2019,0.1811867733655443
240,University of St Andrews,United Kingdom (UK),55.87,221,2019,0.14508071345574383
241,University of Miami (UM),United States of America (USA),55.54,169,2019,0.1109440749955688
242,University of Colorado Anschutz Medical Campus (CU Anschutz),United States of America (USA),55.45,185,2019,0.12144765606023804
243,Nanjing Normal University (NNU),China,55.08,151,2019,0.09912754629781591
244,Northwest University (NWU),China,54.93,122,2019,0.08008980561810292
245,University of Tsukuba,Japan,54.92,257,2019,0.1687137708512496
246,Shaanxi Normal University (SNNU),China,54.46,117,2019,0.07680743653539379
247,University of Valencia (UV),Spain,54.31,302,2019,0.19825509259563182
248,Dartmouth College,United States of America (USA),53.86,154,2019,0.10109696774744138
249,Newcastle University,United Kingdom (UK),53.67,193,2019,0.12669944659257265
250,Chinese Academy of Medical Sciences & Peking Union Medical College (CAMS & PUMC),China,53.51,186,2019,0.12210412987677986
251,Hanyang University (HYU),South Korea,53.23,225,2019,0.14770660872191113
252,Western University (UWO),Canada,53.02,128,2019,0.08402864851735388
253,ShanghaiTech University,China,53.0,216,2019,0.14179834437303468
254,The University of Nottingham (UoN),United Kingdom (UK),52.77,185,2019,0.12144765606023804
255,University of Notre Dame (ND),United States of America (USA),52.69,220,2019,0.144424239639202
256,University of Konstanz,Germany,52.51,106,2019,0.06958622455343369
257,University of Toulouse,France,52.14,419,2019,0.2750625291310256
258,Oregon Health and Science University (OHSU),United States of America (USA),51.98,156,2019,0.10240991538052506
259,University of Delaware (UD),United States of America (USA),51.87,154,2019,0.10109696774744138
260,The City University of New York (CUNY),United States of America (USA),51.76,211,2019,0.13851597529032555
261,The University of Western Australia (UWA),Australia,51.5,273,2019,0.17921735191591884
262,University of São Paulo (USP),Brazil,51.25,265,2019,0.1739655613835842
263,University of South Carolina - Columbia (SC),United States of America (USA),51.0,117,2019,0.07680743653539379
264,University of the Basque Country (UPV/EHU),Spain,50.81,240,2019,0.15755371597003853
265,Indian Institute of Technology Bombay (IIT Bombay),India,50.41,109,2019,0.07155564600305916
266,Sapienza University of Rome,Italy,50.31,382,2019,0.250772997918978
267,Oregon State University,United States of America (USA),50.01,176,2019,0.1155393917113616
268,South China Normal University (SCNU),China,49.82,155,2019,0.10175344156398324
269,Northeastern University (NEU),United States of America (USA),49.76,214,2019,0.14048539673995103
270,National Tsing Hua University (NTHU),Taiwan,49.71,194,2019,0.12735592040911448
271,Zhejiang University of Technology (ZJUT),China,49.36,114,2019,0.0748380150857683
272,"University at Buffalo, The State University of New York (SUNY UB)",United States of America (USA),49.33,163,2019,0.10700523209631783
273,Cardiff University,United Kingdom (UK),49.24,208,2019,0.13654655384070005
274,Northeast Normal University (NENU),China,48.85,84,2019,0.055143800589513486
275,Henan Normal University,China,48.8,115,2019,0.07549448890231014
276,University of Hawai'i at Manoa (UH Mānoa),United States of America (USA),48.53,294,2019,0.1930033020632972
277,The University of Tennessee at Knoxville (UTK),United States of America (USA),48.08,295,2019,0.19365977587983904
278,University of Nebraska-Lincoln (UNL),United States of America (USA),47.29,212,2019,0.13917244910686738
279,National Autonomous University of Mexico (UNAM),Mexico,47.24,179,2019,0.11750881316098707
280,University of Padova (UNIPD),Italy,46.37,320,2019,0.21007162129338472
281,Vienna University of Technology (TU Wien),Austria,46.19,196,2019,0.12866886804219813
282,Grenoble Alpes University (UGA),France,46.0,546,2019,0.3584347038318377
283,University of Electronic Science and Technology of China (UESTC),China,45.96,143,2019,0.0938757557654813
284,Henan University (HENU),China,45.77,113,2019,0.07418154126922648
285,Louisiana State University (LSU),United States of America (USA),45.74,179,2019,0.11750881316098707
286,University of Lyon,France,45.72,421,2019,0.2763754767641093
287,China Pharmaceutical University (CPU),China,45.65,79,2019,0.051861431506804355
288,Chalmers University of Technology (Chalmers),Sweden,45.5,158,2019,0.10372286301360871
289,Aix-Marseille University (AMU),France,45.41,441,2019,0.28950495309494584
290,University of Jinan (UJN),China,44.96,92,2019,0.060395591121848106
291,McMaster University,Canada,44.57,115,2019,0.07549448890231014
292,Wageningen University & Research (WUR),Netherlands,44.56,180,2019,0.1181652869775289
293,The University of Georgia (UGA),United States of America (USA),44.04,180,2019,0.1181652869775289
294,The University of Oklahoma (OU),United States of America (USA),43.92,218,2019,0.14311129200611833
295,VU Amsterdam,Netherlands,43.88,406,2019,0.26652836951598186
296,Tufts University,United States of America (USA),43.8,243,2019,0.159523137419664
297,Lomonosov Moscow State University (MSU),Russia,43.78,333,2019,0.21860578090842847
298,University of Montpellier,France,43.69,381,2019,0.2501165241024362
299,University of Kentucky (UK),United States of America (USA),43.65,141,2019,0.09256280813239763
300,Keio University,Japan,43.65,119,2019,0.07812038416847744
301,Temple University,United States of America (USA),43.62,120,2019,0.07877685798501927
302,University of Warsaw (UW),Poland,43.02,202,2019,0.1326077109414491
303,Albert Einstein College of Medicine (Einstein),United States of America (USA),42.91,150,2019,0.09847107248127408
304,China Agricultural University (CAU),China,42.88,120,2019,0.07877685798501927
305,Qingdao University of Science and Technology (QUST),China,42.74,105,2019,0.06892975073689185
306,Donghua University (DHU),China,42.7,95,2019,0.06236501257147358
307,Indian Institute of Technology Madras (IIT Madras),India,42.62,172,2019,0.11291349644519427
308,University of Kiel (CAU),Germany,42.32,175,2019,0.11488291789481977
309,Boston College (BC),United States of America (USA),42.07,91,2019,0.059739117305306275
310,The University of Dublin,Ireland,41.97,151,2019,0.09912754629781591
311,University of Wollongong (UOW),Australia,41.85,147,2019,0.0965016510316486
312,Nanjing University of Science and Technology (NUST),China,41.84,90,2019,0.05908264348876445
313,The Hong Kong Polytechnic University (PolyU),China,41.77,138,2019,0.09059338668277216
314,Wuhan University of Technology (WUT),China,41.52,97,2019,0.06367796020455724
315,Friedrich Schiller University Jena (FSU),Germany,41.27,193,2019,0.12669944659257265
316,Okayama University,Japan,41.25,159,2019,0.10437933683015053
317,University of Lisbon (ULISBOA),Portugal,41.02,226,2019,0.14836308253845296
318,University of South Florida (USF),United States of America (USA),40.91,153,2019,0.10044049393089956
319,University of York,United Kingdom (UK),40.86,154,2019,0.10109696774744138
320,Norwegian University of Science and Technology (NTNU),Norway,40.77,145,2019,0.09518870339856494
321,Nanchang University (NCU),China,40.74,108,2019,0.07089917218651734
322,University of Bayreuth (UBT),Germany,39.92,105,2019,0.06892975073689185
323,The University of Adelaide (Adelaide Uni),Australia,39.9,233,2019,0.15295839925424576
324,Linköping University (LiU),Sweden,39.69,140,2019,0.0919063343158558
325,Aalto University,Finland,39.47,244,2019,0.16017961123620583
326,University of Gothenburg (GU),Sweden,39.3,161,2019,0.10569228446323418
327,The University of Texas at Dallas (UT Dallas),United States of America (USA),39.24,160,2019,0.10503581064669236
328,Bar-Ilan University (BIU),Israel,38.66,102,2019,0.06696032928726638
329,Nanjing Agricultural University (NAU),China,38.15,85,2019,0.05580027440605531
330,Ulm University,Germany,37.67,151,2019,0.09912754629781591
331,Yangzhou University (YZU),China,37.6,89,2019,0.058426169672222625
332,University of Stuttgart,Germany,37.45,118,2019,0.07746391035193562
333,Brandeis University,United States of America (USA),37.24,134,2019,0.08796749141660486
334,University of Innsbruck (LFU),Austria,37.23,159,2019,0.10437933683015053
335,University of Bordeaux,France,36.94,259,2019,0.17002671848433326
336,University of Santiago de Compostela (USC),Spain,36.52,161,2019,0.10569228446323418
337,The University of Kansas (KU),United States of America (USA),36.29,223,2019,0.14639366108882748
338,Jiangnan University,China,36.18,84,2019,0.055143800589513486
339,Curtin University,Australia,35.93,154,2019,0.10109696774744138
340,Indian Institute of Science Education and Research Kolkata (IISER Kolkata),India,35.88,65,2019,0.04267079807521877
341,Washington State University (WSU),United States of America (USA),35.78,126,2019,0.08271570088427023
342,Charles University (CU),Czech Republic,35.26,307,2019,0.20153746167834094
343,TU Dortmund University,Germany,35.12,177,2019,0.11619586552790342
344,The University of Alabama at Birmingham (UAB),United States of America (USA),34.97,142,2019,0.09321928194893946
345,Catholic University of Louvain (UCLouvain),Belgium,34.84,175,2019,0.11488291789481977
346,University of Milano-Bicocca (UNIMIB),Italy,34.74,219,2019,0.14376776582266015
347,Hefei University of Technology (HFUT),China,34.69,70,2019,0.0459531671579279
348,Changzhou University (CZU),China,34.6,58,2019,0.03807548135942598
349,Hiroshima University (HU),Japan,34.52,147,2019,0.0965016510316486
350,Indian Institute of Technology Guwahati (IIT Guwahati),India,34.48,73,2019,0.047922588607553385
351,University of Bergen (UIB),Norway,33.84,249,2019,0.16346198031891498
352,Leibniz University Hannover (LUH),Germany,33.59,113,2019,0.07418154126922648
353,Laval University (UL),Canada,33.57,143,2019,0.0938757557654813
354,Leipzig University,Germany,33.22,140,2019,0.0919063343158558
355,University of Bologna (UNIBO),Italy,33.12,311,2019,0.2041633569445083
356,University of Duisburg-Essen (UDE),Germany,33.1,124,2019,0.08140275325118658
357,Drexel University,United States of America (USA),33.07,117,2019,0.07680743653539379
358,University of Otago,New Zealand,32.88,143,2019,0.0938757557654813
359,Beijing University of Technology (BJUT),China,32.83,120,2019,0.07877685798501927
360,Kanazawa University (KU),Japan,32.75,90,2019,0.05908264348876445
361,Université Libre de Bruxelles (ULB),Belgium,32.39,201,2019,0.13195123712490728
362,Complutense University of Madrid (UCM),Spain,32.35,173,2019,0.11356997026173613
363,University of Missouri (Mizzou),United States of America (USA),32.03,130,2019,0.08534159615043754
364,Northwestern Polytechnical University (NPU),China,32.0,151,2019,0.09912754629781591
