World Rank,Institution,Country,Share,Count,Year,Publication share
365,University of Antwerp (UA),Belgium,31.88,200,2019,0.13129476330836543
366,The University of New Mexico (UNM),United States of America (USA),31.39,164,2019,0.10766170591285967
367,University of Bath,United Kingdom (UK),31.13,112,2019,0.07352506745268465
368,University of Fribourg (UNIFR),Switzerland,31.07,100,2019,0.06564738165418271
369,Indian Institute of Technology Kanpur (IIT Kanpur),India,30.44,51,2019,0.03348016464363319
370,University of Central Florida (UCF),United States of America (USA),30.36,90,2019,0.05908264348876445
371,Technical University of Darmstadt (TU Darmstadt),Germany,30.3,114,2019,0.0748380150857683
372,Heinrich Heine University Düsseldorf (HHU),Germany,30.18,135,2019,0.08862396523314668
373,Qingdao University (QU),China,30.16,84,2019,0.055143800589513486
374,National Chiao Tung University (NCTU),Taiwan,30.02,87,2019,0.057113222039138975
375,"China University of Geosciences, Beijing (CUGB)",China,29.87,77,2019,0.05054848387372069
376,University of Reading,United Kingdom (UK),29.83,110,2019,0.072212119819601
377,Scuola Internazionale Superiore di Studi Avanzati (SISSA),Italy,29.44,95,2019,0.06236501257147358
378,The University of Texas Health Science Center at Houston (UTHealth),United States of America (USA),29.22,155,2019,0.10175344156398324
379,The University of Auckland,New Zealand,29.12,212,2019,0.13917244910686738
380,Macquarie University,Australia,29.09,142,2019,0.09321928194893946
381,École Normale Supérieure (ENS Paris),France,28.96,326,2019,0.21401046419263567
382,Ocean University of China (OUC),China,28.9,160,2019,0.10503581064669236
383,"University of Maryland, Baltimore (UMB)",United States of America (USA),28.86,118,2019,0.07746391035193562
384,Shanxi University (SXU),China,28.72,131,2019,0.08599806996697937
385,University of Potsdam,Germany,28.35,156,2019,0.10240991538052506
386,Giessen University (JLU),Germany,28.17,194,2019,0.12735592040911448
387,Dalhousie University,Canada,28.1,100,2019,0.06564738165418271
388,Saarland University (Saar-Uni),Germany,27.95,80,2019,0.05251790532334618
389,Gwangju Institute of Science and Technology (GIST),South Korea,27.81,73,2019,0.047922588607553385
390,University of Twente (UTwente),Netherlands,27.78,82,2019,0.05383085295642984
391,Lancaster University,United Kingdom (UK),27.69,193,2019,0.12669944659257265
392,University of Bremen (Uni Bremen),Germany,27.59,110,2019,0.072212119819601
393,National Institute of Applied Sciences (INSA),France,27.37,278,2019,0.18249972099862796
394,Queen's University Belfast (QUB),United Kingdom (UK),27.31,96,2019,0.06302148638801541
395,Jagiellonian University (UJ),Poland,27.28,133,2019,0.08731101760006302
396,Saint Petersburg State University (SPbU),Russia,27.26,115,2019,0.07549448890231014
397,Ewha Womans University (Ewha),South Korea,27.15,94,2019,0.061708538754931756
398,Huazhong Agricultural University (HZAU),China,27.14,67,2019,0.04398374570830243
399,Anhui University (AHU),China,27.04,90,2019,0.05908264348876445
400,Simon Fraser University (SFU),Canada,26.99,164,2019,0.10766170591285967
401,Nanjing University of Information Science and Technology (NUIST),China,26.73,128,2019,0.08402864851735388
402,Auburn University,United States of America (USA),26.49,92,2019,0.060395591121848106
403,University of Naples Federico II (UNINA),Italy,26.35,301,2019,0.19759861877909
404,Autonomous University of Barcelona (UAB),Spain,26.21,250,2019,0.1641184541354568
405,Heriot-Watt University,United Kingdom (UK),26.11,89,2019,0.058426169672222625
406,University of Victoria (UVic),Canada,25.92,184,2019,0.12079118224369621
407,Capital Normal University (CNU),China,25.8,58,2019,0.03807548135942598
408,Jiangsu Normal University (JSNU),China,25.7,48,2019,0.031510743194007707
409,Northeastern University (NEU),China,25.67,44,2019,0.0288848479278404
410,Okinawa Institute of Science and Technology Graduate University (OIST),Japan,25.66,68,2019,0.04464021952484425
411,Waseda University,Japan,25.63,117,2019,0.07680743653539379
412,Indian Institute of Science Education and Research Pune (IISER Pune),India,25.53,116,2019,0.07615096271885197
413,Hunan Normal University (HUNNU),China,25.4,81,2019,0.053174379139888005
414,University of Dundee,United Kingdom (UK),25.3,91,2019,0.059739117305306275
415,Qufu Normal University (QFNU),China,25.21,48,2019,0.031510743194007707
416,Hangzhou Normal University (HZNU),China,25.2,72,2019,0.04726611479101156
417,Queensland University of Technology (QUT),Australia,25.1,129,2019,0.08468512233389572
418,Huaqiao University (HQU),China,25.08,42,2019,0.027571900294756743
419,Guangdong University of Technology (GDUT),China,25.03,76,2019,0.049892010057178866
420,University of Florence (UNIFI),Italy,24.94,188,2019,0.12341707750986351
421,Wayne State University,United States of America (USA),24.76,182,2019,0.11947823461061255
422,State University of New York at Albany (SUNY Albany),United States of America (USA),24.71,132,2019,0.08665454378352119
423,University of Wyoming,United States of America (USA),24.59,81,2019,0.053174379139888005
424,University of East Anglia (UEA),United Kingdom (UK),24.58,97,2019,0.06367796020455724
425,Medical University of Vienna (MUW),Austria,24.51,149,2019,0.09781459866473226
426,Royal Melbourne Institute of Technology (RMIT University),Australia,24.49,85,2019,0.05580027440605531
427,Northwest A&F University (NWAFU),China,24.4,61,2019,0.04004490280905146
428,Tokyo University of Science (TUS),Japan,24.32,56,2019,0.03676253372634233
429,Yunnan University (YNU),China,24.19,63,2019,0.041357850442135115
430,Kyung Hee University (KHU),South Korea,24.17,129,2019,0.08468512233389572
431,Martin Luther University Halle-Wittenberg (MLU),Germany,24.15,114,2019,0.0748380150857683
432,Institute for Advanced Study (IAS),United States of America (USA),24.14,73,2019,0.047922588607553385
433,University of Sussex,United Kingdom (UK),23.99,138,2019,0.09059338668277216
434,Medical University of South Carolina (MUSC),United States of America (USA),23.94,71,2019,0.04660964097446973
435,Queen's University,Canada,23.77,163,2019,0.10700523209631783
436,Indian Institute of Technology Kharagpur (IIT Kharagpur),India,23.76,40,2019,0.02625895266167309
437,Griffith University,Australia,23.7,88,2019,0.0577696958556808
438,Rensselaer Polytechnic Institute (RPI),United States of America (USA),23.3,72,2019,0.04726611479101156
439,Clemson University,United States of America (USA),23.24,64,2019,0.04201432425867694
440,University of Liège (ULg),Belgium,23.22,103,2019,0.0676168031038082
441,Academy of Scientific and Innovative Research (AcSIR),India,23.08,75,2019,0.04923553624063704
442,"University of Nevada, Reno (UNR)",United States of America (USA),23.0,69,2019,0.04529669334138608
443,The University of Texas at San Antonio (UTSA),United States of America (USA),22.95,60,2019,0.03938842899250963
444,Erasmus University Rotterdam (EUR),Netherlands,22.94,165,2019,0.1083181797294015
445,Indian Institute of Science Education and Research Bhopal (IISER Bhopal),India,22.85,28,2019,0.018381266863171163
446,Umeå University (UMU),Sweden,22.8,110,2019,0.072212119819601
447,University of Granada (UGR),Spain,22.73,140,2019,0.0919063343158558
448,Institute of Science and Technology Austria (IST Austria),Austria,22.7,58,2019,0.03807548135942598
449,West Virginia University (WVU),United States of America (USA),22.64,75,2019,0.04923553624063704
450,The University of Akron (UAkron),United States of America (USA),22.52,42,2019,0.027571900294756743
451,University of Strathclyde,United Kingdom (UK),22.48,94,2019,0.061708538754931756
452,Graz University of Technology (TU Graz),Austria,22.11,82,2019,0.05383085295642984
453,University of Milan (UNIMI),Italy,22.02,215,2019,0.14114187055649285
454,Nanjing Medical University (NJMU),China,21.99,100,2019,0.06564738165418271
455,University of Technology Sydney (UTS),Australia,21.93,77,2019,0.05054848387372069
456,University of Turin (UNITO),Italy,21.92,246,2019,0.16149255886928948
457,Renmin University of China (RUC),China,21.89,69,2019,0.04529669334138608
458,Technical University Braunschweig (TU Braunschweig),Germany,21.87,70,2019,0.0459531671579279
459,University of Vermont (UVM),United States of America (USA),21.74,75,2019,0.04923553624063704
460,Pusan National University (PNU),South Korea,21.74,104,2019,0.06827327692035003
461,University of Sherbrooke (USherbrooke),Canada,21.71,109,2019,0.07155564600305916
462,Southern Medical University (SMU),China,21.66,63,2019,0.041357850442135115
463,Army Medical University,China,21.64,109,2019,0.07155564600305916
464,Kobe University,Japan,21.63,134,2019,0.08796749141660486
465,Georgetown University,United States of America (USA),21.41,62,2019,0.04070137662559329
466,Tulane University,United States of America (USA),21.34,72,2019,0.04726611479101156
467,Chiba University,Japan,21.27,63,2019,0.041357850442135115
468,Free University of Brussels (VUB),Belgium,21.18,166,2019,0.10897465354594332
469,University of Leicester,United Kingdom (UK),21.17,88,2019,0.0577696958556808
470,Nanjing University of Posts and Telecommunications (NUPT),China,21.15,62,2019,0.04070137662559329
471,Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),India,21.14,37,2019,0.024289531212047608
472,Xiangtan University (XTU),China,21.07,45,2019,0.029541321744382225
473,Virginia Commonwealth University (VCU),United States of America (USA),21.0,67,2019,0.04398374570830243
474,University of Southern Denmark (SDU),Denmark,20.97,122,2019,0.08008980561810292
475,Hong Kong Baptist University (HKBU),China,20.94,92,2019,0.060395591121848106
476,Chung-Ang University (CAU),South Korea,20.88,50,2019,0.032823690827091356
477,Tianjin University of Technology (TJUT),China,20.87,59,2019,0.03873195517596781
478,University of Siegen,Germany,20.83,87,2019,0.057113222039138975
479,University of Oviedo (UniOvi),Spain,20.53,158,2019,0.10372286301360871
480,Polytechnic University of Milan,Italy,20.41,83,2019,0.05448732677297166
481,Swedish University of Agricultural Sciences (SLU),Sweden,20.38,94,2019,0.061708538754931756
482,University of Ljubljana,Slovenia,20.27,143,2019,0.0938757557654813
483,University of Aveiro (UA),Portugal,20.22,74,2019,0.048579062424095217
484,University of Pisa (UNIPI),Italy,20.21,254,2019,0.1667443494016241
485,University of Turku (UTU),Finland,20.14,123,2019,0.08074627943464474
486,University of Saskatchewan (U of S),Canada,20.13,83,2019,0.05448732677297166
487,Shaanxi University of Science and Technology (SUST),China,20.12,36,2019,0.02363305739550578
488,Florida International University (FIU),United States of America (USA),20.1,143,2019,0.0938757557654813
489,Bielefeld University,Germany,20.06,57,2019,0.03741900754288415
490,"University of Chemistry and Technology, Prague (UCT)",Czech Republic,19.76,38,2019,0.024946005028589433
491,Kansas State University (K-State),United States of America (USA),19.74,131,2019,0.08599806996697937
492,National Cheng Kung University (NCKU),Taiwan,19.45,66,2019,0.043327271891760596
493,University of Jyväskylä,Finland,19.3,178,2019,0.11685233934444525
494,Masaryk University (MU),Czech Republic,19.26,86,2019,0.056456748222597136
495,Jiangsu University (JSU),China,19.25,52,2019,0.03413663846017501
496,Kent State University,United States of America (USA),19.22,50,2019,0.032823690827091356
497,Guangxi Normal University (GXNU),China,19.13,61,2019,0.04004490280905146
498,North China Electric Power University (NCEPU),China,19.12,46,2019,0.030197795560924053
499,University of Rennes 1,France,18.84,167,2019,0.10963112736248515
500,Tokyo University of Agriculture and Technology (TUAT),Japan,18.71,44,2019,0.0288848479278404
