World Rank,Institution,Country,Share,Count,Year,Publication share
1,Harvard University,United States of America (USA),876.04,2290,2016,1.7746297688331616
2,Stanford University,United States of America (USA),603.86,1481,2016,1.147697243511752
3,Massachusetts Institute of Technology (MIT),United States of America (USA),580.33,1749,2016,1.3553831727900434
4,University of Oxford,United Kingdom (UK),466.85,1248,2016,0.9671344766392077
5,University of Cambridge,United Kingdom (UK),438.52,1277,2016,0.9896079540611123
6,The University of Tokyo (UTokyo),Japan,427.14,1096,2016,0.849342457048535
7,Peking University (PKU),China,386.5,1256,2016,0.9733340566176643
8,"University of California, Berkeley (UC Berkeley)",United States of America (USA),384.78,1179,2016,0.9136630993250208
9,Swiss Federal Institute of Technology Zurich (ETH Zurich),Switzerland,355.01,910,2016,0.7052022225494223
10,Yale University,United States of America (USA),349.15,872,2016,0.6757542176517541
11,"University of California, San Diego (UC San Diego)",United States of America (USA),333.41,937,2016,0.7261258049767129
12,"University of California, Los Angeles (UCLA)",United States of America (USA),328.07,888,2016,0.688153377608667
13,University of Michigan (U-M),United States of America (USA),321.43,858,2016,0.6649049526894553
14,Nanjing University (NJU),China,319.47,747,2016,0.5788857804883719
15,Tsinghua University,China,315.87,1019,2016,0.7896714997558915
16,Columbia University in the City of New York (CU),United States of America (USA),313.3,908,2016,0.7036523275548082
17,California Institute of Technology (Caltech),United States of America (USA),307.03,865,2016,0.6703295851706047
18,University of Toronto (U of T),Canada,291.99,788,2016,0.6106586278779613
19,The University of Texas at Austin (UT Austin),United States of America (USA),288.86,652,2016,0.5052657682442014
20,Northwestern University (NU),United States of America (USA),284.07,670,2016,0.5192148231957284
21,University of Science and Technology of China (USTC),China,275.75,732,2016,0.567261568028766
22,University of Washington (UW),United States of America (USA),267.88,820,2016,0.6354569477917871
23,Kyoto University,Japan,264.41,674,2016,0.5223146131849568
24,University of Pennsylvania (Penn),United States of America (USA),260.77,653,2016,0.5060407157415084
25,University of Wisconsin-Madison (UW-Madison),United States of America (USA),259.89,683,2016,0.5292891406607202
26,Cornell University,United States of America (USA),257.65,750,2016,0.5812106229802931
27,University of Illinois at Urbana-Champaign (UIUC),United States of America (USA),251.23,634,2016,0.4913167132926744
28,Johns Hopkins University (JHU),United States of America (USA),244.1,777,2016,0.6021342054075837
29,Nanyang Technological University (NTU),Singapore,234.67,510,2016,0.3952232236265993
30,Swiss Federal Institute of Technology Lausanne (EPFL),Switzerland,234.26,570,2016,0.44172007346502273
31,University of Minnesota (UMN),United States of America (USA),233.72,634,2016,0.4913167132926744
32,Princeton University,United States of America (USA),228.83,590,2016,0.45721902341116394
33,Zhejiang University (ZJU),China,220.35,481,2016,0.37274974620469464
34,Imperial College London (ICL),United Kingdom (UK),216.15,792,2016,0.6137584178671894
35,Duke University,United States of America (USA),210.0,619,2016,0.4796925008330686
36,National University of Singapore (NUS),Singapore,209.52,576,2016,0.4463697584488651
37,The University of Chicago (UChicago),United States of America (USA),208.41,659,2016,0.5106904007253509
38,The Pennsylvania State University (Penn State),United States of America (USA),203.43,521,2016,0.40374764609697694
39,UCL,United Kingdom (UK),203.08,767,2016,0.594384730434513
40,"University of California, San Francisco (UCSF)",United States of America (USA),201.42,559,2016,0.4331956509946451
41,Osaka University,Japan,196.71,525,2016,0.4068474360862052
42,Washington University in St. Louis (WUSTL),United States of America (USA),193.58,426,2016,0.33012763385280647
43,"University of California, Santa Barbara (UCSB)",United States of America (USA),188.13,528,2016,0.4091722785781264
44,Fudan University,China,184.54,454,2016,0.3518261637774041
45,The University of North Carolina at Chapel Hill (UNC),United States of America (USA),182.62,450,2016,0.3487263737881759
46,Ludwig Maximilians University of Munich (LMU),Germany,181.49,602,2016,0.46651839337884854
47,Weizmann Institute of Science (WIS),Israel,181.09,379,2016,0.2937051014793748
48,"University of Maryland, College Park (UMCP)",United States of America (USA),176.21,661,2016,0.512240295719965
49,Tohoku University,Japan,175.48,438,2016,0.3394270038204911
50,McGill University,Canada,174.11,547,2016,0.4238962810269605
51,University of Colorado Boulder (CU-Boulder),United States of America (USA),169.17,627,2016,0.485892080811525
52,New York University (NYU),United States of America (USA),167.13,483,2016,0.37429964119930875
53,Seoul National University (SNU),South Korea,165.97,424,2016,0.32857773885819236
54,"University of California, Irvine (UCI)",United States of America (USA),164.5,461,2016,0.3572507962585535
55,University of Chinese Academy of Sciences (UCAS),China,159.07,880,2016,0.6819537976302106
56,Korea Advanced Institute of Science and Technology (KAIST),South Korea,157.77,321,2016,0.24875814663556545
57,"Rutgers, The State University of New Jersey (RU)",United States of America (USA),156.71,454,2016,0.3518261637774041
58,The University of Manchester (UoM),United Kingdom (UK),156.6,553,2016,0.42854596601080275
59,Nankai University (NKU),China,152.94,419,2016,0.32470300137165703
60,University of Copenhagen (UCPH),Denmark,151.21,589,2016,0.45644407591385683
61,Soochow University,China,150.07,277,2016,0.21466045675405493
62,Georgia Institute of Technology (Georgia Tech),United States of America (USA),145.87,427,2016,0.3309025813501135
63,The Ohio State University (OSU),United States of America (USA),145.71,521,2016,0.40374764609697694
64,Purdue University,United States of America (USA),145.62,398,2016,0.3084291039282089
65,Technical University of Munich (TUM),Germany,145.31,506,2016,0.3921234336373711
66,"University of California, Davis (UC Davis)",United States of America (USA),145.03,467,2016,0.3619004812423958
67,University of Pittsburgh (Pitt),United States of America (USA),144.89,442,2016,0.3425267938097194
68,University of Zurich (UZH),Switzerland,144.15,548,2016,0.4246712285242675
69,Tokyo Institute of Technology (Tokyo Tech),Japan,138.03,361,2016,0.27975604652784775
70,The University of Edinburgh,United Kingdom (UK),136.19,554,2016,0.42932091350810986
71,Texas A&M University (TAMU),United States of America (USA),135.74,391,2016,0.30300447144705944
72,University of Southern California (USC),United States of America (USA),134.66,308,2016,0.23868382917057368
73,Karlsruhe Institute of Technology (KIT),Germany,134.25,386,2016,0.29912973396052417
74,Nagoya University,Japan,132.62,350,2016,0.2712316240574701
75,Monash University,Australia,132.44,430,2016,0.3332274238420347
76,The University of British Columbia (UBC),Canada,130.36,417,2016,0.323153106377043
77,Shanghai Jiao Tong University (SJTU),China,128.21,449,2016,0.3479514262908688
78,The University of Texas Southwestern Medical Center (UT Southwestern Medical Center),United States of America (USA),128.1,274,2016,0.21233561426213374
79,Heidelberg University (Uni Heidelberg),Germany,126.49,515,2016,0.39909796111313456
80,Xiamen University (XMU),China,124.4,228,2016,0.17668802938600908
81,University of New South Wales (UNSW Sydney),Australia,122.29,311,2016,0.24100867166249487
82,Wuhan University (WHU),China,122.07,235,2016,0.1821126618671585
83,Utrecht University (UU),Netherlands,121.72,577,2016,0.4471447059461721
84,Hebrew University of Jerusalem (HUJI),Israel,121.21,274,2016,0.21233561426213374
85,University of Bristol (UoB),United Kingdom (UK),119.03,418,2016,0.32392805387435003
86,The University of Queensland (UQ),Australia,118.91,359,2016,0.27820615153323364
87,Hokkaido University,Japan,118.32,261,2016,0.202261296797142
88,Sun Yat-sen University (SYSU),China,117.48,307,2016,0.23790888167326665
89,University of Geneva (UNIGE),Switzerland,116.98,377,2016,0.2921552064847606
90,Vanderbilt University (VU),United States of America (USA),116.0,366,2016,0.283630784014383
91,Catholic University of Leuven (KU Leuven),Belgium,115.13,343,2016,0.2658069915763207
92,Indiana University (IU),United States of America (USA),114.69,389,2016,0.30145457645244533
93,Kyushu University,Japan,113.98,334,2016,0.2588324641005572
94,University of Florida (UF),United States of America (USA),113.67,453,2016,0.351051216280097
95,Boston University (BU),United States of America (USA),111.01,500,2016,0.38747374865352874
96,The University of Utah (Utah),United States of America (USA),109.49,256,2016,0.1983865593106067
97,King Abdullah University of Science and Technology (KAUST),Saudi Arabia,107.96,246,2016,0.19063708433753615
98,Technion-Israel Institute of Technology (IIT),Israel,106.64,264,2016,0.2045861392890632
99,University of Alberta (U of A),Canada,106.42,331,2016,0.256507621608636
100,Rice University,United States of America (USA),105.57,344,2016,0.26658193907362776
101,Sorbonne University,France,105.52,1057,2016,0.8191195046535596
102,University of Groningen (RUG),Netherlands,104.36,354,2016,0.2743314140466983
103,University of Basel (UB),Switzerland,102.61,287,2016,0.2224099317271255
104,Australian National University (ANU),Australia,102.56,308,2016,0.23868382917057368
105,University of Münster (WWU),Germany,102.36,295,2016,0.22860951170558197
106,Sichuan University (SCU),China,101.98,216,2016,0.16738865941832443
107,Lanzhou University (LZU),China,101.21,180,2016,0.13949054951527035
108,The Hong Kong University of Science and Technology (HKUST),China,101.19,297,2016,0.23015940670019605
109,Emory University,United States of America (USA),101.1,284,2016,0.2200850892352043
110,University of Würzburg (JMU),Germany,100.59,318,2016,0.24643330414364428
111,Pohang University of Science and Technology (POSTECH),South Korea,100.18,223,2016,0.1728132918994738
112,The University of Melbourne (UniMelb),Australia,100.16,485,2016,0.37584953619392286
113,"University of California, Riverside (UCR)",United States of America (USA),99.09,279,2016,0.216210351748669
114,University of Göttingen,Germany,97.99,330,2016,0.25573267411132894
115,Lund University (LU),Sweden,95.93,377,2016,0.2921552064847606
116,Arizona State University (ASU),United States of America (USA),95.65,282,2016,0.2185351942405902
117,Radboud University Nijmegen (RU),Netherlands,95.43,496,2016,0.3843739586643005
118,The Rockefeller University,United States of America (USA),95.4,261,2016,0.202261296797142
119,Aarhus University (AU),Denmark,95.1,243,2016,0.18831224184561496
120,Uppsala University (UU),Sweden,94.95,421,2016,0.3262528963662712
121,Johannes Gutenberg University Mainz (JGU),Germany,94.15,340,2016,0.26348214908439954
122,Baylor College of Medicine (BCM),United States of America (USA),93.45,312,2016,0.24178361915980193
123,The University of Arizona (Arizona),United States of America (USA),92.91,359,2016,0.27820615153323364
124,Durham University,United Kingdom (UK),92.63,262,2016,0.20303624429444905
125,Huazhong University of Science and Technology (HUST),China,91.91,230,2016,0.17823792438062322
126,National Taiwan University (NTU),Taiwan,91.82,285,2016,0.22086003673251137
127,RWTH Aachen University (RWTH Aachen),Germany,91.71,372,2016,0.28828046899822535
128,Yonsei University,South Korea,91.1,226,2016,0.17513813439139497
129,University of Southampton (Soton),United Kingdom (UK),90.76,325,2016,0.25185793662479367
130,Jilin University (JLU),China,89.93,211,2016,0.16351392193178912
131,Shandong University (SDU),China,89.69,292,2016,0.22628466921366078
132,University of Bonn (Uni Bonn),Germany,88.73,325,2016,0.25185793662479367
133,Delft University of Technology (TU Delft),Netherlands,88.33,241,2016,0.18676234685100085
134,Free University of Berlin (FU Berlin),Germany,86.95,460,2016,0.35647584876124644
135,East China University of Science and Technology (ECUST),China,86.9,181,2016,0.1402654970125774
136,Indian Institute of Science (IISc),India,86.77,125,2016,0.09686843716338218
137,The University of Texas MD Anderson Cancer Center,United States of America (USA),85.99,280,2016,0.2169852992459761
138,Dresden University of Technology (TU Dresden),Germany,84.81,370,2016,0.28673057400361124
139,North Carolina State University (NCSU),United States of America (USA),84.0,221,2016,0.1712633969048597
140,Case Western Reserve University (CWRU),United States of America (USA),83.12,223,2016,0.1728132918994738
141,University of Erlangen-Nuremberg (FAU),Germany,82.74,239,2016,0.18521245185638674
142,Hunan University (HNU),China,82.74,140,2016,0.10849264962298805
143,The University of Iowa (UI),United States of America (USA),81.86,332,2016,0.25728256910594305
144,Leiden University,Netherlands,81.25,310,2016,0.24023372416518782
145,State University of New York at Stony Brook (SUNY Stony Brook),United States of America (USA),81.14,335,2016,0.2596074115978642
146,The University of Warwick (Warwick),United Kingdom (UK),81.09,317,2016,0.2456583566463372
147,Brown University,United States of America (USA),80.64,253,2016,0.19606171681868556
148,University of Massachusetts Amherst (UMass Amherst),United States of America (USA),80.19,288,2016,0.22318487922443256
149,The University of Sydney (USYD),Australia,79.34,324,2016,0.2510829891274866
150,The University of Georgia (UGA),United States of America (USA),79.33,197,2016,0.15266465696949033
151,Harbin Institute of Technology (HIT),China,78.45,148,2016,0.1146922296014445
152,University of Rochester (UR),United States of America (USA),77.92,258,2016,0.19993645430522083
