Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
24,University of Copenhagen,DENMARK,104.89,113.58,51.53,80.75,98.01,80.23,528.99
25,Huazhong University of Science & Technology,CHINA MAINLAND,112.95,114.0,51.0,67.08,100.7,81.75,527.48
26,National University of Singapore,SINGAPORE,103.68,113.92,50.66,80.25,97.66,80.53,526.71
27,Sun Yat Sen University,CHINA MAINLAND,117.16,111.91,52.03,69.55,98.05,77.77,526.47
28,University of California San Diego,USA,102.3,115.09,51.5,74.1,98.69,82.34,524.02
29,University of California San Francisco,USA,100.34,114.93,51.58,72.93,99.15,83.45,522.38
30,University of British Columbia,CANADA,104.44,111.65,51.86,79.45,96.15,77.98,521.53
31,Cornell University,USA,102.58,114.43,51.7,73.7,97.42,81.05,520.88
32,Monash University,AUSTRALIA,105.57,111.76,51.75,78.85,95.67,77.04,520.64
33,Universidade de Sao Paulo,BRAZIL,111.45,108.69,54.57,78.79,93.87,72.57,519.94
34,Yale University,USA,102.22,113.54,51.92,73.61,97.19,80.32,518.81
35,University of New South Wales Sydney,AUSTRALIA,103.61,110.83,50.52,77.6,95.43,77.59,515.59
36,University of Queensland,AUSTRALIA,102.86,111.24,50.55,77.85,95.22,77.24,514.96
37,Fudan University,CHINA MAINLAND,112.42,110.41,50.73,68.04,96.11,76.75,514.46
38,KU Leuven,BELGIUM,100.17,109.75,50.08,79.87,94.98,78.03,512.88
39,Duke University,USA,100.18,111.78,51.46,72.11,96.26,79.2,510.99
40,University of Amsterdam,NETHERLANDS,100.93,110.01,50.15,77.7,94.63,77.22,510.63
41,University of California Berkeley,USA,97.76,113.31,49.16,72.52,95.89,80.65,509.29
42,University of Tokyo,JAPAN,108.12,108.71,52.0,73.06,92.99,73.23,508.11
43,University of Hamburg,GERMANY (FED REP GER),102.37,108.25,50.74,76.29,93.44,75.69,506.78
44,Central South University,CHINA MAINLAND,111.76,108.44,49.6,64.29,96.01,76.66,506.76
45,Karolinska Institutet,SWEDEN,96.99,109.54,48.26,78.16,94.87,78.85,506.67
46,King's College London,ENGLAND,96.64,110.25,50.2,76.74,94.3,78.42,506.54
47,Ohio State University,USA,102.0,109.57,51.79,70.65,94.67,76.72,505.39
48,University of Pittsburgh,USA,98.94,110.14,51.23,70.42,95.38,78.51,504.62
49,Northwestern University,USA,97.28,111.76,50.07,68.6,95.84,80.2,503.76
50,Utrecht University,NETHERLANDS,98.75,109.07,48.75,75.81,93.98,77.34,503.7
51,Seoul National University (SNU),SOUTH KOREA,106.01,107.71,51.09,67.99,94.12,75.26,502.18
52,"University of Science & Technology of China, CAS",CHINA MAINLAND,108.27,109.18,48.67,65.12,94.22,76.49,501.95
53,McGill University,CANADA,97.64,108.04,49.85,76.49,93.07,76.08,501.17
54,University of Manchester,ENGLAND,96.83,108.19,49.53,75.96,93.1,76.56,500.17
55,Xi'an Jiaotong University,CHINA MAINLAND,109.62,105.86,49.58,65.68,94.5,74.61,499.86
56,University of Barcelona,SPAIN,97.23,107.84,49.1,75.47,92.74,77.27,499.65
57,University of Edinburgh,SCOTLAND,95.78,108.61,48.71,74.97,93.12,78.26,499.46
58,University of North Carolina Chapel Hill,USA,97.15,109.56,49.94,68.54,95.36,78.89,499.44
59,University of Minnesota Twin Cities,USA,100.8,108.62,50.83,70.41,93.4,75.34,499.4
60,Sichuan University,CHINA MAINLAND,111.73,106.09,50.17,63.08,93.25,73.41,497.73
61,Ruprecht Karls University Heidelberg,GERMANY (FED REP GER),93.91,108.25,48.2,73.98,93.99,79.13,497.46
62,Wuhan University,CHINA MAINLAND,105.31,108.26,47.92,63.32,94.94,77.31,497.07
63,Free University of Berlin,GERMANY (FED REP GER),95.86,107.47,48.54,74.44,92.67,77.56,496.53
64,Nanyang Technological University,SINGAPORE,93.2,108.8,46.65,75.36,92.99,78.13,495.14
65,Humboldt University of Berlin,GERMANY (FED REP GER),95.03,107.18,48.25,73.92,92.72,77.74,494.84
66,ETH Zurich,SWITZERLAND,96.1,107.99,47.02,75.44,91.25,75.9,493.69
67,University of Munich,GERMANY (FED REP GER),95.23,106.31,48.21,73.93,91.63,75.88,491.18
68,Harbin Institute of Technology,CHINA MAINLAND,105.97,104.68,48.68,62.94,93.56,74.51,490.33
69,New York University,USA,92.9,107.38,49.25,68.78,93.39,78.06,489.74
70,University of Florida,USA,100.7,105.15,50.97,71.54,89.81,71.26,489.43
71,Washington University (WUSTL),USA,93.78,108.05,48.16,65.85,93.62,79.38,488.84
72,University of Wisconsin Madison,USA,98.55,106.17,49.78,67.94,91.49,73.88,487.81
73,Ghent University,BELGIUM,96.38,104.79,47.81,75.68,90.01,73.07,487.73
74,University of Groningen,NETHERLANDS,94.04,105.11,46.83,73.61,91.43,76.02,487.04
75,Pennsylvania State University,USA,98.81,104.89,49.73,69.44,90.57,72.43,485.86
76,Shandong University,CHINA MAINLAND,107.91,102.86,48.83,62.43,91.17,71.5,484.7
77,Technical University of Munich,GERMANY (FED REP GER),94.9,104.78,47.75,72.95,89.93,74.36,484.67
78,Emory University,USA,93.2,106.39,48.46,65.95,92.6,77.71,484.32
79,University of Alberta,CANADA,96.14,103.52,48.32,73.5,89.61,72.7,483.78
80,Nanjing University,CHINA MAINLAND,101.61,105.76,46.96,63.23,91.44,74.55,483.55
81,Aarhus University,DENMARK,94.56,103.56,46.99,74.35,89.56,73.18,482.2
82,University of California Davis,USA,95.41,104.54,48.43,69.76,89.59,72.71,480.42
83,Tianjin University,CHINA MAINLAND,102.9,103.51,46.91,62.1,91.21,73.24,479.87
84,Tongji University,CHINA MAINLAND,104.56,101.71,47.04,63.34,90.2,72.04,478.9
85,Sapienza University Rome,ITALY,95.78,103.08,49.16,71.07,87.95,71.41,478.46
86,University of Padua,ITALY,95.11,103.18,47.61,71.93,88.18,72.45,478.46
87,Leiden University,NETHERLANDS,90.85,103.68,46.25,72.31,89.57,75.05,477.71
88,Erasmus University Rotterdam,NETHERLANDS,89.16,104.03,45.96,71.52,90.53,76.45,477.64
89,University of Oslo,NORWAY,90.93,102.64,46.74,73.14,89.37,74.03,476.86
90,Vrije Universiteit Amsterdam,NETHERLANDS,90.23,104.32,46.38,72.46,89.39,73.51,476.29
91,Southeast University - China,CHINA MAINLAND,102.8,100.97,47.04,62.3,90.59,72.29,476.0
92,Vanderbilt University,USA,90.55,104.97,47.34,64.05,90.82,76.54,474.27
93,University of Southern California,USA,92.39,103.29,47.72,66.72,89.46,73.77,473.34
94,University of Zurich,SWITZERLAND,91.23,102.14,45.56,72.74,87.98,72.9,472.54
95,University of Helsinki,FINLAND,91.75,101.54,45.79,72.06,87.89,72.48,471.51
96,Kyoto University,JAPAN,96.52,102.0,47.97,66.53,87.82,70.31,471.15
97,South China University of Technology,CHINA MAINLAND,98.61,103.05,45.24,57.73,91.33,75.12,471.08
98,University of Milan,ITALY,92.43,102.48,47.17,69.48,87.23,71.96,470.76
99,Universite de Montpellier,FRANCE,94.23,101.0,45.97,72.48,86.21,70.36,470.25
100,University of Hong Kong,HONG KONG,91.75,103.1,44.97,65.68,89.47,75.26,470.23
101,University of Birmingham,ENGLAND,88.13,102.48,46.59,70.52,88.17,74.06,469.95
102,Jilin University,CHINA MAINLAND,101.08,102.12,47.6,59.04,89.38,70.63,469.85
103,Lund University,SWEDEN,91.07,100.79,45.68,72.18,87.66,71.88,469.26
104,Zhengzhou University,CHINA MAINLAND,105.43,101.17,45.3,57.46,88.28,71.59,469.24
105,University of Chicago,USA,87.97,104.24,46.67,64.71,89.55,75.73,468.87
106,University of Texas Austin,USA,92.05,102.89,47.07,65.55,88.24,72.29,468.09
107,Aix-Marseille Universite,FRANCE,90.7,100.83,46.16,70.74,87.21,72.03,467.68
108,University of Bologna,ITALY,91.84,100.32,46.92,69.57,86.07,71.13,465.85
109,King Abdulaziz University,SAUDI ARABIA,90.31,100.27,43.19,72.15,86.13,73.11,465.17
110,Texas A&M University College Station,USA,95.3,100.12,47.54,68.19,85.7,68.15,464.99
111,King Saud University,SAUDI ARABIA,98.88,96.12,44.26,72.77,83.64,67.52,463.2
112,Radboud University Nijmegen,NETHERLANDS,87.31,100.81,44.81,69.98,87.39,72.81,463.11
113,Uppsala University,SWEDEN,89.12,99.38,44.73,70.64,86.47,71.31,461.66
114,University of Calgary,CANADA,89.01,99.5,46.01,69.93,86.04,70.92,461.42
115,University of Bristol,ENGLAND,86.44,101.18,44.92,68.3,86.85,73.16,460.86
116,University of Illinois Urbana-Champaign,USA,91.27,101.03,46.64,66.27,85.91,69.59,460.7
117,University of Bern,SWITZERLAND,87.26,99.92,44.45,71.46,85.46,71.62,460.17
118,Yonsei University,SOUTH KOREA,97.18,98.78,46.37,62.37,86.08,68.67,459.46
119,University of Western Australia,AUSTRALIA,87.12,99.95,44.62,69.62,86.38,71.58,459.27
120,University of Maryland College Park,USA,87.44,101.79,44.96,64.95,86.98,72.45,458.57
121,Boston University,USA,87.89,100.85,45.71,63.67,87.32,72.42,457.87
122,Tel Aviv University,ISRAEL,91.08,98.38,45.66,68.26,85.01,68.56,456.94
123,University of Southampton,ENGLAND,84.43,99.87,44.33,69.12,86.42,72.66,456.83
124,Universidade de Lisboa,PORTUGAL,90.89,97.43,46.68,71.07,83.31,67.19,456.58
125,Autonomous University of Barcelona,SPAIN,89.33,98.6,45.39,69.16,84.67,69.25,456.4
126,University of Utah,USA,89.52,100.15,46.62,62.98,86.08,70.3,455.65
127,McMaster University,CANADA,84.37,100.34,44.88,68.23,85.54,72.18,455.54
128,University of Glasgow,SCOTLAND,83.22,99.72,44.28,68.11,85.99,73.96,455.28
129,University of Electronic Science & Technology of China,CHINA MAINLAND,92.6,97.37,44.97,61.46,87.35,70.93,454.67
130,University of Nottingham,ENGLAND,86.17,98.91,45.04,69.17,84.81,70.14,454.22
131,Rutgers State University New Brunswick,USA,89.19,99.25,47.11,65.26,84.85,68.51,454.17
132,University of Ottawa,CANADA,85.68,99.2,45.57,67.85,85.15,70.58,454.03
133,Hong Kong Polytechnic University,HONG KONG,90.32,99.7,42.53,61.01,87.38,72.96,453.91
134,University of Arizona,USA,87.45,99.38,45.99,65.38,85.31,70.14,453.65
135,Soochow University,CHINA MAINLAND,93.46,99.84,43.75,56.91,86.88,71.83,452.67
136,Universite Grenoble Alpes (UGA),FRANCE,88.32,97.39,44.91,70.03,83.61,68.25,452.5
137,National Taiwan University,TAIWAN,92.04,97.24,45.32,64.15,84.23,67.96,450.93
138,Georgia Institute of Technology,USA,83.49,100.39,43.68,63.92,86.15,73.19,450.82
139,University of California Irvine,USA,85.69,99.57,44.63,63.39,85.61,71.81,450.7
140,Beihang University,CHINA MAINLAND,92.5,97.39,45.1,59.66,86.44,69.59,450.69
141,University of Geneva,SWITZERLAND,84.55,98.19,43.36,69.99,83.82,70.61,450.51
142,University of Leeds,ENGLAND,85.93,97.84,44.97,68.96,83.41,68.38,449.49
143,Michigan State University,USA,88.64,98.12,45.78,64.27,84.2,67.78,448.79
144,Purdue University,USA,90.18,97.07,45.76,64.26,83.9,67.37,448.53
145,Dalian University of Technology,CHINA MAINLAND,95.24,96.33,43.81,57.76,86.03,69.32,448.49
146,Chongqing University,CHINA MAINLAND,95.97,96.13,43.44,56.73,86.15,69.92,448.35
147,Shenzhen University,CHINA MAINLAND,94.77,96.62,42.45,59.01,85.41,69.86,448.11
148,University of Naples Federico II,ITALY,89.04,97.69,45.56,65.87,82.52,67.34,448.02
149,Northwestern Polytechnical University,CHINA MAINLAND,94.47,95.95,43.72,57.65,85.9,69.3,447.0
150,University of Adelaide,AUSTRALIA,82.05,99.27,42.95,66.07,84.61,71.62,446.56
151,California Institute of Technology,USA,81.66,100.49,41.3,63.49,85.13,74.24,446.32
152,Purdue University West Lafayette Campus,USA,89.33,96.61,45.43,63.83,83.53,67.15,445.9
153,Princeton University,USA,82.16,99.75,42.23,62.62,85.33,73.61,445.7
154,University of Liverpool,ENGLAND,83.1,97.42,43.76,68.57,83.0,69.23,445.08
155,University of Sheffield,ENGLAND,82.03,97.34,44.11,66.43,83.79,69.17,442.87
156,Queen Mary University London,ENGLAND,79.37,97.63,43.08,67.36,83.46,71.9,442.8
157,Universidade do Porto,PORTUGAL,85.93,95.78,44.25,67.34,81.95,67.55,442.8
158,Xiamen University,CHINA MAINLAND,92.13,96.53,42.44,58.42,84.09,68.9,442.52
159,Beijing Institute of Technology,CHINA MAINLAND,92.58,95.58,43.43,57.31,84.59,69.0,442.5
160,Capital Medical University,CHINA MAINLAND,93.25,95.91,44.04,56.59,84.25,67.78,441.83
161,Australian National University,AUSTRALIA,81.85,96.56,43.14,66.98,83.48,69.78,441.79
162,University of Gothenburg,SWEDEN,82.79,96.03,42.38,66.88,83.7,69.75,441.53
163,University of Colorado Boulder,USA,83.63,99.06,43.33,62.16,83.28,69.66,441.11
164,Korea University,SOUTH KOREA,91.06,96.35,44.07,58.41,83.63,67.43,440.95
165,University of Basel,SWITZERLAND,80.33,96.25,42.17,68.34,82.62,70.17,439.87
166,Sungkyunkwan University (SKKU),SOUTH KOREA,89.2,95.47,44.4,59.32,83.65,67.65,439.68
167,Newcastle University - UK,ENGLAND,78.88,96.73,42.97,66.26,83.04,70.29,438.17
168,Hunan University,CHINA MAINLAND,86.96,97.94,40.26,54.44,85.69,72.8,438.09
169,Technische Universitat Dresden,GERMANY (FED REP GER),83.44,95.64,43.46,66.09,81.64,67.74,438.01
170,Maastricht University,NETHERLANDS,82.75,94.57,42.92,68.64,81.48,66.94,437.31
171,Indiana University Bloomington,USA,84.82,96.55,45.04,61.47,82.28,67.08,437.24
172,Ecole Polytechnique Federale de Lausanne,SWITZERLAND,78.33,97.76,41.03,66.81,82.55,70.72,437.21
173,Eberhard Karls University of Tubingen,GERMANY (FED REP GER),82.6,95.26,42.91,66.31,81.86,68.27,437.21
174,Technical University of Denmark,DENMARK,82.26,95.62,41.24,66.78,82.25,68.96,437.1
175,University of Virginia,USA,81.69,97.05,44.1,59.36,83.73,70.19,436.1
176,Tohoku University,JAPAN,89.92,93.6,44.69,62.09,81.38,64.03,435.71
177,Case Western Reserve University,USA,78.86,97.7,43.58,59.4,84.37,71.78,435.69
178,University of Alabama Birmingham,USA,79.16,97.38,44.04,58.81,84.43,71.77,435.59
179,University of Turin,ITALY,83.6,94.79,43.54,64.72,80.59,67.0,434.24
180,RWTH Aachen University,GERMANY (FED REP GER),84.27,94.75,43.35,65.21,80.26,65.7,433.54
181,University of Erlangen Nuremberg,GERMANY (FED REP GER),82.26,94.65,43.09,64.89,81.22,67.27,433.37
182,Osaka University,JAPAN,89.65,93.26,45.25,60.82,80.67,63.43,433.08
183,City University of Hong Kong,HONG KONG,85.9,95.07,40.4,58.52,83.03,70.04,432.97
184,Charles University Prague,CZECH REPUBLIC,84.57,92.02,44.25,67.26,79.7,64.74,432.55
185,Wageningen University & Research,NETHERLANDS,81.43,95.8,39.74,65.18,81.12,68.63,431.91
186,Cardiff University,WALES,78.09,94.76,42.27,64.95,82.25,69.4,431.72
187,University of Auckland,NEW ZEALAND,80.29,94.29,42.74,66.92,80.9,66.54,431.67
188,China University of Geosciences,CHINA MAINLAND,92.7,92.02,41.71,58.98,80.43,64.97,430.82
189,Western University (University of Western Ontario),CANADA,81.29,93.68,43.38,64.92,81.06,66.28,430.61
190,University of Technology Sydney,AUSTRALIA,82.05,93.66,41.15,66.0,80.22,67.16,430.23
191,Norwegian University of Science & Technology (NTNU),NORWAY,85.52,91.68,42.63,66.72,79.36,64.22,430.12
192,Universidad Nacional Autonoma de Mexico,MEXICO,90.52,90.63,45.71,66.71,77.3,59.03,429.9
193,University of Florence,ITALY,83.6,93.34,43.92,64.09,79.36,65.12,429.44
194,Brown University,USA,81.1,95.3,43.43,58.64,82.41,68.42,429.3
195,Delft University of Technology,NETHERLANDS,82.79,92.75,41.89,66.82,79.63,64.88,428.75
196,Nankai University,CHINA MAINLAND,87.27,96.18,40.42,52.86,82.37,69.58,428.68
197,University of Bonn,GERMANY (FED REP GER),79.46,93.86,41.51,64.45,80.79,68.43,428.51
198,University of Warwick,ENGLAND,78.19,93.7,42.19,64.44,81.14,68.61,428.28
199,Medical University of Vienna,AUSTRIA,77.04,93.58,41.5,66.76,80.19,68.72,427.8
200,Peking Union Medical College,CHINA MAINLAND,89.2,94.4,42.17,50.88,82.87,68.28,427.8
201,University of Gottingen,GERMANY (FED REP GER),79.57,93.75,41.06,63.51,80.5,68.04,426.44
202,University of Waterloo,CANADA,81.2,92.8,41.77,64.72,80.06,65.75,426.29
203,University of Freiburg,GERMANY (FED REP GER),78.74,93.6,41.92,64.09,80.36,67.31,426.03
204,University of Lausanne,SWITZERLAND,76.3,93.62,40.72,65.48,80.16,68.5,424.79
205,University of Exeter,ENGLAND,78.81,93.69,40.98,63.67,79.56,66.79,423.51
206,University of Valencia,SPAIN,80.75,92.38,42.16,62.33,79.16,66.1,422.88
207,Feinberg School of Medicine,USA,77.06,95.26,41.69,55.91,82.17,70.4,422.5
208,Universite Toulouse III - Paul Sabatier,FRANCE,78.55,93.02,40.7,64.57,79.17,66.18,422.2
209,University of Cologne,GERMANY (FED REP GER),78.17,92.64,41.67,63.92,79.37,66.34,422.11
210,University of Iowa,USA,80.1,92.52,43.58,58.15,80.78,66.54,421.67
211,University of Southern Denmark,DENMARK,79.07,91.69,41.21,65.07,78.73,65.02,420.78
212,North Carolina State University,USA,82.6,92.54,42.63,59.43,79.14,64.38,420.72
213,Curtin University,AUSTRALIA,77.59,92.49,40.1,64.01,79.84,66.59,420.62
214,National & Kapodistrian University of Athens,GREECE,75.21,92.63,42.7,64.61,78.29,66.94,420.36
215,University of Cincinnati,USA,79.96,92.71,42.26,59.08,79.89,65.83,419.72
216,University of Miami,USA,79.19,92.23,43.23,59.86,79.26,65.51,419.28
217,Jiangsu University,CHINA MAINLAND,87.16,90.89,39.81,52.32,81.2,67.22,418.6
218,Complutense University of Madrid,SPAIN,82.84,89.63,43.59,62.24,77.34,62.74,418.38
219,Nanjing Medical University,CHINA MAINLAND,89.16,90.91,41.92,48.85,81.68,65.55,418.06
220,Universite de Bordeaux,FRANCE,77.89,91.53,40.64,63.76,78.48,65.32,417.61
221,University of Illinois Chicago,USA,79.15,92.4,43.96,58.59,79.17,64.33,417.6
222,Stockholm University,SWEDEN,76.92,92.56,39.71,64.26,78.19,65.64,417.28
223,University of Pisa,ITALY,80.76,90.95,42.49,62.14,77.26,63.58,417.18
224,Beijing Normal University,CHINA MAINLAND,87.99,89.82,40.71,57.52,78.04,62.89,416.96
225,Karlsruhe Institute of Technology,GERMANY (FED REP GER),80.2,90.72,41.01,63.16,77.28,63.51,415.87
226,University of Science & Technology Beijing,CHINA MAINLAND,85.36,90.82,40.46,52.44,80.54,65.71,415.34
227,China University of Petroleum,CHINA MAINLAND,88.39,88.97,40.33,52.87,79.9,64.87,415.34
228,Hebrew University of Jerusalem,ISRAEL,79.79,90.09,41.5,62.5,77.78,63.59,415.24
229,David Geffen School of Medicine at UCLA,USA,72.09,93.79,39.97,56.29,81.59,71.37,415.11
230,University of Munster,GERMANY (FED REP GER),76.35,91.64,40.57,61.84,78.41,66.28,415.09
231,Deakin University,AUSTRALIA,79.61,90.13,40.66,62.54,77.93,63.73,414.61
232,University of Tehran,IRAN,81.79,90.24,41.57,59.12,78.4,63.36,414.49
233,Universite Claude Bernard Lyon 1,FRANCE,79.01,89.82,40.65,62.55,77.44,63.83,413.3
234,Goethe University Frankfurt,GERMANY (FED REP GER),76.46,90.55,40.87,62.73,77.52,64.82,412.94
235,Wuhan University of Technology,CHINA MAINLAND,79.86,91.57,38.96,52.6,80.87,68.8,412.66
236,Southern University of Science & Technology,CHINA MAINLAND,85.43,89.93,36.78,54.23,77.84,68.27,412.49
237,Universite de Lille,FRANCE,77.66,88.96,40.7,63.5,77.18,64.13,412.14
238,University of Cape Town,SOUTH AFRICA,73.85,90.4,40.36,64.65,77.29,65.39,411.94
239,Jinan University,CHINA MAINLAND,86.82,89.32,39.76,52.73,78.86,64.11,411.59
240,Queensland University of Technology (QUT),AUSTRALIA,76.07,91.12,39.53,61.27,78.09,65.28,411.36
241,Virginia Polytechnic Institute & State University,USA,79.1,90.6,41.87,57.78,78.07,63.81,411.23
242,University of Rochester,USA,73.16,91.76,41.29,57.52,79.44,67.42,410.6
243,University of Antwerp,BELGIUM,74.55,90.13,39.63,63.32,77.48,65.48,410.59
244,China University of Mining & Technology,CHINA MAINLAND,88.77,87.79,40.29,50.87,79.12,63.46,410.31
245,University of Tennessee Knoxville,USA,77.16,90.37,40.57,57.64,77.96,65.32,409.03
246,University of Duisburg Essen,GERMANY (FED REP GER),74.46,89.89,40.12,60.67,77.47,66.17,408.78
247,Nagoya University,JAPAN,82.03,89.42,42.61,57.56,76.52,60.43,408.58
248,Northeastern University - China,CHINA MAINLAND,89.08,87.06,40.7,50.78,78.52,62.38,408.51
249,University of Vienna,AUSTRIA,77.37,88.05,40.05,64.86,75.55,62.55,408.43
250,Royal Institute of Technology,SWEDEN,75.35,88.27,39.89,64.15,76.92,63.79,408.38
251,Universite de Strasbourg,FRANCE,75.81,89.9,40.07,62.06,76.3,64.13,408.27
252,Universidade Estadual de Campinas,BRAZIL,81.72,87.73,42.9,60.47,75.66,59.72,408.2
253,University College Dublin,IRELAND,75.39,88.86,41.38,64.3,75.55,62.7,408.18
254,University of Maryland Baltimore,USA,75.05,90.43,41.16,56.41,78.23,65.92,407.2
255,Johannes Gutenberg University of Mainz,GERMANY (FED REP GER),74.21,90.38,39.88,61.41,76.7,64.48,407.06
256,Kyushu University,JAPAN,80.83,88.12,42.34,58.3,76.44,60.73,406.76
257,University of Wurzburg,GERMANY (FED REP GER),71.92,90.37,39.13,60.49,77.53,67.26,406.7
258,Laval University,CANADA,75.99,89.01,40.55,61.01,76.58,63.35,406.49
259,Griffith University,AUSTRALIA,74.24,89.8,40.05,61.09,77.14,64.03,406.34
260,Aalborg University,DENMARK,74.42,87.77,39.81,62.87,76.92,64.44,406.24
261,Shanghai University,CHINA MAINLAND,83.52,88.44,40.01,53.42,77.7,63.11,406.2
262,Macquarie University,AUSTRALIA,76.56,88.25,39.81,61.73,76.36,62.84,405.55
263,University of Bergen,NORWAY,72.91,88.57,38.93,62.43,77.14,65.26,405.23
264,Lomonosov Moscow State University,RUSSIA,80.22,86.23,46.14,62.18,73.83,56.45,405.04
265,Trinity College Dublin,IRELAND,71.56,89.02,39.94,62.19,76.24,64.98,403.92
266,University of California Santa Barbara,USA,70.94,91.81,39.01,57.1,77.74,67.13,403.72
267,University of Kiel,GERMANY (FED REP GER),73.27,88.43,39.21,60.25,76.94,65.58,403.69
268,Hokkaido University,JAPAN,82.38,87.25,41.69,57.62,74.78,58.8,402.52
269,Universite de Lorraine,FRANCE,74.79,86.73,39.41,62.39,75.47,63.55,402.34
270,Cairo University,EGYPT,79.46,85.97,41.04,61.17,74.09,60.36,402.1
271,Tehran University of Medical Sciences,IRAN,73.24,91.22,42.78,56.65,75.85,62.13,401.87
272,Lanzhou University,CHINA MAINLAND,85.07,88.03,39.3,50.74,76.27,62.07,401.47
273,University of Georgia,USA,79.13,87.84,41.58,56.81,75.56,60.35,401.27
274,University of Genoa,ITALY,74.87,87.84,41.23,60.95,74.51,61.83,401.23
275,University of Manitoba,CANADA,72.7,88.14,39.79,59.82,76.41,64.28,401.15
276,University of Connecticut,USA,76.71,88.47,41.31,56.63,76.16,61.87,401.14
277,University of Granada,SPAIN,79.0,86.12,41.06,61.23,74.06,59.61,401.08
278,Nanjing University of Science & Technology,CHINA MAINLAND,81.51,87.4,39.37,50.67,77.83,63.66,400.45
279,Universidade Estadual Paulista,BRAZIL,84.87,84.28,43.34,59.95,72.46,55.18,400.09
280,Hanyang University,SOUTH KOREA,81.02,87.71,40.31,54.68,75.65,60.62,399.98
281,Universiti Malaya,MALAYSIA,72.36,87.85,40.22,62.7,75.09,61.74,399.96
282,Autonomous University of Madrid,SPAIN,73.15,88.09,39.7,59.16,75.79,64.01,399.9
283,Catholic University of the Sacred Heart,ITALY,73.0,89.21,40.27,57.65,75.24,64.45,399.82
284,National Yang Ming Chiao Tung University,TAIWAN,82.1,85.96,41.13,55.85,75.44,59.34,399.81
285,Southern Medical University - China,CHINA MAINLAND,84.59,87.32,39.11,48.03,77.54,62.85,399.45
286,Korea Advanced Institute of Science & Technology (KAIST),SOUTH KOREA,76.13,89.14,39.59,53.7,77.08,63.65,399.29
287,Hong Kong University of Science & Technology,HONG KONG,73.73,90.57,37.03,52.95,77.4,67.29,398.98
288,University of Kentucky,USA,75.03,88.04,41.06,54.85,76.93,63.0,398.91
289,Kyung Hee University,SOUTH KOREA,78.3,87.38,39.25,52.95,77.12,63.06,398.06
290,University of Belgrade,SERBIA,74.79,85.07,41.35,61.57,74.07,61.02,397.87
291,University of Leicester,ENGLAND,68.99,88.17,38.41,59.51,76.04,66.43,397.54
292,East China Normal University,CHINA MAINLAND,80.77,86.98,38.3,53.74,75.42,62.24,397.44
293,Leipzig University,GERMANY (FED REP GER),74.5,86.76,39.38,59.29,74.96,62.54,397.43
294,Universite Libre de Bruxelles,BELGIUM,69.34,87.34,38.4,62.06,75.13,64.84,397.12
295,University of Wollongong,AUSTRALIA,70.8,88.35,37.64,59.9,76.08,64.26,397.03
296,Qingdao University,CHINA MAINLAND,82.05,87.72,38.23,46.98,77.48,64.5,396.96
297,Ruhr University Bochum,GERMANY (FED REP GER),75.14,86.54,40.03,60.0,74.13,60.98,396.82
298,Nanjing University of Aeronautics & Astronautics,CHINA MAINLAND,84.41,84.61,40.11,50.9,76.26,60.24,396.52
