Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
816,University of North Carolina Charlotte,USA,46.85,67.44,30.4,40.69,59.36,51.58,296.33
817,Australian Catholic University,AUSTRALIA,41.38,68.95,28.44,44.44,60.4,52.71,296.32
818,University of Missouri Kansas City,USA,44.95,68.69,29.36,40.3,59.65,53.29,296.23
819,Colorado School of Mines,USA,47.68,70.19,27.83,41.44,58.13,50.94,296.19
820,University of New Hampshire,USA,49.8,67.3,28.93,42.03,58.08,49.91,296.06
821,University of Insubria,ITALY,47.56,68.69,28.62,44.15,56.72,50.22,295.96
822,Tiangong University,CHINA MAINLAND,55.31,66.38,28.45,36.27,59.32,50.02,295.75
823,Southwest University of Science & Technology - China,CHINA MAINLAND,54.87,67.27,27.31,32.25,60.97,52.85,295.51
824,University of Essex,ENGLAND,49.14,64.63,29.53,47.04,57.36,47.61,295.31
825,Juntendo University,JAPAN,54.12,66.48,31.06,38.58,57.48,47.58,295.3
826,Shaanxi University of Science & Technology,CHINA MAINLAND,56.26,66.73,26.54,32.2,60.54,52.88,295.16
827,Carol Davila University of Medicine & Pharmacy,ROMANIA,39.0,69.53,30.59,40.37,57.9,57.7,295.09
828,Norwegian University of Life Sciences,NORWAY,47.66,66.55,27.16,46.11,57.48,49.86,294.82
829,Tilburg University,NETHERLANDS,48.12,65.64,29.19,45.38,58.31,48.0,294.64
830,Nicolaus Copernicus University,POLAND,55.18,64.92,30.3,43.76,54.9,45.16,294.23
831,Cranfield University,ENGLAND,46.0,67.57,27.75,45.43,57.41,49.82,293.98
832,University of Gondar,ETHIOPIA,50.25,67.38,26.99,35.83,58.24,55.15,293.83
833,Universidade da Coruna,SPAIN,48.36,65.19,29.97,43.17,56.85,50.17,293.71
834,Medical University Lodz,POLAND,44.73,68.54,28.27,39.88,58.5,53.58,293.51
835,Xi'an University of Architecture & Technology,CHINA MAINLAND,61.38,65.04,27.63,31.36,58.65,49.37,293.44
836,University of Wisconsin Milwaukee,USA,46.78,66.97,29.41,41.15,58.56,50.45,293.31
837,SRM Institute of Science & Technology Chennai,INDIA,57.59,64.2,30.43,40.26,55.1,45.71,293.29
838,Nagasaki University,JAPAN,54.02,64.21,30.84,43.11,55.99,45.12,293.28
839,Coventry University,ENGLAND,50.07,64.63,28.98,46.83,55.96,46.51,292.97
840,Universidade Federal da Bahia,BRAZIL,54.42,64.31,31.31,43.19,54.7,44.57,292.5
841,Macau University of Science & Technology,MACAU,53.62,66.31,26.05,37.31,57.77,51.14,292.2
842,Dalian Medical University,CHINA MAINLAND,52.38,66.76,28.79,33.44,60.0,50.82,292.19
843,Dalian Maritime University,CHINA MAINLAND,58.22,63.85,28.71,35.33,57.82,47.94,291.87
844,Paracelsus Private Medical University,AUSTRIA,39.49,66.04,26.19,46.58,58.31,55.2,291.81
845,Northeast Forestry University - China,CHINA MAINLAND,56.99,64.75,27.78,34.9,58.04,49.31,291.77
846,Tomsk State University,RUSSIA,44.56,64.19,33.79,46.44,55.71,46.59,291.28
847,National Central University,TAIWAN,51.78,63.58,29.91,44.2,56.19,45.62,291.27
848,Jadavpur University,INDIA,52.46,65.95,31.05,37.57,57.1,47.08,291.22
849,Rensselaer Polytechnic Institute,USA,43.45,67.37,28.28,42.22,58.45,51.27,291.03
850,Kazan Federal University,RUSSIA,46.0,64.49,35.77,48.77,52.69,43.17,290.89
851,Ulster University,NORTHERN IRELAND,46.39,65.55,28.49,46.7,55.9,47.69,290.72
852,Universidad de Cadiz,SPAIN,52.28,63.52,29.95,42.71,55.33,46.84,290.63
853,University of Debrecen,HUNGARY,49.98,64.44,29.98,45.59,54.67,45.84,290.5
854,Nottingham Trent University,ENGLAND,48.79,65.39,28.11,44.69,55.72,47.68,290.38
855,University of Nevada Las Vegas,USA,48.97,65.76,30.37,42.34,56.06,46.72,290.23
856,Roma Tre University,ITALY,47.85,64.39,30.23,44.47,55.91,47.08,289.93
857,Universidade Federal de Vicosa,BRAZIL,55.65,64.13,31.37,41.58,54.02,43.11,289.86
858,University of Thessaly,GREECE,48.43,65.17,28.29,44.06,55.06,48.77,289.78
859,Makerere University,UGANDA,51.4,61.98,28.73,50.98,53.02,43.25,289.36
860,Henan Polytechnic University,CHINA MAINLAND,56.9,64.46,28.03,32.21,58.42,49.22,289.24
861,Polytechnique Montreal,CANADA,49.07,63.71,28.14,44.14,56.32,47.56,288.95
862,Universidad de Valladolid,SPAIN,51.1,63.09,30.85,43.8,54.66,45.11,288.61
863,Universitat de les Illes Balears,SPAIN,47.51,65.4,28.33,44.72,55.4,47.17,288.53
864,University of Ioannina,GREECE,46.6,65.43,28.9,45.61,54.44,47.55,288.53
865,Singapore University of Technology & Design,SINGAPORE,42.0,65.72,25.26,44.53,57.7,53.24,288.46
866,Keele University,ENGLAND,45.03,66.51,28.85,45.47,55.12,47.05,288.03
867,Hangzhou Normal University,CHINA MAINLAND,55.51,64.33,27.38,38.18,55.79,46.76,287.96
868,University of Jordan,JORDAN,48.57,63.87,28.82,46.7,53.97,45.72,287.66
869,Missouri University of Science & Technology,USA,45.58,64.84,27.7,42.17,57.37,49.79,287.44
870,National Taipei University of Technology,TAIWAN,51.99,63.09,27.96,40.19,56.62,47.3,287.15
871,Huaqiao University,CHINA MAINLAND,51.65,64.84,27.28,36.1,57.86,49.38,287.11
872,University of Novi Sad,SERBIA,52.66,61.8,31.23,47.33,52.5,41.42,286.94
873,Wenzhou University,CHINA MAINLAND,53.2,65.01,25.19,34.08,57.85,51.43,286.76
874,University of Massachusetts Boston,USA,38.47,67.76,26.82,36.31,60.55,56.83,286.74
875,Menofia University,EGYPT,51.65,61.32,27.88,45.15,54.34,46.37,286.72
876,Universiti Teknologi Petronas,MALAYSIA,49.51,64.1,28.22,46.34,52.96,45.54,286.66
877,Gazi University,TURKEY,52.94,64.43,33.07,37.95,54.88,43.36,286.63
878,Universidad Carlos III de Madrid,SPAIN,50.54,60.79,30.36,46.61,54.27,43.76,286.34
879,Humanitas University,ITALY,40.47,68.28,25.11,40.81,56.23,55.24,286.14
880,Tianjin University of Technology,CHINA MAINLAND,48.34,67.18,26.97,32.39,58.81,52.16,285.84
881,Universidad Miguel Hernandez de Elche,SPAIN,50.67,64.06,28.51,41.67,54.74,46.04,285.69
882,Brno University of Technology,CZECH REPUBLIC,51.53,61.7,30.49,45.48,52.86,43.6,285.66
883,Wuhan Institute of Technology,CHINA MAINLAND,48.38,66.83,25.63,30.18,60.19,54.21,285.43
884,Institut National Polytechnique de Toulouse,FRANCE,43.6,66.1,27.57,44.29,55.89,47.98,285.42
885,University of Sassari,ITALY,46.13,65.9,27.75,43.39,54.66,47.53,285.35
886,Hallym University,SOUTH KOREA,55.4,64.74,31.49,35.1,54.92,43.66,285.32
887,Universite de Picardie Jules Verne (UPJV),FRANCE,45.14,65.21,27.83,42.12,55.72,49.23,285.26
888,Taibah University,SAUDI ARABIA,49.98,61.81,27.31,48.55,52.43,44.8,284.9
889,Ege University,TURKEY,51.32,63.56,32.5,40.76,53.91,42.84,284.88
890,Rutgers State University Newark,USA,42.56,66.81,27.79,39.94,57.47,50.31,284.88
891,University of Fribourg,SWITZERLAND,45.09,65.37,27.75,45.1,54.05,47.43,284.79
892,University of Toledo,USA,42.77,67.39,29.54,38.3,56.7,50.05,284.74
893,Vietnam National University Hochiminh City,VIETNAM,54.44,60.72,28.29,44.16,52.97,44.14,284.73
894,Universitat Jaume I,SPAIN,48.31,64.01,28.49,42.08,54.89,46.7,284.5
895,Kwame Nkrumah University Science & Technology,GHANA,43.45,63.67,25.69,43.53,55.23,52.9,284.47
896,Guangxi Medical University,CHINA MAINLAND,55.27,64.6,28.94,31.13,57.35,47.04,284.32
897,Isfahan University Medical Science,IRAN,44.79,67.15,30.83,39.18,55.07,47.22,284.24
898,Indian Institute of Technology (Indian School of Mines) Dhanbad,INDIA,53.12,65.22,29.6,32.93,56.5,46.65,284.02
899,Ohio University,USA,42.28,65.67,28.63,39.77,57.22,50.42,284.0
900,Hebei Medical University,CHINA MAINLAND,57.05,63.71,29.61,29.36,57.6,46.51,283.85
901,Thapar Institute of Engineering & Technology,INDIA,48.26,65.37,26.99,34.06,58.16,50.97,283.81
902,Changzhou University,CHINA MAINLAND,54.61,64.12,26.89,31.5,57.75,48.9,283.77
903,University of the Western Cape,SOUTH AFRICA,41.69,64.3,27.14,43.79,56.2,50.46,283.59
904,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),RUSSIA,45.2,63.99,32.34,45.84,53.38,42.81,283.55
905,Universite de Monastir,TUNISIA,50.62,60.78,29.17,47.33,52.73,42.9,283.53
906,Tokyo University of Science,JAPAN,50.21,63.86,30.11,38.39,55.57,45.19,283.33
907,University of Eastern Piedmont Amedeo Avogadro,ITALY,46.68,63.85,28.88,42.07,54.39,47.42,283.28
908,Shandong Agricultural University,CHINA MAINLAND,54.78,64.39,27.36,32.2,56.58,47.95,283.26
909,Shinshu University,JAPAN,49.67,64.3,29.78,39.08,55.02,45.32,283.16
910,Universidad de Antioquia,COLOMBIA,47.53,61.8,29.6,45.15,53.51,45.49,283.09
911,Universidade Federal de Goias,BRAZIL,51.14,63.37,30.93,41.73,53.22,42.62,283.02
912,Northern Arizona University,USA,45.44,66.61,26.84,39.08,55.49,49.46,282.93
913,Universite de Carthage,TUNISIA,49.07,60.27,28.98,48.41,53.03,43.05,282.8
914,Gdansk University of Technology,POLAND,52.36,62.65,28.96,40.81,53.66,44.21,282.65
915,Henan University of Science & Technology,CHINA MAINLAND,53.0,63.56,28.07,32.94,57.37,47.61,282.55
916,Montana State University Bozeman,USA,45.14,66.26,27.53,38.52,55.83,49.07,282.35
917,University of Rhode Island,USA,46.93,64.8,28.24,40.03,55.19,47.02,282.21
918,Medical University Gdansk,POLAND,44.76,64.52,27.78,40.74,55.04,49.16,281.99
919,Khon Kaen University,THAILAND,52.36,61.1,28.97,42.27,53.33,43.91,281.95
920,Kindai University (Kinki University),JAPAN,42.53,66.25,27.93,34.86,57.54,52.77,281.88
921,Royal Holloway University London,ENGLAND,43.01,65.83,29.38,44.09,54.02,45.54,281.87
922,Prince of Songkla University,THAILAND,51.78,61.13,28.62,43.27,53.32,43.73,281.86
923,Boston College,USA,47.08,65.63,29.37,38.58,55.05,46.13,281.84
924,Tomsk Polytechnic University,RUSSIA,44.11,61.73,31.46,45.19,54.22,45.1,281.81
925,University of Cyprus,CYPRUS,42.59,63.18,27.7,45.78,54.26,48.14,281.65
926,Universita della Svizzera Italiana,SWITZERLAND,41.12,64.27,24.73,44.28,54.84,52.37,281.62
927,Budapest University of Technology & Economics,HUNGARY,50.56,61.54,29.87,44.04,52.73,42.82,281.57
928,Aligarh Muslim University,INDIA,47.53,65.32,29.28,42.19,52.26,44.93,281.51
929,University of Salento,ITALY,45.97,64.55,28.14,40.83,54.78,47.22,281.49
930,University of the Free State,SOUTH AFRICA,47.36,61.63,29.57,45.68,52.97,44.22,281.42
931,New Jersey Institute of Technology,USA,43.65,64.47,26.56,42.09,55.27,49.25,281.3
932,University of South Africa,SOUTH AFRICA,44.06,63.21,30.9,44.12,53.49,45.43,281.22
933,Hunan Agricultural University,CHINA MAINLAND,49.91,65.76,25.17,31.44,57.38,51.51,281.18
934,University of California Merced,USA,43.33,67.52,26.41,39.04,55.51,49.36,281.17
935,Gwangju Institute of Science & Technology (GIST),SOUTH KOREA,47.38,64.06,26.81,37.93,56.57,48.34,281.1
936,City University London,ENGLAND,43.19,63.82,28.12,44.41,55.1,46.29,280.92
937,National University of Science & Technology (MISIS),RUSSIA,44.62,61.95,27.67,43.59,55.7,47.18,280.72
938,Beni Suef University,EGYPT,47.63,62.24,25.95,43.12,54.05,47.69,280.69
939,Chongqing University of Posts & Telecommunications,CHINA MAINLAND,50.43,60.94,27.78,35.34,57.33,48.84,280.65
940,University of Idaho,USA,43.94,65.03,27.83,39.13,55.93,48.77,280.64
941,Beijing Technology & Business University,CHINA MAINLAND,54.15,63.38,26.39,31.38,56.89,48.42,280.62
942,Xuzhou Medical University,CHINA MAINLAND,54.5,63.9,27.6,28.59,57.76,48.12,280.47
943,Benha University,EGYPT,52.48,59.77,26.9,44.43,51.95,44.51,280.04
944,Universite de Tours,FRANCE,48.5,62.21,27.26,41.83,53.77,46.44,280.01
945,Panjab University,INDIA,47.13,65.03,28.84,35.68,55.25,48.04,279.98
946,Sultan Qaboos University,OMAN,45.63,63.02,26.79,46.72,52.34,45.14,279.64
947,University of Canberra,AUSTRALIA,39.0,65.28,26.04,40.82,56.71,51.77,279.62
948,Johannes Kepler University Linz,AUSTRIA,46.11,61.94,28.71,46.37,52.35,43.98,279.45
949,Chengdu University of Technology,CHINA MAINLAND,57.41,60.62,27.44,35.8,53.83,44.25,279.35
950,Shanghai Normal University,CHINA MAINLAND,50.0,62.83,26.2,35.33,56.21,48.67,279.25
951,University of Ghana,GHANA,47.06,61.43,28.19,47.21,51.98,43.03,278.9
952,National University of Cordoba,ARGENTINA,47.93,61.43,29.37,44.04,52.68,43.35,278.79
953,University of Yaounde I,CAMEROON,41.97,61.86,25.27,44.03,54.23,51.28,278.65
954,Kermanshah University of Medical Sciences,IRAN,36.2,68.47,26.79,37.01,56.28,53.74,278.49
955,Czech University of Life Sciences Prague,CZECH REPUBLIC,51.14,61.19,27.55,44.07,51.27,43.14,278.38
956,Kent State University,USA,43.04,65.37,28.58,40.38,54.78,46.18,278.33
957,Koc University,TURKEY,47.58,61.45,28.27,42.86,53.36,44.75,278.27
958,Umm Al Qura University,SAUDI ARABIA,55.02,58.18,27.6,47.95,48.96,40.46,278.17
959,Universidad Autonoma Metropolitana - Mexico,MEXICO,45.17,61.72,28.42,37.57,55.14,49.81,277.84
960,North University of China,CHINA MAINLAND,53.26,62.45,26.68,28.78,57.75,48.8,277.73
961,Universite de Savoie,FRANCE,42.25,63.83,25.48,43.89,54.13,48.05,277.62
962,Lanzhou University of Technology,CHINA MAINLAND,54.36,62.5,27.54,28.28,57.04,47.82,277.55
963,Universite de Orleans,FRANCE,45.39,62.31,26.26,44.16,53.35,45.99,277.46
964,Kafrelsheikh University,EGYPT,50.09,61.68,24.29,42.75,51.95,46.56,277.33
965,Istanbul University - Cerrahpasa,TURKEY,49.57,61.77,29.66,37.23,53.5,45.51,277.25
966,Guilin University of Electronic Technology,CHINA MAINLAND,53.26,60.55,27.28,32.86,56.16,47.04,277.15
967,Silesian University of Technology,POLAND,53.4,60.9,30.97,38.43,51.97,41.34,277.01
968,K. N. Toosi University of Technology,IRAN,49.28,61.37,27.65,38.13,54.72,45.62,276.77
969,Bangor University,WALES,40.8,64.53,26.04,43.39,54.4,47.44,276.6
970,Capital Normal University,CHINA MAINLAND,48.57,61.98,27.06,36.4,55.6,46.96,276.58
971,Birla Institute of Technology & Science Pilani (BITS Pilani),INDIA,52.38,62.83,28.38,36.27,52.53,44.18,276.57
972,Old Dominion University,USA,43.94,63.56,28.39,39.72,54.55,46.31,276.48
973,Universidade Federal do Espirito Santo,BRAZIL,48.72,60.64,28.94,39.55,53.45,45.12,276.42
974,Mohammed V University in Rabat,MOROCCO,48.79,59.98,31.56,44.36,49.9,41.64,276.24
975,New Mexico State University,USA,44.65,62.1,26.92,39.47,54.38,48.29,275.81
976,Inje University,SOUTH KOREA,48.07,63.4,30.13,34.53,54.77,44.74,275.64
977,University of Hertfordshire,ENGLAND,40.43,62.75,26.23,43.09,54.24,48.87,275.62
978,Peoples Friendship University of Russia,RUSSIA,44.25,61.35,31.55,45.26,49.76,43.41,275.58
979,University of Stirling,SCOTLAND,41.47,63.99,27.01,43.17,53.95,45.88,275.47
980,Minia University,EGYPT,47.58,60.05,25.78,44.25,52.18,45.24,275.09
981,Nihon University,JAPAN,49.28,61.6,30.51,38.09,53.41,42.09,274.99
982,Babes Bolyai University from Cluj,ROMANIA,47.06,60.33,30.0,44.06,50.82,42.37,274.63
983,Universidade Federal de Mato Grosso do Sul,BRAZIL,53.36,60.08,31.15,41.15,49.92,38.96,274.62
984,Poznan University of Medical Sciences,POLAND,46.96,62.37,28.38,38.69,53.08,45.12,274.6
985,Skolkovo Institute of Science & Technology,RUSSIA,47.11,61.91,25.3,42.0,52.07,45.89,274.28
986,Pukyong National University,SOUTH KOREA,49.73,60.53,27.73,38.24,53.82,44.11,274.16
987,Xinjiang University,CHINA MAINLAND,56.24,60.38,26.72,30.57,54.61,45.54,274.06
988,University of New Brunswick,CANADA,43.07,61.06,26.46,43.03,53.84,46.6,274.06
989,Universidade Federal de Pelotas,BRAZIL,47.21,61.54,29.43,38.69,53.1,44.02,273.99
990,Universidade Federal de Uberlandia,BRAZIL,46.55,61.5,28.74,37.88,53.55,45.64,273.85
991,Zhejiang A&F University,CHINA MAINLAND,48.1,63.44,23.88,34.36,54.67,49.35,273.79
992,Tianjin University Science & Technology,CHINA MAINLAND,49.0,62.4,26.46,32.0,56.07,47.71,273.64
993,Hebei University,CHINA MAINLAND,52.11,62.45,26.98,30.95,55.02,46.06,273.56
994,Lehigh University,USA,43.86,63.13,26.79,38.46,54.27,46.86,273.36
995,Tokyo Metropolitan University,JAPAN,42.62,63.65,27.39,37.75,53.36,48.48,273.24
996,Liaocheng University,CHINA MAINLAND,51.7,63.05,25.29,27.46,56.4,49.27,273.17
997,Universidad de Jaen,SPAIN,47.13,60.37,27.57,41.36,52.34,43.88,272.65
998,Magna Graecia University of Catanzaro,ITALY,40.07,64.94,26.71,38.27,53.59,48.78,272.35
999,University of Lincoln,ENGLAND,39.28,61.17,25.64,41.01,54.52,50.57,272.19
1000,Michigan Technological University,USA,41.15,63.09,26.34,40.75,53.72,47.1,272.15
1001,"Chinese University of Hong Kong, Shenzhen",CHINA MAINLAND,47.46,61.0,23.57,37.01,53.95,48.94,271.94
1002,King Saud Bin Abdulaziz University for Health Sciences,SAUDI ARABIA,38.89,62.67,27.61,42.93,52.58,47.25,271.93
1003,Jiangsu Normal University,CHINA MAINLAND,44.37,63.21,25.42,33.63,56.2,48.98,271.8
1004,Yangtze University,CHINA MAINLAND,54.29,60.25,27.14,33.35,53.14,43.37,271.55
1005,University of Texas El Paso,USA,42.47,61.77,27.39,40.69,53.29,45.89,271.5
1006,Ataturk University,TURKEY,48.76,61.41,29.16,33.43,53.85,44.8,271.42
1007,Jimma University,ETHIOPIA,34.73,63.59,20.28,32.82,57.0,62.65,271.06
1008,Universidade Federal da Paraiba,BRAZIL,51.93,59.29,29.97,39.49,50.52,39.78,270.97
1009,Victoria University,AUSTRALIA,37.99,63.52,26.15,42.05,53.66,47.49,270.86
1010,China Three Gorges University,CHINA MAINLAND,49.04,62.14,25.71,31.77,54.9,47.29,270.85
1011,University of Wroclaw,POLAND,47.93,60.01,28.63,42.62,50.76,40.87,270.81
1012,University of Maryland Baltimore County,USA,42.44,62.72,26.8,38.61,53.3,46.87,270.75
1013,Marmara University,TURKEY,45.63,60.94,31.39,38.72,51.87,42.18,270.73
1014,Indian Institute of Technology (IIT BHU) - Varanasi,INDIA,48.83,62.9,27.24,33.27,53.58,44.87,270.69
1015,East Carolina University,USA,43.6,62.12,29.5,36.97,53.85,44.65,270.69
1016,University of Windsor,CANADA,45.14,59.81,27.1,43.01,52.02,43.47,270.54
1017,University of Indonesia,INDONESIA,42.95,61.04,35.49,42.56,47.26,40.63,269.93
1018,Soonchunhyang University,SOUTH KOREA,48.86,62.36,28.94,33.43,52.75,43.32,269.66
1019,Universite de Reims Champagne-Ardenne,FRANCE,41.94,61.53,26.73,40.61,52.91,45.92,269.65
1020,Anna University Chennai,INDIA,47.68,62.17,28.89,32.94,53.87,44.08,269.62
1021,University of South China,CHINA MAINLAND,53.5,60.85,26.72,31.14,53.11,44.02,269.34
1022,Dublin City University,IRELAND,40.6,61.24,27.88,44.34,51.48,43.68,269.23
1023,University of Peshawar,PAKISTAN,45.87,59.75,25.16,42.26,51.73,44.44,269.2
1024,Shanghai Maritime University,CHINA MAINLAND,46.18,59.77,25.12,35.75,54.92,47.19,268.94
1025,Warsaw University of Life Sciences,POLAND,51.14,59.81,28.01,37.92,50.42,41.49,268.81
1026,Florida Atlantic University,USA,44.03,61.91,28.81,39.09,51.97,42.99,268.8
1027,Tallinn University of Technology,ESTONIA,37.7,59.3,25.57,43.5,52.6,49.95,268.62
1028,University of West England,ENGLAND,38.39,63.35,26.7,40.25,53.38,46.38,268.46
1029,Illinois Institute of Technology,USA,40.13,61.04,25.86,39.68,53.96,47.68,268.35
1030,South Ural State University,RUSSIA,49.28,55.75,26.91,41.95,49.97,44.33,268.18
1031,Medical University Silesia,POLAND,46.7,60.27,28.54,37.99,51.45,43.22,268.18
1032,Dokuz Eylul University,TURKEY,45.68,60.64,30.47,36.88,52.27,42.08,268.03
1033,Monash University Sunway,MALAYSIA,41.6,62.87,25.16,43.07,50.67,44.61,267.98
1034,Firat University,TURKEY,46.88,59.75,27.22,35.6,52.92,45.54,267.91
1035,Universidad Andres Bello,CHILE,44.23,58.79,25.94,43.37,50.94,44.38,267.65
1036,Xi'an University of Science & Technology,CHINA MAINLAND,51.93,59.63,25.97,29.14,54.1,46.85,267.61
1037,University of Waikato,NEW ZEALAND,41.06,61.53,26.11,43.14,51.79,43.83,267.46
1038,Kuwait University,KUWAIT,41.25,59.23,25.23,41.66,52.42,47.26,267.04
1039,Tokai University,JAPAN,44.51,60.38,27.95,37.47,52.59,43.98,266.88
1040,Mekelle University,ETHIOPIA,23.05,65.48,19.12,33.13,58.33,67.54,266.65
1041,North Dakota State University Fargo,USA,45.5,60.41,28.3,37.57,51.68,42.95,266.4
1042,Universidad Pablo de Olavide,SPAIN,40.2,60.49,25.56,38.74,52.24,49.14,266.36
1043,Greifswald Medical School,GERMANY (FED REP GER),37.21,62.88,23.72,36.19,54.87,51.47,266.33
1044,Universidade Federal do Para,BRAZIL,50.67,58.26,29.23,39.5,49.51,39.13,266.3
1045,University of New England,AUSTRALIA,42.5,60.24,27.19,42.06,51.49,42.83,266.3
1046,Bahauddin Zakariya University,PAKISTAN,47.97,59.55,25.32,42.55,49.15,41.68,266.22
1047,Anglia Ruskin University,ENGLAND,35.02,63.44,23.89,40.06,53.55,50.25,266.22
1048,Kasetsart University,THAILAND,48.97,57.07,27.77,42.39,49.77,40.18,266.16
1049,Yildiz Technical University,TURKEY,48.88,59.28,28.76,34.03,52.29,42.91,266.15
1050,University of Regina,CANADA,41.09,60.52,24.93,40.56,52.6,46.38,266.08
1051,Lodz University of Technology,POLAND,49.53,59.76,27.84,38.06,50.38,40.49,266.05
1052,University of Bucharest,ROMANIA,46.11,59.23,28.9,41.5,49.4,40.85,265.98
1053,Loma Linda University,USA,37.77,62.42,27.89,37.37,53.61,46.81,265.88
1054,Dongguan University of Technology,CHINA MAINLAND,44.95,61.12,23.3,32.18,54.82,49.47,265.85
1055,Jiangxi Normal University,CHINA MAINLAND,47.43,61.87,25.29,29.06,54.51,47.68,265.84
1056,University of Maribor,SLOVENIA,45.41,58.88,27.33,42.43,50.05,41.62,265.72
1057,Shanxi Medical University,CHINA MAINLAND,51.51,58.91,26.99,32.81,52.55,42.81,265.58
1058,Abo Akademi University,FINLAND,39.93,60.04,25.21,43.23,52.11,45.03,265.56
1059,University of the Sunshine Coast,AUSTRALIA,43.24,60.5,26.26,41.89,50.82,42.58,265.29
1060,Hunan University of Science & Technology,CHINA MAINLAND,45.23,61.62,24.84,30.43,55.04,48.12,265.28
1061,Bournemouth University,ENGLAND,37.59,61.19,25.46,40.56,52.99,47.43,265.21
1062,Dankook University,SOUTH KOREA,48.67,60.6,28.06,33.82,52.04,41.97,265.16
1063,University of Alaska Fairbanks,USA,41.44,61.71,24.91,39.38,51.71,45.95,265.1
1064,Babol Noshirvani University of Technology,IRAN,37.17,64.56,23.0,31.85,56.1,52.35,265.04
1065,China Jiliang University,CHINA MAINLAND,48.65,59.28,25.68,31.47,54.16,45.77,265.0
1066,Jazan University,SAUDI ARABIA,45.63,57.46,23.63,42.51,49.12,46.63,264.97
1067,University of Huddersfield,ENGLAND,40.96,59.6,26.82,42.96,51.26,43.18,264.77
1068,Southwestern University of Finance & Economics - China,CHINA MAINLAND,48.76,57.99,23.44,35.58,52.96,45.99,264.73
1069,National Institute of Technology Rourkela,INDIA,44.14,62.37,28.01,31.46,53.37,45.2,264.55
1070,University of South Bohemia Ceske Budejovice,CZECH REPUBLIC,45.03,59.23,25.13,42.67,49.83,42.66,264.55
1071,Jamia Millia Islamia,INDIA,41.34,62.81,26.08,38.33,51.14,44.83,264.53
1072,Suez Canal University,EGYPT,44.28,58.96,24.86,43.34,49.68,43.24,264.36
1073,Ernst Moritz Arndt Universitat Greifswald,GERMANY (FED REP GER),38.75,60.68,24.94,39.73,53.1,47.04,264.25
1074,"Jawaharlal Nehru University, New Delhi",INDIA,42.68,61.23,27.81,35.12,52.25,45.13,264.21
1075,University of Montana,USA,40.1,62.59,25.47,36.99,52.47,46.57,264.19
1076,University Ha'il,SAUDI ARABIA,41.38,57.32,22.32,40.63,49.91,52.52,264.08
1077,Universidad Costa Rica,COSTA RICA,35.19,58.72,25.32,41.91,51.95,50.96,264.05
1078,University Campus Bio-Medico - Rome Italy,ITALY,40.33,63.37,26.44,38.21,50.59,44.92,263.88
1079,Foshan University,CHINA MAINLAND,48.36,59.78,24.18,33.93,52.15,45.1,263.49
1080,Vietnam National University Hanoi,VIETNAM,41.82,58.32,24.94,42.15,51.22,44.99,263.44
1081,Shanghai Ocean University,CHINA MAINLAND,52.03,58.53,25.69,33.22,51.31,42.63,263.41
1082,Tokushima University,JAPAN,44.28,59.6,28.24,36.66,51.96,42.64,263.39
1083,University of Memphis,USA,41.6,59.58,27.35,36.85,53.13,44.72,263.22
1084,Shandong University of Technology,CHINA MAINLAND,51.76,58.4,25.35,29.98,53.15,44.41,263.05
1085,"University of Chemistry & Technology, Prague",CZECH REPUBLIC,44.98,60.17,25.7,37.51,51.3,43.38,263.05
1086,Southern Illinois University,USA,39.49,61.17,27.48,37.71,52.49,44.64,262.98
1087,Universitetet i Stavanger,NORWAY,44.03,57.7,25.73,41.98,50.66,42.64,262.75
1088,Gifu University,JAPAN,46.73,58.98,28.04,36.56,50.95,41.45,262.72
1089,University of Pecs,HUNGARY,42.8,59.08,27.02,40.65,50.47,42.7,262.72
1090,University of Massachusetts Lowell,USA,42.4,60.01,26.26,37.04,52.09,44.88,262.68
1091,Henan Agricultural University,CHINA MAINLAND,51.02,59.05,24.8,32.56,51.47,43.77,262.66
1092,University of Guilan,IRAN,45.01,59.72,26.48,33.91,52.76,44.76,262.64
1093,State University of New York (SUNY) Binghamton,USA,40.3,61.53,27.58,36.43,52.09,44.64,262.57
1094,Universite de Technologie de Belfort-Montbeliard (UTBM),FRANCE,36.4,59.03,24.77,41.53,53.2,47.31,262.23
1095,Universiti Teknologi MARA,MALAYSIA,39.11,60.02,31.28,41.72,48.33,41.67,262.13
1096,Qassim University,SAUDI ARABIA,53.6,54.04,26.57,46.41,45.04,36.44,262.1
1097,University of Kragujevac,SERBIA,31.46,61.34,23.19,35.33,54.5,56.24,262.06
1098,University of Nairobi,KENYA,34.26,59.23,23.35,41.55,52.61,51.06,262.05
1099,University of Greenwich,ENGLAND,40.5,59.6,24.81,41.32,51.02,44.71,261.96
1100,Anhui Agricultural University,CHINA MAINLAND,47.9,60.1,24.31,30.8,52.93,45.9,261.93
1101,Polytechnic University of Bucharest,ROMANIA,44.4,57.83,32.86,41.65,46.77,38.3,261.8
1102,Charles Darwin University,AUSTRALIA,43.39,59.46,25.3,39.67,50.57,43.12,261.51
1103,University Kashan,IRAN,39.45,61.82,23.88,30.61,55.39,50.31,261.46
1104,Qingdao Agricultural University,CHINA MAINLAND,49.64,59.61,24.39,29.04,52.8,45.74,261.23
