Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
1193,Texas State University San Marcos,United States of America,32.79,41.96,19.1,35.18,27.64,28.58,185.26
1194,Firat University,Turkey,32.85,41.48,19.9,35.73,28.3,26.92,185.19
1195,Gaziantep University,Turkey,27.48,33.66,19.49,42.74,41.03,20.73,185.14
1196,University of Namur,Belgium,25.11,43.74,14.54,35.44,31.3,34.94,185.07
1197,California Polytechnic State University San Luis Obispo,United States of America,26.53,42.28,15.28,36.39,36.62,27.76,184.87
1198,Saitama University,Japan,32.92,43.04,16.89,34.8,28.72,28.43,184.8
1199,University of Salford,United Kingdom,33.41,38.82,18.43,34.18,25.6,34.31,184.75
1200,Universite d'Evry-Val-d'Essonne,France,26.69,45.14,13.41,33.73,34.5,31.25,184.71
1201,Nagoya Institute of Technology,Japan,34.02,42.8,19.74,34.38,26.06,27.36,184.37
1202,Kwame Nkrumah University Science & Technology,Ghana,28.92,44.19,12.92,32.23,32.12,33.92,184.3
1203,Akdeniz University,Turkey,33.23,42.53,22.83,33.65,24.68,27.29,184.2
1204,Hirosaki University,Japan,34.2,43.92,18.28,33.48,26.83,27.16,183.87
1205,Xi'an University of Technology,China,41.99,39.17,20.28,33.92,24.95,23.53,183.83
1206,Wuhan Institute of Technology,China,39.49,42.58,15.07,35.0,29.74,21.88,183.76
1207,Manipal University,India,40.86,38.54,22.1,30.8,22.4,28.84,183.55
1208,Universidad Costa Rica,Costa Rica,29.86,41.85,15.36,31.63,28.38,36.15,183.23
1209,Institute of Chemical Technology - Mumbai,India,38.31,45.18,15.53,33.89,28.81,21.32,183.03
1210,University Diego Portales,Chile,25.95,43.48,11.87,34.37,37.82,29.5,182.98
1211,Vietnam National University Hanoi,Vietnam,29.43,41.82,13.13,34.04,30.81,33.57,182.79
1212,University of Warmia & Mazury,Poland,37.33,40.11,20.89,33.58,24.35,26.49,182.75
1213,Lobachevsky State University of Nizhni Novgorod,Russia,28.7,40.34,19.96,35.05,25.33,33.04,182.42
1214,PLA University of Science & Technology,China,35.59,39.11,20.56,38.09,30.0,19.02,182.36
1215,Jiangsu University of Science & Technology,China,41.27,40.78,16.76,33.99,27.26,22.14,182.19
1216,Beni Suef University,Egypt,34.43,39.12,14.85,31.99,27.77,33.92,182.09
1217,Guangzhou University,China,40.54,38.79,16.27,33.59,27.6,25.25,182.03
1218,Iuliu Hatieganu University of Medicine & Pharmacy,Romania,28.85,42.6,19.89,31.67,28.38,30.48,181.87
1219,North China University of Science & Technology,China,31.5,44.49,17.67,34.88,32.53,20.65,181.72
1220,Birla Institute of Technology Science,India,35.47,41.58,19.03,33.33,26.34,25.88,181.63
1221,Wilfrid Laurier University,Canada,29.79,39.71,17.28,35.87,26.95,31.91,181.51
1222,University of Zambia,Zambia,23.41,46.13,10.33,32.64,36.02,32.93,181.46
1223,Universidad Nacional de Educacion a Distancia (UNED),Spain,33.9,39.45,18.12,34.34,26.4,29.23,181.43
1224,Universidad de Santiago de Chile,Chile,34.61,37.97,17.06,32.13,24.27,35.35,181.39
1225,Marquette University,United States of America,35.42,41.05,19.0,33.93,26.25,25.5,181.15
1226,Uludag University,Turkey,35.98,40.45,20.93,31.58,23.22,28.97,181.13
1227,Lanzhou University of Technology,China,39.2,41.94,18.29,35.09,28.49,18.11,181.12
1228,University of Electro-Communications - Japan,Japan,28.99,39.86,20.18,35.09,27.61,29.27,181.01
1229,University of Ontario Institute Technology,Canada,28.99,40.63,17.51,34.62,29.53,29.68,180.98
1230,Jackson State University,United States of America,17.06,48.29,10.29,35.28,45.53,24.52,180.98
1231,Universidad de Leon,Spain,33.53,39.88,17.79,33.09,25.69,30.95,180.93
1232,Guangdong Medical University,China,31.96,45.67,15.82,34.12,28.95,24.1,180.62
1233,Pochon Cha University,South Korea,35.81,44.42,17.83,32.88,27.19,22.42,180.55
1234,Clarkson University,United States of America,30.42,41.56,15.34,34.1,28.47,30.42,180.32
1235,University of Nis,Serbia,32.85,38.72,20.59,32.69,24.26,30.95,180.07
1236,Suleyman Demirel University,Turkey,31.5,37.29,20.34,37.1,31.15,22.49,179.88
1237,University of Occupational & Environmental Health - Japan,Japan,23.96,49.51,15.84,34.81,33.83,21.73,179.68
1238,Southwest University of Science & Technology - China,China,41.0,41.73,17.74,33.23,25.08,20.81,179.6
1239,Education University of Hong Kong (EdUHK),Hong Kong,33.6,40.3,16.12,34.74,29.76,25.05,179.56
1240,Helwan University,Egypt,32.79,35.18,16.11,33.95,28.4,33.04,179.48
1241,University of Hyogo,Japan,33.23,42.12,18.12,33.89,26.32,25.64,179.32
1242,Saitama Medical University,Japan,33.72,44.3,19.47,32.23,27.18,22.42,179.31
1243,Copenhagen Business School,Denmark,25.79,37.69,14.63,38.11,31.06,31.87,179.15
1244,Kyushu Institute of Technology,Japan,29.43,42.16,18.32,34.17,28.23,26.79,179.1
1245,Universidad de Valparaiso,Chile,30.0,40.59,14.29,31.39,28.35,34.46,179.07
1246,Incheon National University,South Korea,36.63,39.56,15.55,32.96,25.81,28.36,178.87
1247,Cyprus University of Technology,Cyprus,20.14,44.63,12.32,34.14,39.68,27.93,178.84
1248,Linnaeus University,Sweden,32.54,38.94,16.56,32.7,25.86,32.11,178.71
1249,Universitetet i Stavanger,Norway,33.9,37.7,15.9,32.91,26.51,31.73,178.65
1250,Villanova University,United States of America,26.45,41.91,18.27,35.44,31.06,25.36,178.49
1251,Shiraz University of Medical Science,Iran,39.06,40.01,20.9,30.76,23.05,24.67,178.44
1252,University of Evora,Portugal,27.72,40.43,15.58,33.7,28.13,32.82,178.37
1253,Monash University Sunway,Malaysia,29.36,40.07,15.0,33.15,29.06,31.62,178.26
1254,Alexandru Ioan Cuza University,Romania,32.47,37.8,21.43,31.53,23.27,31.64,178.14
1255,Indian Institute of Science Education & Research (IISER) Pune,India,30.83,41.58,12.88,36.85,32.78,23.07,178.0
1256,Pontificia Universidad Catolica de Valparaiso,Chile,34.08,37.8,17.01,30.57,24.02,34.51,177.99
1257,Ecole de Technologie Superieure - Canada,Canada,32.92,38.43,17.42,33.59,27.47,27.93,177.75
1258,Polytechnic Institute of Porto,Portugal,28.85,40.37,17.49,34.29,29.61,27.09,177.7
1259,Suranaree University of Technology,Thailand,24.23,41.6,13.41,35.52,32.73,29.91,177.41
1260,Kunming Medical University,China,37.17,40.85,16.27,31.09,26.17,25.85,177.39
1261,Oxford Brookes University,United Kingdom,29.07,38.18,17.98,34.15,27.23,30.63,177.24
1262,National Chung Cheng University,Taiwan,28.1,41.48,18.94,35.9,26.56,26.2,177.18
1263,Guangxi Normal University,China,32.6,42.55,14.41,34.42,29.44,23.66,177.08
1264,National University of Rosario,Argentina,31.03,40.18,16.04,31.52,25.53,32.67,176.98
1265,Kwangwoon University,South Korea,33.1,39.63,16.97,34.83,26.15,26.12,176.81
1266,Belarusian State University,Belarus,21.28,28.96,15.86,41.84,38.07,30.57,176.59
1267,China Three Gorges University,China,34.78,40.63,18.23,33.61,27.98,21.28,176.51
1268,University of West Scotland,United Kingdom,20.46,40.57,11.29,35.53,40.19,28.4,176.44
1269,Universidad Michoacana de San Nicolas de Hidalgo,Mexico,28.02,34.25,15.44,35.51,34.47,28.74,176.44
1270,Bocconi University,Italy,28.85,37.63,14.32,34.54,27.23,33.64,176.21
1271,University of South Alabama,United States of America,29.72,42.51,17.85,32.54,29.11,24.43,176.15
1272,Showa University,Japan,32.54,42.75,18.7,31.68,26.04,24.4,176.12
1273,Thapar University,India,36.31,39.51,18.46,34.75,26.16,20.89,176.09
1274,Mekelle University,Ethiopia,18.48,47.23,5.5,32.88,46.91,24.84,175.86
1275,University of Rijeka,Croatia,31.3,39.25,17.99,30.07,24.96,32.23,175.81
1276,Fukuoka University,Japan,34.26,42.54,18.69,31.11,24.22,24.87,175.69
1277,Universidade Federal de Sergipe,Brazil,34.08,41.08,16.42,31.49,26.0,26.54,175.6
1278,Montclair State University,United States of America,20.24,39.5,12.9,35.8,45.72,21.4,175.56
1279,Shimane University,Japan,36.47,39.46,18.25,31.57,23.53,26.23,175.51
1280,Universiti Teknologi Petronas,Malaysia,35.7,35.53,22.36,28.88,22.6,30.32,175.39
1281,Catholic University of America,United States of America,26.77,40.31,17.28,33.5,29.01,28.38,175.26
1282,Grigore T Popa University of Medicine & Pharmacy,Romania,35.98,39.75,21.8,26.19,23.57,27.95,175.23
1283,University of Huddersfield,United Kingdom,34.84,36.71,17.91,31.47,23.54,30.76,175.23
1284,University of Agder,Sweden,22.94,37.83,15.5,35.9,32.08,30.91,175.17
1285,Kagawa University,Japan,31.3,41.29,18.28,32.04,25.76,26.41,175.08
1286,National Dong Hwa University,Taiwan,29.14,40.23,15.58,33.6,26.74,29.68,174.97
1287,University of South Africa,South Africa,37.27,34.47,20.15,29.97,21.57,31.54,174.96
1288,University Science & Technology Houari Boumediene,Algeria,37.06,34.15,19.43,29.65,20.43,34.23,174.95
1289,I Shou University,Taiwan,31.7,42.42,18.17,33.59,25.45,23.53,174.86
1290,Qingdao Agricultural University,China,34.61,40.96,15.01,33.59,27.87,22.66,174.7
1291,National Institute Technology Tiruchirappalli,India,32.47,41.24,17.1,33.72,27.2,22.9,174.63
1292,Hainan University,China,37.69,39.6,16.09,32.53,26.78,21.88,174.57
1293,Poznan University of Life Sciences,Poland,33.17,38.65,17.59,32.78,24.75,27.57,174.51
1294,California State University Northridge,United States of America,27.95,40.55,15.24,33.32,29.5,27.83,174.39
1295,Shivaji University,India,26.04,42.36,12.24,34.7,32.73,26.28,174.34
1296,University of Latvia,Latvia,26.53,38.5,18.6,31.68,25.93,32.96,174.2
1297,Western Michigan University,United States of America,30.69,37.4,18.16,32.88,27.08,27.9,174.11
1298,Tianjin Normal University,China,35.42,40.04,14.7,33.9,27.37,22.59,174.02
1299,Universidad Peruana Cayetano Heredia,Peru,24.41,42.58,13.37,29.51,29.51,34.51,173.9
1300,Anadolu University,Turkey,33.47,37.44,17.52,34.2,27.84,23.24,173.71
1301,Guru Nanak Dev University,India,31.89,42.77,15.77,33.89,28.69,20.61,173.63
1302,Anhui University of Technology,China,28.85,43.09,13.93,36.61,32.39,18.74,173.6
1303,Guilin University of Electronic Technology,China,36.96,38.13,17.81,32.65,25.19,22.66,173.41
1304,Trent University,Canada,26.85,40.7,14.84,34.15,28.64,28.09,173.28
1305,Chongqing University of Posts & Telecommunications,China,35.13,35.97,17.55,33.25,25.84,25.53,173.27
1306,Kookmin University,South Korea,31.37,40.41,15.79,34.37,27.49,23.78,173.22
1307,Universidad de Guanajuato,Mexico,34.02,37.94,15.99,30.11,23.6,31.54,173.19
1308,Kurume University,Japan,30.76,43.78,17.94,31.18,26.85,22.49,173.0
1309,University of Malawi,Malawi,28.1,40.02,13.46,28.88,26.6,35.72,172.77
1310,Yuan Ze University,Taiwan,28.02,40.2,17.09,35.89,27.95,23.59,172.75
1311,Leuphana University Luneburg,Germany,22.18,41.93,12.56,34.83,32.13,29.12,172.74
1312,Pomeranian Medical University,Poland,22.18,43.67,14.88,33.04,33.22,25.75,172.73
1313,Wonkwang University,South Korea,34.32,39.88,17.62,31.39,24.34,25.08,172.63
1314,Medical University of Lublin,Poland,33.29,39.84,19.59,30.12,22.84,26.54,172.22
1315,National University of Mar del Plata,Argentina,33.04,37.25,15.33,32.19,24.26,30.15,172.2
1316,Seoul National University of Science & Technology,South Korea,32.92,40.75,15.98,33.53,26.69,22.17,172.03
1317,University of Nairobi,Kenya,28.92,37.69,14.45,29.31,25.18,36.24,171.8
1318,National University of the Littoral,Argentina,33.78,38.0,15.12,31.42,23.75,29.64,171.71
1319,De Montfort University,United Kingdom,25.53,35.95,16.0,35.76,32.17,26.28,171.69
1320,Middlesex University,United Kingdom,27.25,36.34,17.46,33.58,28.6,28.43,171.65
1321,Soongsil University,South Korea,30.83,40.61,16.42,32.61,25.79,25.36,171.63
1322,University of Lethbridge,Canada,28.7,38.71,15.43,32.53,25.4,30.65,171.42
1323,University of South China,China,35.64,40.61,15.92,29.89,24.31,24.84,171.22
1324,Central Queensland University,Australia,24.23,37.92,14.39,34.79,35.75,23.97,171.05
1325,Universidade Tecnologica Federal do Parana,Brazil,38.31,35.8,19.16,30.14,21.6,25.99,171.0
1326,Shihezi University,China,38.31,39.66,15.72,31.65,25.22,20.33,170.89
1327,Annamalai University,India,27.17,42.53,16.64,33.63,27.72,23.0,170.7
1328,Zhejiang Gongshang University,China,29.43,40.63,15.15,33.64,27.17,24.61,170.64
1329,South Central University for Nationalities,China,30.14,43.1,13.24,33.95,30.34,19.86,170.64
1330,Hyogo College of Medicine,Japan,31.83,43.63,18.28,31.04,25.95,19.78,170.51
1331,Sabanci University,Turkey,30.21,37.34,15.48,32.19,25.66,29.62,170.51
1332,Agricultural University of Athens,Greece,28.92,39.11,13.13,32.26,27.67,28.69,169.78
1333,University of Puerto Rico Mayaguez,Puerto Rico,16.19,34.03,13.86,41.61,42.62,21.44,169.74
1334,Harokopio University Athens,Greece,13.63,44.17,9.28,34.14,42.88,25.5,169.6
1335,Witten Herdecke University,Germany,23.96,41.88,17.19,31.45,26.37,28.69,169.54
1336,Stevens Institute of Technology,United States of America,28.33,37.19,15.08,33.26,28.21,27.36,169.43
1337,University of Gondar,Ethiopia,27.79,44.78,9.74,30.29,33.73,22.9,169.24
1338,Fordham University,United States of America,30.0,36.88,19.28,34.1,24.6,24.37,169.23
1339,Reykjavik University,Iceland,13.06,44.07,9.29,32.21,44.62,25.8,169.04
1340,Fukushima Medical University,Japan,34.2,40.57,17.27,29.77,24.74,22.31,168.86
1341,Inner Mongolia University,China,31.43,39.36,16.24,33.87,28.14,19.73,168.77
1342,Central Michigan University,United States of America,29.72,38.44,16.51,32.29,25.86,25.77,168.59
1343,Boise State University,United States of America,30.35,38.46,16.0,32.17,25.65,25.88,168.5
1344,Haverford College,United States of America,2.13,50.53,5.79,37.19,55.26,17.6,168.5
1345,Universite de Technologie de Compiegne,France,24.85,38.82,15.64,32.69,27.96,28.49,168.45
1346,University of Kragujevac,Serbia,28.63,38.65,16.43,30.26,25.51,28.56,168.04
1347,Universidad de Huelva,Spain,26.77,39.11,14.82,31.61,25.73,29.97,168.01
1348,Hebei Normal University,China,31.5,40.11,14.78,33.17,26.38,21.96,167.89
1349,Marshall University,United States of America,18.71,45.73,11.8,32.42,39.48,19.69,167.83
1350,Sheffield Hallam University,United Kingdom,29.43,35.89,18.5,31.6,23.49,28.31,167.22
1351,Universite de La Rochelle,France,30.49,37.27,12.89,29.82,25.4,31.32,167.19
1352,Glasgow Caledonian University,United Kingdom,25.45,38.51,16.49,31.88,26.81,28.02,167.15
1353,Visva Bharati University,India,21.28,33.0,13.62,41.99,39.75,17.5,167.13
1354,Sohag University,Egypt,26.12,39.0,11.68,30.95,29.02,30.13,166.9
1355,Universidad de La Frontera,Chile,25.95,38.3,15.12,29.7,26.6,31.21,166.88
1356,University College of Southeast Norway,Norway,23.04,37.2,12.81,32.4,32.47,28.71,166.63
1357,Changchun University of Science & Technology,China,32.6,39.2,19.22,32.58,25.74,17.13,166.48
1358,Shaanxi University of Science & Technology,China,38.66,39.32,14.56,31.53,26.03,16.35,166.45
1359,University of Minnesota Duluth,United States of America,28.25,39.0,13.95,30.82,26.89,27.36,166.27
1360,Universite de Cergy-Pontoise,France,26.77,37.15,14.5,31.23,24.97,31.5,166.12
1361,University of Southern Mississippi,United States of America,29.72,38.55,16.37,32.91,25.7,22.83,166.09
1362,Texas Tech University Health Science Center,United States of America,27.4,39.84,18.28,30.26,26.51,23.69,165.99
1363,University of Peshawar,Pakistan,29.65,36.34,14.42,29.78,24.35,31.45,165.97
1364,Eskisehir Osmangazi University,Turkey,33.29,37.74,19.58,30.14,21.87,23.27,165.88
1365,University of Molise,Italy,26.45,39.68,13.43,31.96,28.5,25.66,165.67
1366,Yangtze University,China,37.43,35.68,16.35,29.7,23.21,23.04,165.41
1367,Victoria University,New Zealand,15.28,39.34,13.21,36.03,34.31,27.19,165.35
1368,Texas Christian University,United States of America,23.5,38.97,14.04,33.62,33.54,21.66,165.33
1369,Tzu Chi University,Taiwan,31.3,40.63,17.02,30.39,23.5,22.45,165.3
1370,Chengdu University of Technology,China,36.85,36.58,17.97,29.44,21.33,22.97,165.14
1371,San Jose State University,United States of America,23.69,38.31,15.97,31.56,30.67,24.73,164.92
1372,Western Norway University of Applied Sciences,Norway,20.98,37.8,10.55,32.0,36.57,27.02,164.91
1373,Izmir Institute of Technology,Turkey,22.08,27.93,13.62,40.87,39.74,20.57,164.8
1374,Zhejiang Chinese Medical University,China,36.31,39.26,15.62,29.03,22.86,21.55,164.63
1375,Universitat Trier,Germany,24.05,37.35,13.13,32.39,28.71,29.0,164.62
1376,Government College University Faisalabad,Pakistan,29.14,35.07,14.84,30.68,25.64,29.17,164.53
1377,University of Malta,Malta,26.61,36.08,16.21,29.51,24.39,31.68,164.48
1378,Lincoln University,New Zealand,27.72,36.54,12.22,31.73,26.11,30.09,164.41
1379,Universidade Federal de Sao Joao del-Rei,Brazil,21.68,27.1,14.68,40.62,40.97,19.33,164.39
1380,University of Missouri Saint Louis,United States of America,24.58,38.9,14.14,32.96,27.9,25.8,164.28
1381,Myongji University,South Korea,26.85,39.67,14.57,32.24,25.75,24.93,164.01
1382,Indian Statistical Institute Kolkata,India,28.1,35.12,15.82,33.19,25.69,26.01,163.94
1383,Bowling Green State University,United States of America,25.28,38.39,15.84,33.76,26.91,23.59,163.77
1384,Bahauddin Zakariya University,Pakistan,30.21,34.7,15.53,29.71,23.22,30.32,163.69
1385,University of Madras,India,29.65,41.05,13.86,30.68,26.28,22.14,163.65
1386,Ondokuz Mayis University,Turkey,30.49,37.74,21.13,29.8,20.69,23.78,163.62
1387,Technical University of Ostrava,Czech Republic,24.93,32.65,25.47,29.36,22.25,28.87,163.54
1388,Mersin University,Turkey,20.98,28.98,16.26,39.81,39.1,18.4,163.54
1389,Kongju National University,South Korea,30.76,38.09,15.63,31.82,24.4,22.73,163.43
1390,University of South Dakota,United States of America,13.35,44.43,13.31,34.42,34.65,22.83,162.99
1391,Shanxi Medical University,China,34.02,38.06,14.43,28.18,23.07,25.05,162.81
1392,Shiga University of Medical Science,Japan,25.7,40.86,15.16,30.53,27.65,22.83,162.74
1393,Pondicherry University,India,30.35,37.99,15.16,31.11,25.65,22.38,162.65
1394,Shanghai Maritime University,China,30.0,35.13,14.58,31.93,25.61,25.39,162.63
1395,Bharathidasan University,India,25.79,39.31,13.32,32.18,27.25,24.73,162.58
1396,Louisiana Technical University,United States of America,12.0,31.94,12.67,41.99,43.23,20.73,162.57
1397,GH Asachi Technical University,Romania,26.69,35.46,20.73,28.67,22.02,28.87,162.43
1398,University of Lincoln,United Kingdom,32.35,34.23,15.37,28.67,23.11,28.56,162.29
1399,Universidad Politecnica de Cartagena,Spain,28.55,36.0,14.7,31.26,24.46,27.31,162.28
1400,Tezpur University,India,28.77,40.74,13.94,33.05,28.25,17.5,162.26
1401,University of Malaysia Perlis,Malaysia,23.04,34.82,21.49,29.33,24.03,29.44,162.14
1402,Harbin University of Science & Technology,China,32.02,37.29,18.83,31.87,24.76,17.34,162.12
1403,Liaocheng University,China,28.7,40.61,13.7,33.66,28.02,17.23,161.93
1404,University of Karachi,Pakistan,27.87,35.23,17.11,28.76,21.21,31.5,161.68
1405,Anhui Agricultural University,China,36.2,36.66,13.74,29.94,23.14,21.85,161.52
1406,Kangnung Wonju National University,South Korea,16.82,39.16,11.06,33.93,36.87,23.53,161.36
1407,Indian Institute of Technology (IIT) - Hyderabad,India,31.37,36.61,14.42,30.61,26.81,21.51,161.33
1408,Malmo University,Sweden,28.33,35.57,13.62,29.53,24.12,30.15,161.3
1409,Medical University of Bialystok,Poland,27.79,39.18,16.58,28.95,25.3,23.1,160.9
1410,Universiti Malaysia Pahang,Malaysia,29.29,34.84,17.5,27.43,23.2,28.63,160.87
1411,Hamamatsu University School of Medicine,Japan,28.92,39.76,16.68,29.47,24.18,21.81,160.82
1412,Universidad Catolica del Norte,Chile,26.85,33.32,13.28,28.97,25.57,32.67,160.67
1413,Kocaeli University,Turkey,29.5,37.73,19.77,30.37,22.01,21.24,160.63
1414,Nelson Mandela University,South Africa,26.85,35.28,15.27,29.88,23.27,29.97,160.51
1415,University of Aegean,Greece,16.94,32.36,13.47,36.4,35.34,25.99,160.5
1416,Lithuanian University of Health Sciences,Lithuania,26.85,38.07,14.98,27.46,25.23,27.83,160.42
1417,Taibah University,Saudi Arabia,30.83,33.5,14.76,26.1,19.67,35.55,160.41
1418,North University of China,China,37.59,36.56,16.83,29.79,21.96,17.55,160.27
1419,Henan Agricultural University,China,33.35,37.57,13.53,29.97,23.67,21.7,159.8
1420,Embry-Riddle Aeronautical University,United States of America,16.57,36.5,9.74,33.38,44.47,19.06,159.71
1421,Menofia University,Egypt,31.3,33.62,16.6,27.3,19.25,31.52,159.59
1422,Ton Duc Thang University,Vietnam,40.12,30.35,11.53,25.66,21.19,30.67,159.51
1423,University of New Orleans,United States of America,17.66,40.97,12.39,32.09,31.1,25.25,159.46
1424,University of Nottingham Malaysia,Malaysia,27.56,35.06,13.03,29.25,24.56,29.97,159.42
1425,Shanghai Institute of Technology,China,33.9,37.08,15.44,29.23,22.97,20.65,159.27
1426,Wroclaw University of Environmental & Life Sciences,Poland,32.85,34.68,16.7,29.38,22.1,23.2,158.92
1427,Benha University,Egypt,27.72,35.14,13.79,28.73,23.63,29.91,158.92
1428,Sri Venkateswara University,India,21.88,38.66,14.37,31.44,27.36,25.16,158.87
1429,Cleveland State University,United States of America,25.02,37.55,14.81,30.71,26.97,23.78,158.85
1430,Universite d'Avignon et des Pays de Vaucluse,France,27.79,35.68,12.62,29.07,24.54,29.14,158.85
1431,Indian Institute of Engineering Science Technology Shibpur (IIEST),India,28.77,38.33,16.77,29.99,25.14,19.82,158.82
1432,Sakarya University,Turkey,29.79,35.76,19.73,30.75,21.98,20.77,158.78
1433,University of the Philippines Manila,Philippines,10.24,45.22,8.01,31.04,41.58,22.63,158.71
1434,Amrita Vishwa Vidyapeetham University,India,22.85,37.04,20.37,29.29,27.64,21.47,158.66
1435,University Djillali Liabes Sidi Bel Abbes,Algeria,19.05,40.44,10.56,30.66,31.81,26.04,158.55
1436,International Islamic University Malaysia,Malaysia,23.41,30.46,20.87,31.02,25.64,26.97,158.37
1437,University of Koblenz & Landau,Germany,24.67,37.35,12.01,29.75,27.18,27.38,158.34
1438,Skolkovo Institute of Science & Technology,Russia,30.76,35.67,9.0,25.98,28.32,28.56,158.3
1439,Gebze Technical University,Turkey,27.95,35.9,14.8,30.09,23.72,25.77,158.22
1440,Singapore Management University,Singapore,23.5,32.09,13.94,31.04,25.4,32.22,158.2
1441,University of Indonesia,Indonesia,22.75,34.43,22.36,25.58,23.07,29.97,158.16
1442,University of Zielona Gora,Poland,19.38,34.89,12.69,31.69,35.88,23.62,158.15
1443,National University of the South,Argentina,30.62,34.64,14.95,29.06,21.23,27.57,158.08
1444,Minia University,Egypt,27.4,34.79,14.15,26.76,21.94,32.96,158.01
1445,East Tennessee State University,United States of America,26.12,36.1,16.2,29.52,23.78,26.2,157.91
1446,University of Dayton,United States of America,26.04,35.96,16.2,30.96,24.9,23.59,157.66
1447,Mendel University Brno,Czech Republic,27.95,34.11,19.5,27.74,22.07,26.23,157.59
1448,Hunan University of Technology,China,19.27,39.64,9.67,37.13,40.28,11.56,157.55
1449,University of Pardubice,Czech Republic,27.56,36.21,17.51,27.22,21.8,27.19,157.49
1450,Hongik University,South Korea,33.35,34.46,15.57,30.08,20.84,23.14,157.44
1451,Guilin University of Technology,China,32.15,37.18,15.2,29.93,24.27,18.69,157.43
1452,Gaziosmanpasa University,Turkey,19.05,27.92,15.57,40.1,40.69,13.99,157.32
1453,Nanchang Hangkong University,China,25.11,38.96,14.82,32.52,28.66,17.07,157.15
1454,California State University Fresno,United States of America,16.44,25.92,13.55,40.71,41.8,18.55,156.97
1455,California State University Long Beach,United States of America,26.12,36.63,16.45,29.25,24.77,23.56,156.77
1456,Yantai University,China,30.21,37.55,13.53,30.97,24.95,19.06,156.27
1457,Ariel University,Israel,31.89,34.48,14.78,28.01,22.3,24.7,156.16
1458,Guangdong Pharmaceutical University,China,31.17,39.68,13.47,29.64,24.85,17.29,156.09
1459,Shandong University of Technology,China,33.47,35.69,14.53,29.61,22.98,19.78,156.06
1460,Sapporo Medical University,Japan,28.25,41.09,15.86,28.09,23.54,19.15,155.98
1461,Henan University of Technology,China,29.14,37.8,14.15,30.98,25.86,17.65,155.58
1462,Oslo & Akershus University College,Norway,30.0,36.07,13.39,27.54,23.95,24.43,155.38
1463,Pamukkale University,Turkey,25.79,37.14,17.88,29.31,23.15,21.73,154.99
1464,Georgia Southern University,United States of America,27.64,34.73,16.31,29.33,22.45,24.52,154.98
1465,Universita Mediterranea di Reggio Calabria,Italy,22.94,35.38,13.3,31.61,27.82,23.4,154.45
1466,Universite du Maine,France,23.32,35.61,12.24,28.99,23.55,30.69,154.4
1467,China West Normal University,China,18.71,39.83,11.26,32.98,35.28,16.17,154.24
1468,Celal Bayar University,Turkey,20.77,37.55,16.24,30.28,26.84,22.56,154.24
1469,Tshwane University of Technology,South Africa,25.62,34.56,15.02,28.1,23.82,27.09,154.22
1470,Universidad de La Rioja,Spain,24.32,36.08,12.45,29.55,25.98,25.77,154.14
1471,Liaoning University,China,28.17,38.04,12.05,29.09,24.6,22.17,154.13
1472,Catholic University of Daegu,South Korea,29.36,37.05,16.21,27.75,21.48,22.28,154.13
1473,Umm Al Qura University,Saudi Arabia,28.17,32.27,14.73,24.87,18.64,35.35,154.04
1474,Rowan University,United States of America,26.85,37.39,15.37,28.29,25.17,20.85,153.93
1475,Illinois State University,United States of America,27.09,33.87,16.06,31.25,23.6,22.06,153.93
1476,Instituto Universitario de Lisboa,Portugal,27.4,29.92,14.9,30.4,22.89,28.25,153.76
1477,Pontificia Universidad Catolica del Peru,Peru,12.91,37.07,10.13,31.23,36.32,25.99,153.65
1478,Thammasat University,Thailand,27.17,33.95,17.19,26.92,20.06,28.36,153.65
1479,Universidad Autonoma del Estado de Morelos,Mexico,31.1,33.28,14.76,26.95,20.02,27.29,153.4
1480,Xi'an University of Architecture & Technology,China,33.72,35.2,16.98,27.58,20.67,19.24,153.39
1481,University of Bialystok,Poland,16.19,36.54,10.04,32.04,35.59,22.97,153.38
1482,Universidade Federal Rural de Pernambuco (UFRPE),Brazil,34.26,31.86,17.46,26.67,18.06,24.55,152.86
1483,University of West Bohemia Pilsen,Czech Republic,27.01,30.79,19.2,26.86,19.26,29.73,152.84
1484,Jilin Agricultural University,China,31.3,34.7,17.69,27.89,22.11,19.11,152.8
1485,University of the Philippines Diliman,Philippines,23.69,33.09,14.17,27.69,24.04,29.99,152.66
1486,Indian Institute of Technology (IIT) - Ropar,India,19.6,38.43,8.35,29.65,38.77,17.81,152.62
1487,Roskilde University,Denmark,22.47,33.54,12.75,31.2,26.31,26.04,152.31
1488,Free University of Bozen-Bolzano,Italy,24.85,32.18,12.39,29.05,26.18,27.57,152.22
1489,Xinjiang Medical University,China,32.92,36.4,16.33,27.14,20.3,19.02,152.11
1490,Norwegian School of Sport Sciences,Norway,17.66,39.41,9.48,28.78,28.92,27.55,151.81
1491,Ibaraki University,Japan,29.36,34.08,14.96,27.18,20.36,25.85,151.79
1492,Fu Jen Catholic University,Taiwan,11.22,41.92,14.72,33.03,27.76,23.04,151.69
1493,Cracow University of Technology,Poland,26.93,34.38,16.67,28.23,22.99,22.35,151.55
1494,Kyoto Institute of Technology,Japan,29.5,35.14,16.07,27.17,20.93,22.14,150.95
1495,Kafrelsheikh University,Egypt,26.69,33.21,10.17,26.86,23.96,30.05,150.94
