University,Country,Total Score,Setting & Infrastructure,Energy & Climate Change,Waste,Water,Transportation,Education & Research,Rank,Year
Roskilde University,Denmark,3520,717,599,750,295,790,369,370,2016
Szent Istvan University,Hungary,3517,897,595,750,265,561,449,371,2016
University of Dhaka,Bangladesh,3503,1189,639,648,170,736,121,372,2016
Christian Medical College Vellore,India,3491,737,661,1149,150,413,381,373,2016
Kalasalingam University,India,3485,1071,559,498,140,602,615,374,2016
University of the Virgin Islands,USA,3477,957,617,600,115,915,273,375,2016
North Eastern University,Thailand,3475,599,756,723,345,606,446,376,2016
Universidad Industrial de Santander,Colombia,3463,1034,341,750,150,810,377,377,2016
European University Cyprus,Cyprus,3460,371,1090,801,250,543,405,378,2016
Universidade Federal de Sao Paulo,Brazil,3452,779,520,699,450,606,398,379,2016
University of Tennessee Martin,USA,3441,969,526,876,190,429,450,380,2016
Universidad del Valle,Colombia,3438,796,535,849,0,603,655,381,2016
Universitas Sam Ratulangi,Indonesia,3427,843,387,573,325,552,747,382,2016
Taiwan Hospitality & Tourism College,Taiwan,3427,917,781,651,385,516,177,383,2016
Jacksonville University,USA,3424,660,195,876,600,347,745,384,2016
City College of San Francisco,USA,3416,730,560,849,81,499,697,385,2016
Universidade Federal de Itajuba,Brazil,3416,807,660,600,275,513,561,386,2016
University of Agricultural Sciences and Veterinary Medicine Cluj Napoca,Romania,3408,891,690,549,245,806,226,387,2016
Universitas Sriwijaya,Indonesia,3373,980,718,498,395,413,369,388,2016
Universitas Sanata Dharma,Indonesia,3362,536,361,924,425,698,418,389,2016
Helsinki Metropolia University of Applied Sciences,Finland,3357,427,646,1302,310,564,108,390,2016
Derzhavin Tambov State University,Russia,3354,297,682,801,120,906,548,391,2016
Bennett College,USA,3352,602,852,549,170,753,426,392,2016
University of TRIESTE,Italy,3345,491,335,1077,120,560,762,393,2016
Tomsk State University of Architecture and Building,Russia,3343,909,515,375,390,649,505,394,2016
Technische Universitat Dresden,Germany,3332,439,536,1077,275,586,419,395,2016
Penza State University,Russia,3329,624,599,726,250,553,577,396,2016
Feng Chia University,Taiwan,3309,409,697,624,171,793,615,397,2016
Chienkuo Technology University,Taiwan,3308,524,641,1326,77,500,240,398,2016
Corvinus University of Budapest,Hungary,3303,695,693,450,340,615,510,399,2016
Scuola Normale Superiore di Pisa,Italy,3300,641,509,1002,230,751,167,400,2016
Al-Aqsa University,Palestine,3294,807,708,249,150,862,518,401,2016
Ludwig Maximilians Universitat Munchen,Germany,3292,1058,421,1026,50,549,188,402,2016
Pontificia Universidade Catolica de Campinas,Brazil,3281,892,283,699,200,729,478,403,2016
Kainan University,Taiwan,3280,671,496,801,290,561,461,404,2016
University of Southern Brittany,France,3273,572,773,498,245,511,674,405,2016
Saint Petersburg State University,Russia,3269,818,732,498,340,708,173,406,2016
Universidad La Gran Colombia,Colombia,3261,239,811,951,125,755,380,407,2016
Ukrainian Academy of Banking,Ukraine,3229,734,700,651,425,403,316,408,2016
Minia University,Egypt,3222,685,595,300,140,556,946,409,2016
Akhmet Yassawi University,Kazakhstan,3221,992,287,498,380,751,313,410,2016
Universitas Jember,Indonesia,3219,637,869,498,85,533,597,411,2016
Karabuk Universitesi,Turkey,3217,565,445,450,195,853,709,412,2016
Politecnico Grancolombiano,Colombia,3189,567,316,1176,270,786,74,413,2016
University of Miskolc,Hungary,3173,890,689,249,30,805,510,414,2016
Indian Institute of Management Ahmedabad,India,3171,944,668,549,140,495,375,415,2016
University of Texas Rio Grande Valley,USA,3170,658,336,525,165,865,621,416,2016
Universitas Surabaya,Indonesia,3169,669,751,549,140,806,254,417,2016
Universitat de les Illes Balears,Spain,3163,796,496,624,404,551,292,418,2016
University at Bialystok,Poland,3158,821,398,849,400,453,237,419,2016
University of Baghdad,Iraq,3156,480,488,324,485,603,776,420,2016
Amman Arab University,Jordan,3151,558,764,975,350,251,253,421,2016
Universitas Tanjungpura,Indonesia,3134,817,505,498,275,508,531,422,2016
Odessa State Polytechnic University,Ukraine,3132,954,532,1050,220,252,124,423,2016
North Carolina Central University,USA,3132,540,393,825,301,705,367,424,2016
Universidad de La Laguna,Spain,3131,605,342,975,271,738,200,425,2016
Hashemite University,Jordan,3125,1083,550,699,205,349,239,426,2016
University of Crete,Greece,3124,807,486,999,230,399,203,427,2016
Universidade Estadual de Maringa,Brazil,3120,751,298,975,350,349,397,428,2016
Universitas Terbuka,Indonesia,3118,677,565,798,170,452,456,429,2016
Stockholm University,Sweden,3116,658,222,1200,200,301,535,430,2016
University of Tehran,Iran,3108,196,386,1152,200,751,423,431,2016
Rezekne Higher School,Latvia,3097,353,1070,852,225,451,146,432,2016
Universit degli Studi di Milano Bicocca,Italy,3097,536,520,498,60,860,623,433,2016
Mykolas Romeris University,Lithuania,3084,821,313,798,200,402,550,434,2016
International Islamic University Islamabad,Pakistan,3049,685,755,99,275,799,436,435,2016
Kilis 7 Aralik University,Turkey,3022,379,677,825,150,852,139,436,2016
Minin University,Russia,3018,792,412,699,105,737,273,437,2016
Westminster College Fulton,USA,3014,774,512,675,325,579,149,438,2016
Universitas Pembangunan Nasional Veteran Yogyakarta,Indonesia,3000,812,558,573,150,344,563,439,2016
Universidad Centroamericana Jose Simeon Canas,Elsavador,3000,677,462,474,102,634,650,440,2016
Universidad Tecnologica Metropolitana,Chile,2993,348,521,750,170,704,500,441,2016
American University of Beirut,Lebanon,2983,281,265,924,245,750,518,442,2016
Islamic Science University of Malaysia,Malaysia,2982,1035,407,600,140,481,319,443,2016
University of Macedonia,Greece,2945,182,605,1101,105,806,146,444,2016
Voronezh State Technical University,Russia,2939,826,273,699,140,456,545,445,2016
Yogyakarta State University,Indonesia,2916,725,431,723,140,682,215,446,2016
Mindanao State University Iligan Institute of Technology,Philippines,2907,519,635,600,75,408,670,447,2016
Kyrgyz Turkish Manas University,Kyrgyzstan,2903,1010,185,474,145,853,236,448,2016
Texas Southern University,USA,2891,811,195,726,425,459,275,449,2016
Universidad de Medellin,Colombia,2889,783,441,549,245,256,615,450,2016
Universitas Maritim Raja Ali Haji,Indonesia,2889,851,901,324,180,465,168,451,2016
University of Education Winneba,Ghana,2881,684,660,375,470,606,86,452,2016
Daffodil International University,Bangladesh,2879,567,461,99,660,667,425,453,2016
Tamkang University,Taiwan,2863,604,427,498,220,400,714,454,2016
Universitas Negeri Manado,Indonesia,2840,681,721,0,300,451,687,455,2016
University of Sri Jayewardenepura,Sri Lanka,2829,375,524,573,320,400,637,456,2016
University of Calcutta,India,2810,630,430,399,220,351,780,457,2016
Gunadarma University,Indonesia,2766,579,708,825,125,351,178,458,2016
Burapha University,Thailand,2758,791,124,324,115,1153,251,459,2016
Guru Nanak Dev Engineering College,India,2755,768,798,249,120,682,138,460,2016
Universidad Central de Venezuela,Venezuela,2751,471,523,249,290,701,517,461,2016
Universitas Muhammadiyah Surakarta,Indonesia,2748,512,638,348,75,803,372,462,2016
Polish Japanese Institute of Information Technology in Warsaw,Poland,2705,696,344,375,370,916,4,463,2016
Selcuk Universitesi,Turkey,2685,374,263,876,50,950,172,464,2016
Universidad de Jaen,Spain,2672,267,312,825,275,504,489,465,2016
Instituto Politecnico de Santarem,Portugal,2653,557,517,675,30,400,474,466,2016
Atma Jaya Yogyakarta University,Indonesia,2649,521,602,198,75,352,901,467,2016
Government College of Engineering Pune,India,2646,701,893,399,215,402,35,468,2016
Agricultural University of Cracow,Poland,2615,524,685,399,210,249,548,469,2016
Universitas Negeri Malang,Indonesia,2603,723,512,423,330,404,211,470,2016
University of Trnava,Slovenia,2587,471,650,801,0,301,364,471,2016
Obudai Egyetem,Hungary,2585,405,698,699,150,405,228,472,2016
Celal Bayar University,Turkey,2584,764,100,699,230,452,339,473,2016
Indira Gandhi National Open University,India,2550,791,360,399,200,749,51,474,2016
National Taiwan University of Arts,Taiwan,2516,292,109,951,250,533,381,475,2016
Tadeusz Kosciuszko Cracow University of Technology,Poland,2506,1101,292,249,230,420,213,476,2016
Universite Cadi Ayyad,Marocco,2499,526,191,249,190,699,644,477,2016
Universidad Metropolitana Caracas,Venezuela,2476,730,540,699,95,251,160,478,2016
Altai State Technical University,Russia,2474,324,241,249,180,705,775,479,2016
Russian Presidential Academy of National Economy and Public Administration,Russia,2412,841,187,651,182,453,98,480,2016
Dr Hari Singh Gour University Sagar University,India,2385,560,631,498,120,437,138,481,2016
Universite de Valenciennes et du Hainaut Cambresis,France,2373,1039,101,300,230,479,224,482,2016
Cyprus University of Technology,Cyprus,2335,322,346,498,32,717,419,483,2016
Izmir University of Economics,Turkey,2331,517,543,498,90,603,80,484,2016
Universitas Pancasila,Indonesia,2330,909,287,348,315,170,300,485,2016
Panjab University,India,2287,367,318,399,170,464,569,486,2016
Universitas Tarumanagara,Indonesia,2282,316,315,450,180,301,720,487,2016
Universitas Pelita Harapan,Indonesia,2257,568,481,600,146,351,111,488,2016
Universidad de Cartagena,Colombia,2223,379,349,324,0,558,613,489,2016
Universitas Samudera,Indonesia,2208,795,882,99,120,251,61,490,2016
Universita degli Studi di Macerata,Italy,2192,612,204,249,30,460,637,491,2016
Universidade Federal de Pernambuco,Brazil,2191,722,250,249,275,551,144,492,2016
Airlangga University,Indonesia,2186,352,124,576,40,670,424,493,2016
Vidzeme University of Applied Sciences,Latvia,2173,331,91,774,273,555,149,494,2016
Damascus University,Turkey,2154,358,84,549,200,557,406,495,2016
Universidad Nacional del Sur,Argentina,2130,480,81,549,30,655,335,496,2016
Polytechnic of Namibia,Namibia,2123,156,324,450,275,252,666,497,2016
University of Karachi,Pakistan,2114,591,260,249,275,358,381,498,2016
Universitas Islam Negeri Maulana Malik Ibrahim Malang,Indonesia,2089,161,637,300,0,455,536,499,2016
Petra Christian University,Indonesia,2070,428,489,348,320,327,158,500,2016
Universitas Negeri Padang,Indonesia,2070,305,214,324,330,363,534,501,2016
Uzhhorod National University,Ukraine,2055,576,380,399,40,400,260,502,2016
Thaksin University,Thailand,2037,178,455,399,46,514,445,503,2016
University of South Africa,South Africa,2036,462,273,1251,0,50,0,504,2016
University of Tlemcen,Algeria,2014,603,320,0,0,899,192,505,2016
Universitas Lambung Mangkurat,Indonesia,1957,643,515,249,0,550,0,506,2016
Universidad Autonoma del Caribe,Colombia,1925,495,92,249,42,789,258,507,2016
Instituto Nacional de Antropologia e Historia,Mexico,1876,77,120,624,75,623,357,508,2016
Universitas Islam Negeri Sumatera Utara Medan,Indonesia,1750,328,388,498,75,401,60,509,2016
Universitas Khairun,Indonesia,1679,518,444,423,0,250,44,510,2016
Astrakhan State University,Russia,1631,235,368,198,30,400,400,511,2016
University of Latvia,Latvia,1603,1339,214,0,0,50,0,512,2016
College of Management Academic Studies,Israel,1597,363,255,423,0,250,306,513,2016
Russian State Vocational Pedagogical University,Russia,1505,332,160,249,75,481,208,514,2016
Tra Vinh University,Vietnam,1048,433,340,225,0,50,0,515,2016
Universidad Central de Nicaragua,Nicaragua,805,475,53,225,0,50,2,516,2016
