Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
1387,Universite de Franche-Comte,FRANCE,23.97,53.06,21.03,45.41,42.44,35.2,221.1
1388,National Kaohsiung University of Science & Technology,TAIWAN,41.97,47.28,23.88,42.73,34.11,31.13,221.09
1389,Tottori University,JAPAN,36.52,50.15,24.07,43.41,35.77,31.15,221.06
1390,Shanghai University of Electric Power,CHINA MAINLAND,34.57,52.59,19.95,44.82,42.99,26.11,221.02
1391,Xinjiang Medical University,CHINA MAINLAND,38.89,51.89,22.65,45.99,39.13,22.35,220.91
1392,Hamburg University of Technology,GERMANY (FED REP GER),31.58,50.39,21.31,43.84,39.92,33.71,220.76
1393,Lebanese University,LEBANON,34.18,47.79,22.1,40.45,34.37,41.88,220.76
1394,Lakehead University,CANADA,33.02,50.68,20.89,43.02,37.82,35.18,220.61
1395,Chongqing Technology & Business University,CHINA MAINLAND,34.27,51.52,18.24,46.37,45.94,24.07,220.43
1396,University of Dhaka,BANGLADESH,31.74,48.45,20.33,43.18,40.71,35.81,220.22
1397,Huzhou University,CHINA MAINLAND,46.59,48.93,20.17,40.69,35.33,28.41,220.13
1398,Shimane University,JAPAN,40.04,49.01,23.5,41.94,34.38,31.25,220.12
1399,Fordham University,USA,35.97,47.85,24.39,43.59,36.82,31.38,220.01
1400,Stevens Institute of Technology,USA,34.18,49.0,21.7,42.58,37.85,34.66,219.96
1401,Ecole Pratique des Hautes Etudes (EPHE),FRANCE,28.53,53.04,19.61,42.77,40.21,35.54,219.7
1402,Xi'an Jiaotong-Liverpool University,CHINA MAINLAND,35.42,47.63,20.92,41.94,37.59,36.2,219.7
1403,Yokohama National University,JAPAN,35.61,50.17,23.82,42.65,35.29,32.16,219.7
1404,Nanchang Hangkong University,CHINA MAINLAND,36.56,51.43,20.43,46.47,42.55,22.14,219.58
1405,University of South Alabama,USA,31.58,51.83,23.2,44.27,39.79,28.71,219.38
1406,Dong A University,SOUTH KOREA,37.9,49.66,23.46,43.07,35.83,29.16,219.07
1407,Uludag University,TURKEY,36.47,48.51,25.11,41.98,34.01,32.74,218.82
1408,California Polytechnic State University San Luis Obispo,USA,29.87,49.16,21.44,44.4,42.36,31.45,218.68
1409,Rowan University,USA,35.04,50.25,22.89,42.94,38.58,28.83,218.54
1410,Qassim University,SAUDI ARABIA,45.96,43.43,21.24,37.15,30.34,40.28,218.4
1411,Seoul National University of Science & Technology,SOUTH KOREA,37.9,49.15,21.87,44.88,38.24,26.2,218.24
1412,Universidade Federal do Rio Grande,BRAZIL,36.87,49.78,21.93,42.45,36.69,30.45,218.17
1413,National Taiwan Ocean University,TAIWAN,37.26,47.97,21.93,42.96,36.18,31.77,218.07
1414,Indian Institute of Science Education & Research (IISER) - Kolkata,INDIA,34.13,52.17,19.58,43.81,41.18,27.13,218.0
1415,Wroclaw University of Environmental & Life Sciences,POLAND,40.61,48.61,22.7,41.05,34.62,30.4,217.99
1416,University of Rijeka,CROATIA,31.91,48.58,22.84,41.97,37.38,35.25,217.93
1417,Avignon Universite,FRANCE,34.22,50.15,19.95,41.47,37.18,34.66,217.63
1418,Hyogo College of Medicine,JAPAN,33.78,51.22,23.57,45.16,39.31,24.51,217.55
1419,JSS Academy of Higher Education & Research,INDIA,11.23,56.27,13.32,50.97,65.15,20.6,217.55
1420,Copenhagen Business School,DENMARK,33.22,47.19,20.67,42.75,36.64,37.09,217.55
1421,University Osnabruck,GERMANY (FED REP GER),32.6,49.66,21.24,42.32,37.2,34.3,217.31
1422,Free University of Bozen-Bolzano,ITALY,33.93,48.64,20.94,40.82,36.7,36.24,217.28
1423,Kyushu Institute of Technology,JAPAN,32.34,48.9,22.91,42.41,37.09,33.6,217.25
1424,Kwangwoon University,SOUTH KOREA,34.08,50.37,21.56,44.17,37.77,29.16,217.09
1425,Lobachevsky State University of Nizhni Novgorod,RUSSIA,32.44,48.83,24.64,41.62,34.15,35.24,216.92
1426,Medical University of Bialystok,POLAND,35.0,51.14,22.48,41.62,35.59,30.9,216.73
1427,University of Molise,ITALY,33.93,51.05,20.57,41.96,38.18,30.9,216.58
1428,Sahand University of Technology,IRAN,35.61,50.03,19.85,45.52,40.95,24.54,216.49
1429,Boise State University,USA,35.75,49.4,22.3,42.0,36.17,30.84,216.45
1430,University of Neuchatel,SWITZERLAND,28.78,50.12,20.79,42.09,37.53,37.06,216.38
1431,Fukuoka University,JAPAN,35.97,48.79,23.63,43.15,36.0,28.82,216.37
1432,Jilin Agricultural University,CHINA MAINLAND,42.11,48.18,23.68,41.35,34.38,26.58,216.29
1433,Western Michigan University,USA,34.57,48.19,23.78,41.3,35.27,33.18,216.28
1434,San Francisco State University,USA,31.96,49.38,22.5,43.2,37.41,31.81,216.25
1435,Universidad de Antofagasta,CHILE,28.78,50.3,16.61,42.71,45.0,32.81,216.21
1436,Polytechnic Institute of Porto,PORTUGAL,29.51,48.79,22.35,42.09,38.57,34.28,215.59
1437,Amity University Noida,INDIA,34.13,49.69,25.45,39.85,34.88,31.54,215.53
1438,University of Namur,BELGIUM,28.34,50.1,19.27,42.17,39.23,35.94,215.06
1439,University of Nottingham Ningbo China,CHINA MAINLAND,33.98,49.8,19.87,38.68,35.7,36.73,214.76
1440,Institute Technology of Bandung,INDONESIA,35.75,45.8,27.95,36.88,31.57,36.68,214.62
1441,Medical University Sofia,BULGARIA,24.72,49.82,23.1,41.98,39.17,35.74,214.52
1442,Qingdao University of Technology,CHINA MAINLAND,42.71,48.73,19.97,40.94,37.35,24.81,214.51
1443,Kagawa University,JAPAN,31.85,49.63,22.99,42.34,36.73,30.94,214.48
1444,Singapore Management University,SINGAPORE,29.27,47.84,20.59,41.11,37.29,38.35,214.45
1445,Hamamatsu University School of Medicine,JAPAN,35.23,47.85,22.56,42.86,36.74,29.21,214.45
1446,Hassan II University of Casablanca,MOROCCO,34.03,46.2,24.58,39.35,34.46,35.83,214.45
1447,University of Zielona Gora,POLAND,30.85,49.1,20.16,41.6,41.5,31.19,214.4
1448,Guizhou Medical University,CHINA MAINLAND,41.57,47.29,21.16,42.64,35.98,25.66,214.31
1449,Universidad de Guanajuato,MEXICO,36.43,46.76,22.27,40.6,33.68,34.54,214.28
1450,Universite Perpignan Via Domitia,FRANCE,29.15,48.95,21.3,40.98,36.61,37.07,214.05
1451,University of Lahore,PAKISTAN,38.28,47.57,19.87,39.19,33.94,35.09,213.94
1452,Universite de Picardie Jules Verne (UPJV),FRANCE,29.87,49.85,20.16,41.26,37.53,35.14,213.81
1453,Birzeit University,PALESTINIAN TERRITORIES,4.55,54.71,10.38,50.31,71.25,22.54,213.73
1454,Tribhuvan University,NEPAL,32.7,46.78,18.56,41.12,38.59,35.74,213.49
1455,Western Norway University of Applied Sciences,NORWAY,34.22,46.79,20.55,40.73,35.71,35.0,213.0
1456,Agricultural University Krakow,POLAND,41.35,48.01,22.93,39.03,32.46,29.14,212.92
1457,University of Karachi,PAKISTAN,35.84,46.83,22.89,39.64,31.09,36.6,212.88
1458,Central Michigan University,USA,32.49,48.27,22.66,41.86,36.13,31.43,212.85
1459,Ariel University,ISRAEL,42.01,45.06,22.97,40.09,30.81,31.9,212.84
1460,Instituto Universitario de Lisboa,PORTUGAL,34.57,45.33,21.82,41.35,34.53,35.12,212.71
1461,University Diego Portales,CHILE,25.45,49.54,17.68,43.87,42.93,33.19,212.67
1462,Gadjah Mada University,INDONESIA,35.93,44.11,27.33,37.1,30.01,37.94,212.42
1463,Shanghai Institute of Technology,CHINA MAINLAND,36.65,49.58,21.27,43.34,37.59,23.96,212.39
1464,California State University Northridge,USA,30.16,50.01,21.05,41.91,38.18,31.05,212.36
1465,Jiaxing University,CHINA MAINLAND,39.81,48.35,20.14,42.85,37.49,23.69,212.32
1466,University of Jeddah,SAUDI ARABIA,39.88,43.66,19.1,37.97,33.12,38.31,212.03
1467,University Zanjan,IRAN,35.04,48.35,20.2,42.24,37.19,29.01,212.02
1468,Institute of Chemical Technology - Mumbai,INDIA,32.86,52.32,20.96,44.7,39.58,21.57,211.99
1469,Universite de Rouen Normandie,FRANCE,20.48,50.97,20.19,44.94,42.26,33.05,211.89
1470,Henan University of Technology,CHINA MAINLAND,43.26,50.81,22.02,37.76,33.72,24.3,211.87
1471,An Najah National University,PALESTINIAN TERRITORIES,19.46,50.08,15.53,45.58,53.44,27.75,211.85
1472,National Institute of Technology Karnataka,INDIA,37.56,48.28,23.38,41.62,35.58,25.21,211.63
1473,Universidad Catolica del Norte,CHILE,35.97,45.47,20.39,39.0,33.16,37.59,211.58
1474,Nelson Mandela University,SOUTH AFRICA,35.09,47.43,21.82,38.63,31.97,36.6,211.54
1475,University of Miyazaki,JAPAN,34.47,48.06,22.41,41.1,34.87,30.62,211.53
1476,Zunyi Medical University,CHINA MAINLAND,41.83,47.43,21.33,41.98,35.13,23.8,211.5
1477,University of Nis,SERBIA,35.75,46.12,24.38,38.61,30.44,36.17,211.45
1478,University of Evora,PORTUGAL,33.32,47.71,20.94,39.46,34.41,35.57,211.42
1479,Nagoya Institute of Technology,JAPAN,33.63,47.54,23.56,41.18,33.81,31.61,211.33
1480,Norwegian School of Sport Sciences,NORWAY,23.34,49.54,16.53,45.16,44.77,31.85,211.19
1481,University of Electro-Communications - Japan,JAPAN,30.8,47.53,24.24,40.5,34.21,33.59,210.87
1482,University of the Philippines Diliman,PHILIPPINES,29.63,46.78,20.84,40.64,39.0,33.94,210.84
1483,Universidad del Desarrollo,CHILE,25.52,47.86,17.49,43.01,44.59,32.2,210.66
1484,King Faisal University,SAUDI ARABIA,40.38,44.58,19.68,36.45,30.81,38.61,210.51
1485,Ondokuz Mayis University,TURKEY,38.24,46.11,24.98,40.18,31.56,29.42,210.49
1486,Yasouj University,IRAN,30.68,49.82,18.45,44.27,42.27,24.88,210.37
1487,University of Nottingham Malaysia,MALAYSIA,29.27,50.2,19.39,39.52,36.65,35.33,210.36
1488,Lappeenranta University of Technology,FINLAND,11.65,53.88,22.17,44.73,42.26,35.47,210.15
1489,Clarkson University,USA,24.04,51.1,19.97,43.08,40.15,31.79,210.13
1490,Universite d'Evry-Val-d'Essonne,FRANCE,28.09,49.7,19.25,40.27,38.49,34.16,209.97
1491,Shahid Chamran University of Ahvaz,IRAN,36.29,47.4,20.8,42.26,36.53,26.67,209.95
1492,Glasgow Caledonian University,SCOTLAND,25.67,48.78,21.15,42.55,38.24,33.52,209.91
1493,Wonkwang University,SOUTH KOREA,36.07,47.72,22.32,41.56,34.52,27.72,209.9
1494,Saitama University,JAPAN,32.39,47.65,21.68,40.95,35.42,31.66,209.74
1495,Agricultural University of Athens,GREECE,32.91,48.73,19.26,40.25,36.52,31.97,209.63
1496,University of West Scotland,SCOTLAND,21.53,50.59,17.68,42.92,44.68,32.22,209.62
1497,Dalian Polytechnic University,CHINA MAINLAND,39.41,47.42,19.81,43.06,37.8,22.12,209.61
1498,Sakarya University,TURKEY,33.07,47.53,23.24,43.06,36.73,25.95,209.58
1499,Eastern Mediterranean University,TURKEY,32.76,46.88,19.34,41.58,37.77,31.21,209.54
1500,Kingston University,ENGLAND,28.66,47.16,21.96,41.81,35.79,34.15,209.54
1501,Arba Minch University,ETHIOPIA,13.62,52.51,8.19,48.12,67.09,20.0,209.53
1502,University of Zimbabwe,ZIMBABWE,24.12,47.43,17.82,42.25,42.35,35.42,209.39
1503,Academy of Athens,GREECE,20.84,50.61,18.13,43.02,43.74,33.01,209.36
1504,Universite de Kinshasa,DEMOCRATIC REPUBLIC OF THE CONGO,10.8,51.6,12.59,47.47,57.64,29.24,209.34
1505,University of Sofia,BULGARIA,30.11,46.56,24.33,38.24,32.52,37.35,209.1
1506,Pontificia Universidade Catolica do Parana,BRAZIL,29.27,47.33,22.47,40.92,35.59,33.48,209.06
1507,Technische Universitat Ilmenau,GERMANY (FED REP GER),27.31,46.67,22.39,41.14,36.65,34.86,209.02
1508,Universite de Sousse,TUNISIA,34.32,43.72,22.92,38.76,32.45,36.72,208.88
1509,Universidade Federal Rural de Pernambuco (UFRPE),BRAZIL,41.06,45.27,24.08,37.77,29.53,31.14,208.85
1510,Central Queensland University,AUSTRALIA,32.07,47.92,20.72,41.06,35.41,31.47,208.65
1511,Lanzhou Jiaotong University,CHINA MAINLAND,37.82,49.37,20.78,43.48,39.23,17.96,208.64
1512,Indian Institute of Science Education & Research (IISER) Pune,INDIA,31.19,50.96,21.1,40.13,36.72,28.5,208.6
1513,Universite de Valenciennes et du Hainaut-Cambresis,FRANCE,25.59,47.64,20.14,41.56,37.32,36.33,208.58
1514,Ningxia Medical University,CHINA MAINLAND,36.91,47.94,20.09,42.21,36.41,24.81,208.38
1515,Universidade Federal de Ouro Preto,BRAZIL,36.47,46.94,20.3,40.61,35.69,28.36,208.37
1516,University Djillali Liabes Sidi Bel Abbes,ALGERIA,21.28,49.7,16.56,44.27,45.83,30.71,208.34
1517,Liaoning University,CHINA MAINLAND,33.98,48.83,19.22,42.67,38.22,25.29,208.2
1518,Kookmin University,SOUTH KOREA,34.9,47.67,20.81,41.81,35.96,26.98,208.13
1519,Wakayama Medical University,JAPAN,31.02,48.44,20.6,42.76,39.35,25.84,208.0
1520,East China Jiaotong University,CHINA MAINLAND,40.31,44.95,20.75,41.64,35.3,24.98,207.92
1521,Alagappa University,INDIA,33.48,46.6,17.86,41.95,38.66,29.27,207.82
1522,University of Rzeszow,POLAND,36.6,44.99,21.58,39.32,33.65,31.54,207.7
1523,Linyi University,CHINA MAINLAND,38.53,47.34,20.8,40.16,35.33,25.53,207.68
1524,Wuhan Textile University,CHINA MAINLAND,34.13,46.81,20.26,42.16,38.52,25.7,207.57
1525,West Pomeranian University of Technology,POLAND,35.88,46.55,22.77,39.69,34.18,28.31,207.39
1526,Nguyen Tat Thanh University (NTTU),VIETNAM,30.11,45.97,15.58,40.54,44.8,30.37,207.38
1527,Cracow University of Technology,POLAND,35.51,45.8,23.29,39.89,34.28,28.61,207.38
1528,Soongsil University,SOUTH KOREA,35.79,46.36,21.27,41.58,35.18,27.13,207.32
1529,University of Sargodha,PAKISTAN,35.56,45.56,20.3,37.57,32.12,36.08,207.2
1530,Delhi Technological University,INDIA,30.8,49.27,20.81,43.21,44.23,18.83,207.14
1531,Shanghai University of Finance & Economics,CHINA MAINLAND,38.32,44.54,20.12,38.58,33.96,31.63,207.14
1532,Malaviya National Institute of Technology Jaipur,INDIA,34.03,47.55,21.62,40.72,35.98,27.17,207.06
1533,Leeds Beckett University,ENGLAND,31.74,45.45,21.49,41.49,35.01,31.87,207.05
1534,Technical University Czestochowa,POLAND,29.27,44.68,22.65,39.28,40.98,30.07,206.93
1535,Universite de Haute-Alsace (UHA),FRANCE,28.78,47.07,21.09,39.79,36.15,34.01,206.89
1536,Mendel University in Brno,CZECH REPUBLIC,34.57,46.04,23.47,36.9,31.8,34.02,206.79
1537,Lincoln University,NEW ZEALAND,30.45,48.35,18.9,39.48,35.11,34.38,206.68
1538,Hebei Agricultural University,CHINA MAINLAND,39.09,46.71,20.27,40.48,35.07,25.02,206.65
1539,Universite de la Manouba,TUNISIA,32.7,43.9,22.62,37.73,31.24,38.38,206.56
1540,Kochi University,JAPAN,32.12,47.48,21.62,40.59,34.81,29.92,206.54
1541,Al-Imam Muhammad Ibn Saud Islamic University,SAUDI ARABIA,28.28,45.57,17.54,40.46,40.62,34.03,206.5
1542,Pondicherry University,INDIA,31.36,48.74,20.73,41.83,36.88,26.8,206.34
1543,Universidad Autonoma de San Luis Potosi,MEXICO,34.76,44.49,23.8,38.9,31.43,32.93,206.32
1544,Kaunas University of Technology,LITHUANIA,34.81,43.84,22.21,38.76,32.17,34.53,206.32
1545,Witten Herdecke University,GERMANY (FED REP GER),26.5,48.57,20.91,41.25,36.83,32.25,206.31
1546,University of Cassino,ITALY,21.87,48.49,20.75,42.48,40.56,32.13,206.26
1547,Universidad de Huelva,SPAIN,37.35,44.56,20.62,38.36,32.06,33.32,206.26
1548,Edinburgh Napier University,SCOTLAND,30.57,45.36,20.08,40.43,35.94,33.85,206.24
1549,University of Engineering & Technology Lahore,PAKISTAN,34.85,44.31,19.35,38.97,33.56,35.16,206.2
1550,Indian Institute of Engineering Science Technology Shibpur (IIEST),INDIA,33.73,47.67,23.12,41.6,35.06,24.9,206.08
1551,Kharazmi University,IRAN,35.33,46.85,20.1,41.12,35.48,27.18,206.06
1552,Guru Nanak Dev University,INDIA,31.08,49.94,20.71,42.58,37.64,24.05,206.01
1553,Duke Kunshan University,CHINA MAINLAND,14.23,50.23,10.3,46.26,59.97,24.9,205.89
1554,Suzhou University of Science & Technology,CHINA MAINLAND,40.87,49.25,20.17,37.11,33.77,24.71,205.89
1555,Chengdu University of Information Technology,CHINA MAINLAND,36.78,46.92,21.19,40.32,34.83,25.7,205.74
1556,Anhui University of Science & Technology,CHINA MAINLAND,43.89,47.22,21.02,37.97,33.06,22.48,205.66
1557,Yancheng Institute of Technology,CHINA MAINLAND,34.37,48.2,19.04,42.98,38.6,22.43,205.62
1558,Ludong University,CHINA MAINLAND,38.03,46.71,20.16,42.32,36.27,22.14,205.62
1559,East China University of Technology,CHINA MAINLAND,41.02,46.48,19.79,39.74,35.22,23.21,205.46
1560,Hebei Normal University,CHINA MAINLAND,37.22,46.69,20.5,40.81,34.71,25.53,205.45
1561,Universidade Federal do Piaui,BRAZIL,38.93,44.26,22.09,38.1,31.07,30.99,205.44
1562,Binzhou Medical University,CHINA MAINLAND,35.47,49.05,20.05,42.81,37.03,21.02,205.43
1563,National University of the Littoral,ARGENTINA,34.27,45.3,20.59,40.09,33.58,31.57,205.4
1564,Universidad CEU Cardenal Herrera,SPAIN,18.89,49.62,13.28,45.48,55.32,22.48,205.08
1565,University of Notre Dame Australia,AUSTRALIA,32.6,46.13,21.19,38.84,33.24,33.01,205.01
1566,Universidade Federal do ABC (UFABC),BRAZIL,33.58,44.99,22.43,39.01,33.9,31.08,204.98
1567,Imam Khomeini International University,IRAN,33.32,48.29,18.74,41.99,38.41,23.98,204.73
1568,Chongqing Normal University,CHINA MAINLAND,35.42,47.73,19.11,41.85,37.72,22.84,204.67
1569,University of JJ Strossmayer Osijek,CROATIA,32.39,44.67,23.4,37.56,31.82,34.8,204.63
1570,University of Toronto at Mississauga,CANADA,29.33,47.61,19.67,40.14,35.23,32.62,204.61
1571,National University of Rosario,ARGENTINA,30.05,47.48,20.62,38.66,33.25,34.53,204.58
1572,University of South Dakota,USA,26.02,48.33,20.24,42.34,39.56,28.06,204.55
1573,Universidad Politecnica de Cartagena,SPAIN,32.81,45.14,20.04,39.84,34.75,31.94,204.51
1574,Ningxia University,CHINA MAINLAND,42.64,45.06,19.94,39.62,33.95,23.28,204.49
1575,Sabanci University,TURKEY,30.22,45.67,20.45,39.76,34.16,34.16,204.42
1576,Malmo University,SWEDEN,31.91,45.49,20.09,39.69,33.4,33.8,204.37
1577,Cyprus University of Technology,CYPRUS,25.52,47.73,18.55,39.94,38.37,34.19,204.3
1578,Leuphana University Luneburg,GERMANY (FED REP GER),24.72,49.3,18.49,41.71,38.96,31.05,204.24
1579,University of Mazandaran,IRAN,31.3,47.28,19.56,42.63,37.81,25.63,204.21
1580,Kansai Medical University,JAPAN,26.84,49.16,19.32,43.78,42.45,22.33,203.89
1581,National University of Mar del Plata,ARGENTINA,33.73,45.91,20.45,39.33,32.77,31.67,203.86
1582,Indian Institute of Technology (IIT) - Gandhinagar,INDIA,30.57,47.73,18.43,40.12,39.99,26.75,203.58
1583,Nara Medical University,JAPAN,35.23,46.52,21.84,41.23,35.2,23.5,203.52
1584,University of Agder,NORWAY,31.25,43.5,21.4,38.72,33.2,35.45,203.51
1585,Universite Mohammed Premier,MOROCCO,23.89,46.39,21.72,39.86,39.12,32.49,203.46
1586,University of West Bohemia Pilsen,CZECH REPUBLIC,24.12,43.68,23.04,40.16,39.75,32.55,203.31
1587,Far Eastern Federal University,RUSSIA,28.91,46.36,23.08,38.86,32.25,33.71,203.18
1588,Hunan University of Technology,CHINA MAINLAND,30.11,50.07,17.36,43.88,41.82,19.93,203.17
1589,Arabian Gulf University,BAHRAIN,2.19,54.03,8.79,49.71,67.09,21.34,203.16
1590,Aichi Medical University,JAPAN,33.63,46.42,21.61,41.18,35.28,24.96,203.08
1591,China West Normal University,CHINA MAINLAND,32.7,47.56,18.42,41.82,40.17,22.28,202.95
1592,Tamkang University,TAIWAN,31.41,45.48,20.09,39.76,34.37,31.67,202.79
1593,Chengdu University,CHINA MAINLAND,37.18,45.54,19.16,40.24,35.61,25.02,202.75
1594,Majmaah University,SAUDI ARABIA,37.9,43.13,17.18,36.46,32.88,35.19,202.74
1595,Georgia Southern University,USA,29.33,45.43,22.01,40.44,34.2,31.14,202.56
1596,Southern Federal University,RUSSIA,30.8,45.16,25.56,36.96,29.55,34.49,202.51
1597,Shahrekord University,IRAN,31.8,47.18,18.94,41.34,37.54,25.65,202.45
1598,Kongju National University,SOUTH KOREA,34.95,46.17,20.58,39.87,33.23,27.59,202.39
1599,University of Minnesota Duluth,USA,27.11,48.02,20.0,39.88,35.95,31.37,202.34
1600,Vilnius Gediminas Technical University,LITHUANIA,30.63,46.11,21.78,38.51,32.24,32.9,202.16
1601,Chengdu University of Traditional Chinese Medicine,CHINA MAINLAND,42.08,46.42,21.2,39.23,33.06,20.13,202.11
1602,University of Yazd,IRAN,36.16,44.41,21.13,39.26,32.85,27.93,201.74
1603,Jacobs University,GERMANY (FED REP GER),24.42,47.05,18.28,40.41,37.54,33.91,201.62
1604,Shiraz University of Technology,IRAN,33.78,44.65,18.22,40.61,36.62,27.62,201.5
1605,Montclair State University,USA,24.12,46.31,18.86,40.51,46.94,24.73,201.46
1606,Universita Mediterranea di Reggio Calabria,ITALY,27.31,47.05,19.13,40.46,38.65,28.82,201.42
1607,Bharathidasan University,INDIA,32.91,45.57,18.93,39.64,35.09,29.26,201.41
1608,Michigan State University College of Human Medicine,USA,29.09,48.16,20.29,41.06,37.02,25.66,201.29
1609,International University of Health & Welfare,JAPAN,36.38,46.16,20.85,39.93,34.43,23.38,201.14
1610,Transylvania University of Brasov,ROMANIA,29.99,44.6,22.93,36.77,35.51,31.3,201.1
1611,Alexandru Ioan Cuza University,ROMANIA,32.86,43.33,24.28,36.15,30.3,33.91,200.82
1612,Eskisehir Osmangazi University,TURKEY,33.02,46.32,23.02,39.78,32.68,25.94,200.74
1613,Gebze Technical University,TURKEY,32.01,44.76,20.58,39.69,33.98,29.65,200.68
1614,Universidad de La Rioja,SPAIN,27.18,46.16,18.04,39.54,40.31,29.44,200.66
1615,Xinyang Normal University,CHINA MAINLAND,34.9,46.38,18.01,40.95,37.17,23.24,200.66
1616,Universidad del Valle,COLOMBIA,31.96,43.75,20.71,36.83,31.5,35.72,200.47
1617,University of Quebec Trois Rivieres,CANADA,29.27,46.23,19.43,39.16,35.23,30.95,200.26
1618,Bond University,AUSTRALIA,26.84,47.39,19.42,39.44,35.75,31.38,200.22
1619,Kurdistan University of Medical Sciences,IRAN,17.49,51.22,14.06,45.14,51.0,21.31,200.22
1620,University of Lethbridge,CANADA,28.97,45.0,20.3,39.19,33.47,33.28,200.21
1621,University of Southern Mississippi,USA,29.45,48.05,20.68,40.29,35.12,26.6,200.19
1622,Shiga University of Medical Science,JAPAN,30.05,46.84,20.38,41.21,36.92,24.58,199.98
1623,Shaoxing University,CHINA MAINLAND,33.98,46.52,18.05,40.63,37.24,23.28,199.71
1624,Universidade Federal de Alagoas,BRAZIL,33.88,44.9,20.32,38.43,32.81,29.3,199.63
1625,Harokopio University Athens,GREECE,18.7,48.33,15.18,42.92,45.61,28.79,199.53
1626,University of Madras,INDIA,32.01,45.77,19.72,40.03,35.43,26.44,199.41
1627,Universidade do Estado de Santa Catarina,BRAZIL,31.58,44.86,20.68,39.33,36.74,26.22,199.41
1628,San Jose State University,USA,30.05,45.37,21.81,38.31,33.95,29.89,199.38
1629,University of Baghdad,IRAQ,29.27,43.18,20.95,37.48,33.49,35.0,199.38
1630,Technical University Kosice,SLOVAKIA,33.98,41.42,25.03,35.0,28.58,35.33,199.35
1631,University of Malaysia Perlis,MALAYSIA,21.96,46.21,24.54,37.58,34.02,34.99,199.3
1632,Harbin Normal University,CHINA MAINLAND,29.33,48.63,16.81,43.59,42.76,18.11,199.24
1633,Jiangxi Agricultural University,CHINA MAINLAND,37.48,45.61,19.21,38.57,33.46,24.64,198.98
1634,Suleyman Demirel University,TURKEY,31.19,46.17,22.87,39.52,32.49,26.51,198.77
1635,Hawassa University,ETHIOPIA,21.79,46.02,13.1,42.36,48.95,26.16,198.39
1636,University of West Florida,USA,10.94,50.17,13.51,46.2,59.57,17.88,198.27
1637,Qinghai University,CHINA MAINLAND,36.16,44.43,20.07,38.67,32.99,25.8,198.12
1638,Lublin University of Technology,POLAND,33.02,42.95,21.74,36.54,32.55,31.18,197.96
1639,University of Health Sciences Turkey,TURKEY,51.26,39.46,27.89,33.57,21.01,24.51,197.7
1640,Yuan Ze University,TAIWAN,29.69,44.49,20.15,40.04,34.35,28.95,197.67
1641,University of Fukui,JAPAN,32.39,44.15,22.43,38.71,31.85,28.12,197.65
1642,Universitat Trier,GERMANY (FED REP GER),27.24,45.47,18.74,38.96,35.51,31.64,197.55
1643,Xi'an Technological University,CHINA MAINLAND,35.84,43.19,19.47,40.99,36.7,21.34,197.53
1644,Universidad de Talca,CHILE,30.34,43.37,19.5,36.69,32.47,35.13,197.49
1645,Cleveland State University,USA,26.02,44.4,19.88,41.22,37.21,28.64,197.36
1646,Yanbian University,CHINA MAINLAND,30.85,44.89,19.18,39.38,34.15,28.76,197.21
1647,I Shou University,TAIWAN,33.83,44.06,21.2,39.36,32.24,26.48,197.18
1648,Hongik University,SOUTH KOREA,32.96,43.46,21.62,39.94,31.87,27.22,197.08
1649,Eulji University,SOUTH KOREA,30.22,46.62,20.57,40.69,36.58,22.25,196.92
1650,Princess Nourah Bint Abdulrahman University,SAUDI ARABIA,43.96,38.68,18.52,32.44,26.55,36.43,196.58
1651,European University of Madrid,SPAIN,30.8,44.68,18.64,38.57,34.71,29.08,196.48
1652,University College of Southeast Norway,NORWAY,20.84,45.81,18.78,39.98,38.89,32.15,196.45
1653,Karlstad University,SWEDEN,26.16,44.36,18.85,39.41,35.03,32.64,196.44
1654,University of Missouri Saint Louis,USA,26.64,48.41,18.98,40.02,34.93,27.44,196.41
1655,California State University Long Beach,USA,29.57,45.87,22.03,38.24,32.68,27.98,196.37
1656,Northeast Petroleum University,CHINA MAINLAND,34.42,43.48,19.74,39.68,34.52,24.54,196.37
1657,Suranaree University of Technology,THAILAND,28.66,43.58,19.13,38.91,35.26,30.8,196.33
1658,Instituto Politecnico de Braganca,PORTUGAL,25.23,46.15,18.15,38.08,36.64,32.07,196.32
1659,Kocaeli University,TURKEY,33.73,43.75,23.43,37.91,30.64,26.82,196.27
1660,Bowling Green State University,USA,28.15,44.41,20.7,41.15,35.16,26.58,196.17
1661,Tzu Chi University,TAIWAN,34.57,44.29,21.51,38.73,31.53,25.45,196.07
1662,Texas Christian University,USA,28.28,45.37,19.56,40.0,37.56,25.19,195.96
1663,Zhongnan University of Economics & Law,CHINA MAINLAND,34.52,41.71,18.1,38.98,35.52,27.1,195.91
1664,Universite de Technologie de Belfort-Montbeliard (UTBM),FRANCE,20.48,45.07,16.99,40.94,41.24,31.16,195.88
1665,Ming Chi University of Technology,TAIWAN,33.07,43.54,18.11,40.31,34.93,25.9,195.85
1666,Bangladesh University of Engineering & Technology (BUET),BANGLADESH,26.77,42.84,20.85,38.53,35.42,31.16,195.59
1667,Yunnan Normal University,CHINA MAINLAND,31.96,45.53,20.57,38.93,34.18,24.25,195.43
1668,Saints Cyril & Methodius University of Skopje,MACEDONIA,25.02,43.3,20.33,37.08,33.59,35.72,195.03
