Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
656,Kaohsiung Medical University,TAIWAN,60.88,67.29,31.4,58.56,47.44,42.52,308.09
657,Ajou University,SOUTH KOREA,57.98,68.75,31.3,60.27,50.34,39.43,308.08
658,Auckland University of Technology,NEW ZEALAND,46.14,69.18,27.0,61.78,58.63,45.28,308.02
659,University of Salamanca,SPAIN,55.68,66.07,31.5,57.87,48.53,48.16,307.81
660,Rockefeller University,USA,39.65,74.1,26.34,63.32,62.29,41.94,307.63
661,Dongguk University,SOUTH KOREA,58.61,68.22,30.41,59.51,49.34,41.48,307.57
662,Isfahan University of Technology,IRAN,56.12,67.92,30.95,60.12,49.79,42.28,307.18
663,Hangzhou Dianzi University,CHINA MAINLAND,61.92,65.61,30.5,59.41,48.71,40.91,307.06
664,Chiang Mai University,THAILAND,59.25,65.36,30.57,57.04,47.45,47.33,307.0
665,Syracuse University,USA,51.29,69.96,30.32,59.62,53.33,42.47,306.97
666,Beijing Forestry University,CHINA MAINLAND,61.77,67.88,29.83,58.61,49.16,39.72,306.97
667,Universidad de Cordoba,SPAIN,58.38,67.18,29.94,56.61,47.67,47.02,306.81
668,National Technical University of Athens,GREECE,52.69,67.18,32.22,58.07,49.21,47.29,306.67
669,Palacky University Olomouc,CZECH REPUBLIC,53.25,68.31,31.47,56.9,48.17,48.46,306.57
670,Brunel University,ENGLAND,51.81,67.06,30.62,58.07,49.8,49.07,306.42
671,Chang'an University,CHINA MAINLAND,69.15,64.42,30.61,57.1,45.86,39.24,306.38
672,Universite Gustave-Eiffel,FRANCE,55.47,66.23,30.79,57.18,47.17,49.33,306.17
673,Shiraz University,IRAN,60.65,66.65,30.18,58.29,47.98,41.97,305.71
674,Brigham Young University,USA,54.78,67.68,31.28,60.46,51.51,39.95,305.66
675,Yokohama City University,JAPAN,52.6,69.84,29.32,61.22,55.09,37.45,305.52
676,University of Brighton,ENGLAND,45.12,69.3,29.16,60.57,55.95,45.36,305.46
677,Szeged University,HUNGARY,51.39,67.68,29.63,57.97,52.35,46.38,305.41
678,University of Patras,GREECE,54.51,67.19,31.34,56.61,47.52,48.15,305.32
679,Anhui University,CHINA MAINLAND,62.62,67.15,30.33,58.9,48.74,37.39,305.14
680,Adam Mickiewicz University,POLAND,57.11,67.08,30.26,57.17,47.67,45.72,305.02
681,University of Crete,GREECE,48.1,69.34,28.49,58.44,52.62,48.02,305.0
682,Universite de Sfax,TUNISIA,56.83,63.28,32.65,55.96,44.68,51.6,304.99
683,Nantong University,CHINA MAINLAND,62.77,67.09,30.66,59.44,48.34,36.63,304.92
684,University of Quebec Montreal,CANADA,54.65,66.26,30.55,57.83,48.17,47.35,304.81
685,Eotvos Lorand University,HUNGARY,54.89,66.15,30.18,56.84,49.07,47.51,304.64
686,Kanazawa University,JAPAN,58.57,67.59,32.02,57.41,46.47,42.44,304.51
687,Tokyo Medical & Dental University (TMDU),JAPAN,58.19,67.35,31.33,59.27,48.63,39.53,304.3
688,Fujian Agriculture & Forestry University,CHINA MAINLAND,59.76,67.09,29.0,57.34,48.34,42.69,304.21
689,Warsaw University of Technology,POLAND,57.88,64.26,34.05,56.65,45.57,45.69,304.1
690,Universite de Poitiers,FRANCE,51.09,66.84,30.17,58.29,50.58,46.46,303.43
691,ITMO University,RUSSIA,48.1,66.4,32.82,56.91,47.86,51.21,303.3
692,Zagazig University,EGYPT,61.74,63.35,28.98,55.09,45.88,47.86,302.9
693,Assiut University,EGYPT,60.25,63.08,29.38,54.96,45.3,49.85,302.82
694,Oklahoma State University - Stillwater,USA,56.97,65.96,31.93,57.34,46.8,43.72,302.73
695,Yanshan University,CHINA MAINLAND,60.39,66.99,29.74,60.4,50.25,34.63,302.4
696,Khalifa University of Science & Technology,UNITED ARAB EMIRATES,52.41,65.52,28.46,57.13,49.3,49.56,302.38
697,Victoria University Wellington,NEW ZEALAND,53.91,65.58,30.61,56.26,46.29,49.37,302.03
698,G d'Annunzio University of Chieti-Pescara,ITALY,52.67,68.06,29.17,57.08,49.34,45.7,302.02
699,Universite d'Angers,FRANCE,51.26,67.41,29.25,57.87,51.0,45.05,301.84
700,University of Plymouth,ENGLAND,48.84,68.12,29.26,57.74,49.99,47.37,301.32
701,Fujian Medical University,CHINA MAINLAND,67.47,64.82,31.18,57.85,46.19,33.71,301.22
702,Universidad de Cantabria,SPAIN,48.54,68.59,28.63,58.02,53.81,43.36,300.95
703,University of Nevada Reno,USA,56.89,66.31,30.85,56.28,46.86,43.72,300.9
704,Ferdowsi University Mashhad,IRAN,59.91,65.57,30.59,57.07,46.37,41.22,300.74
705,University of Canterbury,NEW ZEALAND,52.48,65.15,29.58,56.49,47.94,48.77,300.41
706,Braunschweig University of Technology,GERMANY (FED REP GER),53.14,66.9,30.36,56.04,47.29,46.37,300.1
707,University of Hull,ENGLAND,48.65,67.1,29.81,57.47,49.64,47.37,300.04
708,Wroclaw Medical University,POLAND,45.4,69.99,28.1,60.17,55.92,40.34,299.92
709,Indian Institute of Technology (IIT) - Kanpur,INDIA,56.65,66.64,31.21,57.09,46.72,41.5,299.81
710,Utah State University,USA,53.82,67.51,30.01,57.74,48.49,41.75,299.32
711,Universidad de Concepcion,CHILE,55.17,64.35,29.17,54.93,46.37,49.15,299.14
712,Kumamoto University,JAPAN,55.91,65.56,31.13,56.85,47.06,42.18,298.69
713,Universidade Federal de Pernambuco,BRAZIL,59.72,64.27,32.06,54.62,42.66,45.34,298.68
714,Augusta University,USA,47.12,68.3,30.44,58.66,51.33,42.78,298.64
715,Edith Cowan University,AUSTRALIA,53.32,65.96,27.46,56.88,49.51,45.36,298.48
716,Mississippi State University,USA,58.31,65.09,31.09,55.84,45.61,42.51,298.45
717,Comenius University Bratislava,SLOVAKIA,52.0,64.45,32.31,54.91,45.41,48.77,297.85
718,Addis Ababa University,ETHIOPIA,46.5,66.01,25.12,58.51,57.2,44.44,297.78
719,Jordan University of Science & Technology,JORDAN,46.23,66.38,24.73,59.9,59.63,40.7,297.56
720,Medical University of Warsaw,POLAND,51.88,66.45,31.44,56.45,47.12,43.75,297.09
721,Niigata University,JAPAN,53.62,66.04,30.51,58.01,48.59,39.86,296.63
722,University Hohenheim,GERMANY (FED REP GER),47.98,67.32,25.44,58.41,56.27,41.14,296.56
723,National University of La Plata,ARGENTINA,58.13,62.63,31.33,54.06,42.6,47.69,296.44
724,University of Wisconsin Milwaukee,USA,48.1,67.02,29.07,58.58,51.91,41.51,296.18
725,Gachon University,SOUTH KOREA,58.84,65.61,30.6,57.57,46.85,36.69,296.17
726,Universidad de Alcala,SPAIN,54.23,64.45,28.92,55.83,47.61,44.93,295.97
727,Universita della Svizzera Italiana,SWITZERLAND,44.77,66.8,27.53,56.41,52.2,48.23,295.94
728,Murdoch University,AUSTRALIA,53.23,65.66,28.72,55.29,46.35,46.58,295.82
729,University of L'Aquila,ITALY,52.67,65.61,29.64,55.87,47.95,44.05,295.79
730,Southwest Petroleum University,CHINA MAINLAND,60.0,64.64,28.49,57.99,48.88,35.45,295.44
731,Czech Technical University Prague,CZECH REPUBLIC,53.76,61.91,33.77,53.47,43.0,49.54,295.44
732,Renmin University of China,CHINA MAINLAND,56.57,65.27,28.87,55.88,46.92,41.92,295.43
733,Orebro University,SWEDEN,49.94,65.63,26.95,57.34,50.9,44.64,295.41
734,University of the Republic - Uruguay,URUGUAY,49.46,63.73,28.57,55.82,49.02,48.77,295.37
735,Mashhad University Medical Science,IRAN,45.06,70.57,27.87,58.28,52.67,40.69,295.13
736,Indian Institute of Technology (IIT) - Guwahati,INDIA,56.45,66.34,30.87,57.17,47.15,37.1,295.08
737,Ural Federal University,RUSSIA,56.93,61.31,34.56,52.68,41.26,48.19,294.94
738,Universidade Federal do Ceara,BRAZIL,58.02,63.46,30.91,54.68,43.99,43.86,294.92
739,Colorado School of Mines,USA,49.68,68.65,27.55,56.91,50.58,41.42,294.79
740,Hong Kong Baptist University,HONG KONG,51.88,66.97,28.3,57.52,49.88,39.98,294.52
741,University of Texas Arlington,USA,53.25,64.56,30.68,55.31,45.86,44.84,294.51
742,University of Udine,ITALY,49.78,65.27,29.66,55.78,49.35,44.5,294.33
743,University of Limerick,IRELAND,50.76,64.31,30.06,55.12,46.63,47.26,294.15
744,Universitat de Girona,SPAIN,51.34,65.77,28.37,55.84,48.39,44.34,294.06
745,Kangwon National University,SOUTH KOREA,57.55,64.99,30.48,55.54,44.81,40.62,293.99
746,University of Lubeck,GERMANY (FED REP GER),44.06,66.83,27.91,57.58,52.1,45.41,293.89
747,University of Agriculture Faisalabad,PAKISTAN,56.28,65.74,28.79,52.23,43.68,46.94,293.65
748,Shahid Beheshti University,IRAN,57.31,64.51,29.45,56.04,46.24,40.05,293.61
749,Hebei University of Technology,CHINA MAINLAND,64.66,62.22,28.89,56.25,45.81,35.69,293.52
750,University of Bayreuth,GERMANY (FED REP GER),52.46,66.03,27.98,54.53,47.01,45.46,293.47
751,Lulea University of Technology,SWEDEN,48.18,64.49,26.93,56.65,50.57,46.55,293.37
752,University of Bodenkultur Wien,AUSTRIA,51.19,65.18,27.13,54.98,47.92,46.93,293.32
753,Istanbul Technical University,TURKEY,55.19,63.42,32.38,55.17,44.09,43.07,293.31
754,National University of Sciences & Technology - Pakistan,PAKISTAN,56.73,61.85,29.34,53.52,43.96,47.59,292.99
755,University of Calabria,ITALY,51.26,65.1,29.55,55.26,47.48,44.29,292.94
756,Ryerson University,CANADA,54.18,62.9,30.05,55.39,45.17,45.21,292.9
757,University of Luxembourg,LUXEMBOURG,46.8,64.2,27.86,55.21,49.65,48.9,292.62
758,University of Wyoming,USA,49.89,66.48,28.72,56.67,49.04,41.77,292.56
759,University of New Hampshire,USA,49.57,67.28,28.48,56.42,48.67,42.1,292.52
760,Hunan Normal University,CHINA MAINLAND,62.31,63.88,28.31,55.88,46.2,35.74,292.32
761,Loyola University Chicago,USA,47.15,66.34,31.16,58.25,51.02,38.35,292.27
762,Tabriz University of Medical Science,IRAN,52.72,68.62,29.23,54.87,46.29,40.32,292.04
763,Qufu Normal University,CHINA MAINLAND,58.19,65.99,26.8,57.26,50.11,33.62,291.98
764,University of Konstanz,GERMANY (FED REP GER),49.6,65.36,28.19,55.01,46.74,47.04,291.94
765,Graz University of Technology,AUSTRIA,48.71,65.59,29.25,53.97,46.59,47.84,291.93
766,Rensselaer Polytechnic Institute,USA,46.2,66.44,28.63,57.19,50.04,43.17,291.67
767,National Sun Yat Sen University,TAIWAN,55.19,62.88,29.43,55.73,45.49,42.92,291.63
768,National Central University,TAIWAN,53.09,62.97,30.34,55.39,45.14,44.68,291.6
769,Sechenov First Moscow State Medical University,RUSSIA,57.71,60.99,28.49,52.54,46.32,45.54,291.58
770,Ankara University,TURKEY,55.55,63.06,32.57,54.07,43.22,42.98,291.45
771,Universidade Federal de Santa Maria (UFSM),BRAZIL,57.53,63.33,30.57,54.71,44.39,40.83,291.36
772,Tokyo Metropolitan University,JAPAN,41.46,68.69,27.35,57.69,58.4,37.72,291.32
773,Australian Catholic University,AUSTRALIA,43.83,65.78,27.86,58.5,50.98,44.01,290.96
774,Chungbuk National University,SOUTH KOREA,56.95,63.17,30.09,55.37,45.27,40.1,290.96
775,University of Arkansas Medical Sciences,USA,48.12,67.32,30.4,57.1,48.97,38.83,290.74
776,Kazan Federal University,RUSSIA,47.67,64.55,32.16,53.63,45.62,46.8,290.43
777,Universidade Federal Fluminense,BRAZIL,57.9,62.21,31.1,53.48,41.95,43.5,290.15
778,Norwegian University of Life Sciences,NORWAY,49.28,64.78,26.71,55.49,48.03,45.86,290.15
779,Qilu University of Technology,CHINA MAINLAND,63.04,62.45,29.06,55.37,45.42,34.74,290.09
780,Universitat de les Illes Balears,SPAIN,49.49,65.1,26.95,55.02,48.94,44.5,290.0
781,Universidad de Extremadura,SPAIN,53.51,62.84,27.57,55.45,48.75,41.87,289.99
782,Vilnius University,LITHUANIA,51.68,62.73,29.68,54.19,45.88,45.76,289.93
783,Anna University,INDIA,57.21,64.27,30.95,55.88,45.17,36.42,289.9
784,Tomsk State University,RUSSIA,48.1,62.9,32.25,54.39,45.61,46.58,289.84
785,University of Ibadan,NIGERIA,42.18,65.36,24.11,58.83,58.77,40.36,289.61
786,Zhejiang Sci-Tech University,CHINA MAINLAND,56.69,64.21,27.56,56.52,48.09,36.08,289.15
787,Universitat d'Alacant,SPAIN,55.21,62.6,29.55,53.18,43.65,44.78,288.97
788,Middle East Technical University,TURKEY,51.98,62.57,31.5,55.05,44.47,43.42,288.97
789,Sichuan Agricultural University,CHINA MAINLAND,59.83,63.86,29.68,54.59,45.13,35.7,288.79
790,Cranfield University,ENGLAND,47.9,64.85,27.33,55.39,48.36,44.83,288.65
791,University of Massachusetts Boston,USA,40.65,66.83,26.2,60.12,58.01,36.42,288.23
792,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),RUSSIA,46.47,64.67,32.99,53.8,44.15,46.12,288.2
793,Gyeongsang National University,SOUTH KOREA,56.97,62.83,29.83,54.06,43.29,41.2,288.19
794,University of Graz,AUSTRIA,47.76,64.4,28.02,54.4,46.57,46.96,288.11
795,Universidade da Coruna,SPAIN,50.76,62.62,28.52,54.52,49.07,42.54,288.04
796,Xiangtan University,CHINA MAINLAND,55.42,64.98,27.3,57.4,49.16,33.72,287.99
797,Wroclaw University of Science & Technology,POLAND,56.45,60.97,31.77,53.09,42.51,43.16,287.94
798,National Taiwan University of Science & Technology,TAIWAN,55.44,64.18,29.2,53.07,44.51,41.32,287.72
799,Aston University,ENGLAND,45.9,64.16,27.76,55.23,48.08,46.4,287.52
800,Hasselt University,BELGIUM,47.35,64.15,27.15,54.27,47.32,47.22,287.47
801,National Chung Hsing University,TAIWAN,57.11,62.28,29.34,54.63,44.11,39.97,287.44
802,University of North Carolina Charlotte,USA,49.52,63.25,29.49,56.2,48.69,40.12,287.26
803,Universidade do Estado do Rio de Janeiro,BRAZIL,55.53,61.78,31.16,52.91,41.68,44.04,287.09
804,Institut National Polytechnique de Toulouse,FRANCE,44.87,66.24,28.2,55.14,47.34,45.3,287.08
805,Zhejiang Normal University,CHINA MAINLAND,53.3,65.28,25.87,56.49,50.34,35.73,287.0
806,Al Azhar University,EGYPT,59.04,59.39,27.46,51.43,42.53,46.45,286.31
807,Yunnan University,CHINA MAINLAND,61.57,60.9,28.58,52.95,43.21,38.98,286.2
808,Roma Tre University,ITALY,49.41,62.48,29.32,54.18,45.91,44.23,285.52
809,Nagasaki University,JAPAN,54.09,61.85,30.12,53.8,43.47,41.92,285.26
810,Homi Bhabha National Institute,INDIA,64.85,59.68,30.97,52.23,39.54,37.91,285.18
811,University of Missouri Kansas City,USA,43.53,65.28,28.43,57.08,51.04,39.62,284.97
812,Xi'an University of Technology,CHINA MAINLAND,59.19,61.56,29.66,54.97,44.74,34.56,284.68
813,Montana State University Bozeman,USA,46.05,66.42,27.06,55.62,50.37,39.0,284.51
814,University of Insubria,ITALY,46.14,65.01,27.16,54.34,48.82,42.98,284.45
815,Universite de Savoie,FRANCE,41.75,66.13,25.95,55.17,50.6,44.78,284.39
816,Universidade Federal de Vicosa,BRAZIL,58.54,62.06,30.3,51.33,41.01,40.76,283.99
817,Jiangsu University of Science & Technology,CHINA MAINLAND,55.34,63.68,26.71,55.7,48.63,33.91,283.97
818,Ohio University,USA,48.15,63.59,28.09,55.15,48.7,39.87,283.55
819,Medical University Lodz,POLAND,42.6,66.0,27.2,56.19,51.96,39.4,283.35
820,Wuhan University of Science & Technology,CHINA MAINLAND,56.83,63.05,29.19,53.67,45.73,34.83,283.3
821,Hubei University,CHINA MAINLAND,52.48,64.13,25.61,56.33,49.56,35.08,283.19
822,Shantou University,CHINA MAINLAND,56.1,62.01,27.01,53.97,45.57,38.38,283.03
823,Universidade Federal do Rio Grande do Norte,BRAZIL,55.06,61.33,29.37,52.27,41.94,42.88,282.85
824,University of Essex,ENGLAND,49.54,59.87,28.36,54.24,44.92,45.8,282.73
825,Tokyo University of Science,JAPAN,52.43,63.17,29.97,53.91,44.03,38.42,281.94
826,Tilburg University,NETHERLANDS,49.83,60.56,27.96,54.83,44.53,44.15,281.87
827,Henan Normal University,CHINA MAINLAND,52.88,64.64,26.78,56.62,49.11,31.77,281.8
828,Dalian Medical University,CHINA MAINLAND,51.63,64.28,27.98,56.77,47.93,33.12,281.7
829,Juntendo University,JAPAN,52.34,62.41,29.93,54.33,45.01,37.57,281.59
830,Jadavpur University,INDIA,51.66,62.92,30.62,54.74,45.04,36.58,281.55
831,Royal Holloway University London,ENGLAND,44.45,64.48,28.91,53.45,46.41,43.8,281.5
832,University of Debrecen,HUNGARY,48.71,61.65,29.36,52.35,43.92,45.16,281.16
833,Universidad Autonoma Metropolitana - Mexico,MEXICO,46.59,61.92,27.35,55.61,52.64,36.97,281.07
834,Paracelsus Private Medical University,AUSTRIA,40.87,62.64,25.31,54.78,51.57,45.86,281.02
835,Missouri University of Science & Technology,USA,47.93,62.0,27.51,54.55,47.14,41.83,280.96
836,Tiangong University,CHINA MAINLAND,53.98,62.6,27.51,55.16,46.4,35.1,280.76
837,Makerere University,UGANDA,47.61,59.6,26.62,52.74,44.92,49.24,280.74
838,King Khalid University,SAUDI ARABIA,60.26,55.93,26.27,49.36,40.61,48.27,280.72
839,University of Nevada Las Vegas,USA,50.99,61.78,29.32,53.03,44.02,41.54,280.67
840,University of Toledo,USA,44.8,64.9,28.5,55.26,49.23,37.75,280.44
841,Universidad Rey Juan Carlos,SPAIN,54.82,60.84,27.65,51.52,42.72,42.41,279.95
842,Polytechnique Montreal,CANADA,46.08,61.75,27.79,54.26,45.92,43.85,279.65
843,Universidad de Cadiz,SPAIN,51.41,60.3,27.79,52.58,45.78,41.58,279.45
844,University of Ioannina,GREECE,43.66,63.38,28.01,52.64,46.59,45.01,279.29
845,Universidade Federal de Pelotas,BRAZIL,48.57,62.22,27.93,54.42,47.87,37.99,278.99
846,Universidad Carlos III de Madrid,SPAIN,50.81,58.02,29.46,52.05,41.93,46.68,278.96
847,Carol Davila University of Medicine & Pharmacy,ROMANIA,35.37,64.9,29.11,54.46,56.01,39.08,278.93
848,Tanta University,EGYPT,52.19,60.05,26.16,51.79,44.61,43.88,278.69
849,University of Rhode Island,USA,48.49,62.8,27.53,53.71,46.39,39.74,278.66
850,University of Canberra,AUSTRALIA,39.21,64.11,24.92,56.98,53.97,39.43,278.61
851,Shinshu University,JAPAN,50.86,62.24,29.4,53.01,43.75,39.09,278.36
852,Northeast Agricultural University - China,CHINA MAINLAND,57.07,62.39,26.85,54.93,46.42,30.67,278.34
853,University of Fribourg,SWITZERLAND,44.71,63.66,27.06,52.11,46.25,44.5,278.3
854,University of Idaho,USA,46.14,63.76,27.53,54.24,47.17,39.44,278.28
855,Ulster University,NORTHERN IRELAND,46.08,61.38,27.37,52.79,45.07,45.49,278.18
856,Kindai University (Kinki University),JAPAN,44.39,64.33,27.64,55.84,51.04,34.82,278.04
857,Rutgers State University Newark,USA,43.19,64.6,27.28,55.11,48.15,39.65,277.99
858,Nicolaus Copernicus University,POLAND,52.19,60.65,28.61,51.58,42.86,42.0,277.89
859,Fujian Normal University,CHINA MAINLAND,53.32,61.15,26.36,53.97,46.07,36.39,277.27
860,Gwangju Institute of Science & Technology (GIST),SOUTH KOREA,47.7,62.63,26.82,54.55,46.53,38.65,276.88
861,University of Novi Sad,SERBIA,51.19,58.75,30.34,50.44,40.32,45.76,276.81
862,Hallym University,SOUTH KOREA,57.57,60.95,30.87,52.1,40.98,34.29,276.76
863,Manchester Metropolitan University,ENGLAND,50.51,59.66,27.63,52.14,43.49,43.18,276.61
864,Tomsk Polytechnic University,RUSSIA,45.62,59.75,31.97,51.5,42.82,44.85,276.52
865,Asia University Taiwan,TAIWAN,56.83,58.17,26.71,51.64,42.32,40.79,276.47
866,University of Gondar,ETHIOPIA,46.38,62.91,21.45,56.35,56.75,32.53,276.36
867,University of Sassari,ITALY,46.65,62.6,26.6,52.23,45.57,42.66,276.31
868,Singapore University of Technology & Design,SINGAPORE,40.54,62.03,24.52,54.45,50.73,44.01,276.29
869,Kent State University,USA,46.62,63.42,27.99,53.08,44.87,40.15,276.13
870,National Taipei University of Technology,TAIWAN,51.39,60.54,27.48,53.42,44.67,38.61,276.1
871,Shiraz University of Medical Science,IRAN,49.86,62.67,27.67,53.62,45.34,36.76,275.92
872,Universidade Federal da Bahia,BRAZIL,51.9,60.77,28.98,51.16,41.81,41.26,275.88
873,Keele University,ENGLAND,45.12,61.87,27.87,52.31,44.59,44.03,275.8
874,Tecnologico de Monterrey,MEXICO,52.5,60.12,27.76,49.57,41.03,44.75,275.73
875,Southwest University of Science & Technology - China,CHINA MAINLAND,53.51,62.27,25.88,55.66,48.05,30.28,275.65
876,Universite de Carthage,TUNISIA,49.41,57.8,28.69,50.51,40.78,48.41,275.6
877,Universidad de Valladolid,SPAIN,50.25,59.32,28.71,51.56,42.31,43.22,275.37
878,Universitat Jaume I,SPAIN,46.44,61.67,26.82,53.04,45.81,41.54,275.32
879,University of Eastern Piedmont Amedeo Avogadro,ITALY,43.36,61.91,27.9,53.02,47.2,41.47,274.86
880,United Arab Emirates University,UNITED ARAB EMIRATES,48.26,59.28,25.38,50.78,45.73,45.31,274.75
881,City University London,ENGLAND,44.13,60.46,27.57,53.36,44.75,44.38,274.65
882,Northeast Forestry University - China,CHINA MAINLAND,54.99,60.51,26.36,53.53,45.42,33.63,274.45
883,Ege University,TURKEY,50.91,60.02,31.09,51.49,40.81,40.04,274.37
884,University of Punjab,PAKISTAN,53.64,58.52,27.77,50.53,40.8,42.98,274.24
885,University of Southern Queensland,AUSTRALIA,46.83,61.35,24.76,52.06,46.51,42.68,274.18
886,University of the Western Cape,SOUTH AFRICA,44.29,60.86,25.19,53.2,48.14,42.47,274.14
887,Guizhou University,CHINA MAINLAND,60.93,59.1,28.02,50.59,40.56,34.83,274.02
888,Hainan University,CHINA MAINLAND,55.36,60.36,25.86,53.02,46.18,32.91,273.68
889,Huaqiao University,CHINA MAINLAND,52.34,60.75,26.05,53.72,45.66,34.94,273.45
890,University of Thessaly,GREECE,45.31,60.89,26.41,51.79,46.35,42.46,273.21
891,Hangzhou Normal University,CHINA MAINLAND,51.24,61.09,26.15,52.6,44.71,37.2,272.99
892,Budapest University of Technology & Economics,HUNGARY,50.17,58.81,29.27,50.06,40.77,43.86,272.95
893,Boston College,USA,46.65,62.64,28.65,52.91,44.38,37.66,272.89
894,Universidade Federal de Goias,BRAZIL,52.48,60.03,29.12,50.52,40.42,40.25,272.81
895,Universidad Miguel Hernandez de Elche,SPAIN,48.43,60.96,26.39,51.94,44.69,40.15,272.54
896,Bangor University,WALES,43.46,62.17,25.76,52.33,45.46,43.29,272.47
897,University of Salento,ITALY,45.84,61.45,27.35,52.42,45.35,40.07,272.47
898,Brno University of Technology,CZECH REPUBLIC,50.33,57.91,30.46,48.74,40.11,44.26,271.79
899,Indian Institute of Technology (Indian School of Mines) Dhanbad,INDIA,51.11,62.14,28.94,53.81,44.67,31.03,271.7
900,Wuhan Institute of Technology,CHINA MAINLAND,48.57,62.83,24.33,55.96,50.74,29.17,271.6
901,Coventry University,ENGLAND,47.12,58.32,27.09,51.77,42.9,43.96,271.17
902,Gazi University,TURKEY,50.61,59.92,31.22,51.91,40.73,36.76,271.16
903,Inje University,SOUTH KOREA,48.84,60.9,29.54,53.58,43.84,34.4,271.11
904,New Jersey Institute of Technology,USA,42.85,60.76,26.18,52.54,46.9,41.7,270.93
905,National University of Science & Technology (MISIS),RUSSIA,45.59,59.33,26.5,52.37,44.19,42.93,270.91
906,Universite de Orleans,FRANCE,46.11,60.31,25.74,50.79,43.89,43.9,270.75
907,Nihon University,JAPAN,50.99,59.25,30.24,51.52,40.49,38.26,270.75
908,Panjab University,INDIA,45.53,62.57,27.94,53.39,46.78,34.52,270.72
909,National University of Cordoba,ARGENTINA,49.78,59.18,27.42,50.13,40.94,43.24,270.7
910,Changzhou University,CHINA MAINLAND,50.22,61.66,25.79,54.8,46.95,30.62,270.05
911,Guangxi Medical University,CHINA MAINLAND,54.18,60.75,27.88,53.3,43.54,30.28,269.92
912,New Mexico State University,USA,43.8,60.74,26.05,52.58,47.38,39.18,269.72
913,University of Stirling,SCOTLAND,44.06,60.9,26.22,51.85,44.2,42.35,269.58
914,University of California Merced,USA,43.05,63.32,25.76,52.12,46.57,38.63,269.46
915,University of Yaounde I,CAMEROON,40.5,59.15,23.29,52.61,51.2,42.57,269.32
916,Shaanxi University of Science & Technology,CHINA MAINLAND,53.34,60.62,24.5,54.41,47.61,28.59,269.07
917,Medical University Gdansk,POLAND,40.87,61.49,26.72,52.57,47.58,39.81,269.06
918,Dalian Maritime University,CHINA MAINLAND,56.47,57.47,27.08,51.76,42.88,33.33,268.99
919,Government College University Faisalabad,PAKISTAN,51.19,60.05,25.17,48.64,41.97,41.97,268.99
920,Henan Polytechnic University,CHINA MAINLAND,54.62,59.3,26.38,53.34,44.87,30.4,268.91
921,Shandong Agricultural University,CHINA MAINLAND,55.99,60.09,26.32,51.77,43.66,30.91,268.75
922,Manipal Academy of Higher Education (MAHE),INDIA,47.53,59.63,28.34,51.31,43.31,38.47,268.59
923,Johannes Kepler University Linz,AUSTRIA,46.83,57.73,27.71,49.31,41.5,45.51,268.59
924,Gdansk University of Technology,POLAND,51.21,59.15,28.32,49.6,41.06,39.24,268.59
925,Universidad de Antioquia,COLOMBIA,46.65,57.69,26.89,50.4,43.04,43.9,268.58
926,Hebei Medical University,CHINA MAINLAND,55.19,59.68,28.42,53.48,42.98,28.76,268.51
927,University of the Free State,SOUTH AFRICA,49.44,57.08,26.87,50.09,41.96,43.03,268.47
928,Michigan Technological University,USA,42.81,61.41,26.21,51.84,45.47,40.66,268.4
929,Universite de Monastir,TUNISIA,48.71,56.38,27.84,49.29,39.64,46.43,268.29
930,Jiangsu Normal University,CHINA MAINLAND,47.15,61.3,24.93,53.92,47.3,33.63,268.24
931,Capital Normal University,CHINA MAINLAND,47.84,59.92,26.63,52.64,44.48,36.51,268.01
932,Old Dominion University,USA,45.06,60.34,27.67,51.74,43.65,39.54,267.99
933,Victoria University,AUSTRALIA,39.69,61.37,25.14,52.78,47.2,41.23,267.4
934,Anna University Chennai,INDIA,51.44,59.72,28.84,51.91,42.22,33.07,267.21
935,Universiti Teknologi Petronas,MALAYSIA,47.73,58.9,27.39,47.99,41.3,43.78,267.08
936,Brandeis University,USA,36.43,62.77,24.86,55.57,54.25,32.9,266.77
937,University of Wroclaw,POLAND,49.41,58.56,27.84,48.57,39.32,42.94,266.63
938,Northern Arizona University,USA,45.06,62.13,25.55,50.89,45.44,37.45,266.53
939,University of Texas El Paso,USA,43.46,59.71,26.47,51.77,44.96,40.11,266.48
940,University of Cyprus,CYPRUS,42.04,58.39,26.81,50.25,44.29,44.46,266.24
941,Shanghai Normal University,CHINA MAINLAND,50.09,58.71,25.1,52.05,45.14,34.59,265.68
942,Universite de Tours,FRANCE,46.29,58.72,26.07,50.27,43.17,40.98,265.5
943,Lehigh University,USA,44.39,60.01,26.46,51.5,44.42,38.35,265.13
944,Kwame Nkrumah University Science & Technology,GHANA,36.47,59.79,21.36,53.73,54.02,39.69,265.07
945,Babes Bolyai University from Cluj,ROMANIA,46.14,57.05,28.61,48.62,40.75,43.81,264.99
946,Nottingham Trent University,ENGLAND,48.49,57.69,26.22,49.37,41.67,41.56,264.99
947,Macau University of Science & Technology,MACAU,46.14,60.36,24.08,52.06,46.58,35.76,264.98
948,University of South Africa,SOUTH AFRICA,46.08,57.39,27.5,50.25,42.98,40.7,264.9
949,Khon Kaen University,THAILAND,49.41,56.71,27.23,49.84,40.71,40.95,264.85
