Rank,Country,University,P,P(top 50%),PP(top 50%)
529,United Kingdom,Lancaster Univ,2405,1353,56.3
530,Czech Republic,Masaryk Univ,2401,1078,44.9
531,South Korea,Ewha Womans Univ,2401,1093,45.5
532,United Kingdom,Univ Leicester,2388,1301,54.5
533,China,Northeast Normal Univ,2385,1207,50.6
534,Turkey,İstanbul Tech Univ,2371,997,42.1
535,United Kingdom,Univ Strathclyde,2370,1283,54.1
536,Germany,Philipps-Univ Marburg,2363,1261,53.4
537,Finland,Univ East Finland,2360,1177,49.8
538,Chile,Pontificia Univ Católica Chile,2354,1143,48.5
539,India,Vellore Inst Technol,2354,1154,49.0
540,Poland,Adam Mickiewicz Univ Poznan,2352,972,41.3
541,China,Nanjing Univ Info Sci & Technol,2347,1184,50.5
542,China,Sichuan Agr Univ,2346,1061,45.2
543,Canada,York Univ,2337,1156,49.4
544,China,Univ Jinan,2335,1256,53.8
545,United States,Florida Intl Univ,2317,1150,49.6
546,China,Nanjing Normal Univ,2314,1164,50.3
547,France,Univ Nantes,2313,1205,52.1
548,Portugal,Univ Minho,2307,1162,50.4
549,Portugal,Univ Nova Lisboa,2296,1161,50.6
550,United States,Med Coll Wisconsin,2295,1210,52.7
551,Taiwan,China Med Univ - Taiwan,2291,1082,47.2
552,France,Univ Rennes 1,2289,1185,51.8
553,India,Jadavpur Univ,2283,1007,44.1
554,Italy,Univ Parma,2270,1164,51.3
555,Australia,James Cook Univ,2265,1209,53.4
556,United States,Thomas Jefferson Univ,2263,1322,58.4
557,India,Anna Univ,2261,973,43.0
558,United States,Oklahoma State Univ - Stillwater,2258,1077,47.7
559,Italy,Univ Messina,2258,1084,48.0
560,China,Guangdong Univ Technol,2256,1207,53.5
561,United Kingdom,Loughborough Univ,2255,1233,54.7
562,China,Nantong Univ,2248,1047,46.6
563,China,Henan Univ,2247,1115,49.6
564,India,All India Inst Med Sci,2243,813,36.2
565,United States,Univ Texas - Dallas,2241,1284,57.3
566,United Kingdom,Univ Sussex,2230,1292,57.9
567,Greece,Natl Tech Univ Athens,2228,1112,49.9
568,South Korea,Ajou Univ,2225,957,43.0
569,Turkey,Ege Univ,2223,777,34.9
570,Germany,Univ Rostock,2221,1110,50.0
571,United Kingdom,London Sch Hyg & Trop Med,2205,1408,63.9
572,Canada,Mem Univ Newfoundland,2203,1066,48.4
573,United States,Tulane Univ,2194,1163,53.0
574,Japan,Waseda Univ,2190,828,37.8
575,Egypt,Ain Shams Univ,2188,881,40.2
576,China,Shanxi Univ,2187,1013,46.3
577,United Kingdom,Univ St Andrews,2186,1262,57.7
578,Australia,West Sydney Univ,2186,1147,52.5
579,United Kingdom,Univ Reading,2183,1255,57.5
580,Germany,Gottfried Wilhelm Leibniz Univ Hannover,2180,1075,49.3
581,Brazil,Fed Univ Pernambuco,2178,848,39.0
582,Canada,Univ Victoria,2170,1174,54.1
583,China,Guangzhou Med Univ,2170,1009,46.5
584,Canada,Concordia Univ,2166,1104,50.9
585,Turkey,Middle E Tech Univ,2165,933,43.1
586,China,Nanjing Univ Posts & Telecom,2164,1041,48.1
587,United States,Brigham Young Univ,2164,1018,47.1
588,Poland,Wrocław Univ Sci & Technol,2159,853,39.5
589,United States,Georgia State Univ,2158,1155,53.5
590,United States,Georgetown Univ,2152,1145,53.2
591,China,Guangxi Med Univ,2133,869,40.7
592,United States,Univ Alabama - Tuscaloosa,2130,1073,50.4
593,Taiwan,Taipei Med Univ,2128,986,46.3
594,China,Fujian Med Univ,2128,909,42.7
595,Italy,Univ Salerno,2128,1159,54.5
596,United States,Univ Mississippi,2127,1075,50.5
597,Japan,Kanazawa Univ,2122,852,40.2
598,Iran,Shahid Beheshti Univ,2120,939,44.3
599,United Kingdom,Univ Surrey,2118,1185,56.0
600,Spain,Univ Murcia,2115,976,46.2
601,Poland,Warsaw Univ Technol,2101,816,38.9
602,Austria,Univ Innsbruck,2099,1078,51.3
603,United States,Univ Arkansas - Fayetteville,2097,959,45.7
604,China,Univ Macau,2076,1179,56.8
605,Israel,Univ Haifa,2076,859,41.4
606,Canada,Univ Sherbrooke,2069,1045,50.5
607,Taiwan,Natl Taiwan Univ Sci & Technol,2068,933,45.1
608,South Korea,Dongguk Univ,2062,853,41.4
609,China,Anhui Univ,2062,1012,49.1
610,Iran,Islamic Azad Univ Sci & Res Tehran,2057,724,35.2
611,Spain,Univ Castilla-La Mancha,2055,1031,50.2
612,Turkey,Gazi Univ,2054,806,39.2
613,United States,Rush Univ,2049,1075,52.4
614,Taiwan,Natl Cent Univ,2046,822,40.2
615,New Zealand,Massey Univ,2041,985,48.3
616,China,Univ Shanghai Sci & Technol,2034,938,46.1
617,China,Hebei Med Univ,2030,829,40.8
618,South Korea,Kangwon Natl Univ,2014,681,33.8
619,Brazil,Fed Univ São Carlos,2012,891,44.3
620,South Korea,Gyeongsang Natl Univ,2011,813,40.4
621,France,Inst Polytech Paris,2010,1086,54.0
622,South Korea,Ulsan Natl Inst Sci & Technol,1998,1155,57.8
623,United States,Univ Vermont,1997,1065,53.3
624,Poland,Med Univ Warsaw,1994,701,35.1
625,Brazil,Univ Brasília,1992,809,40.6
626,Taiwan,Natl Chung Hsing Univ,1991,851,42.8
627,Pakistan,COMSATS Inst Info Technol,1987,894,45.0
628,Italy,Univ Cagliari,1977,962,48.7
629,Japan,Nihon Univ,1972,631,32.0
630,China,Dalian Med Univ,1963,955,48.7
631,Germany,Martin Luther Univ Halle-Wittenberg,1960,937,47.8
632,United Kingdom,Univ E Anglia,1950,1181,60.6
633,Canada,Carleton Univ,1949,953,48.9
634,United States,Univ Massachusetts Med Sch,1938,1251,64.6
635,Italy,Univ Verona,1937,1031,53.2
636,Italy,Univ Modena & Reggio Emilia,1936,984,50.8
637,Greece,Univ Patras,1928,885,45.9
638,Argentina,Univ Nal La Plata,1928,719,37.3
639,Spain,Univ Malaga,1925,944,49.1
640,Taiwan,Kaohsiung Med Univ,1922,812,42.2
641,Estonia,Univ Tartu,1922,875,45.5
642,Turkey,Ankara Univ,1916,661,34.5
643,United Kingdom,London Sch Econ & Polit Sci,1916,1133,59.2
644,China,Southwest Petrol Univ,1913,886,46.3
645,United States,Univ California - Santa Cruz,1904,1188,62.4
646,Finland,Univ Jyväskylä,1898,974,51.3
647,Italy,Univ Campania Luigi Vanvitelli,1897,1007,53.1
651,Brazil,Fed Univ Santa Maria,1880,787,41.8
652,China,Henan Normal Univ,1873,854,45.6
653,Norway,UiT Artic Univ Norway,1864,944,50.6
654,Thailand,Chiang Mai Univ,1863,699,37.5
655,United States,George Mason Univ,1863,933,50.1
656,Germany,Univ Bremen,1860,946,50.9
657,Japan,Kumamoto Univ,1860,785,42.2
658,Italy,Univ Ferrara,1851,885,47.8
659,United States,Mississippi State Univ,1845,821,44.5
660,China,Xiangtan Univ,1842,866,47.0
661,Italy,Univ Trento,1842,1022,55.5
662,Spain,Univ Vigo,1841,891,48.4
663,China,Shenyang Pharmaceut Univ,1835,886,48.3
664,United States,Univ Oregon,1833,1053,57.4
665,Tunisia,Univ Tunis El Manar,1818,630,34.7
666,Egypt,Mansoura Univ,1807,838,46.4
667,Czech Republic,Palacký Univ Olomouc,1805,804,44.5
668,Japan,Tokyo Med & Dent Univ,1805,777,43.0
669,Canada,Ryerson Univ,1801,907,50.4
670,China,Guangxi Univ,1799,818,45.5
671,China,Qingdao Univ Sci & Technol,1795,883,49.2
672,Iran,Tabriz Univ Med Sci,1781,834,46.8
673,United Kingdom,Swansea Univ,1780,969,54.4
674,Italy,Univ Politec Marche,1779,955,53.7
675,Brazil,Univ Fed Viçosa,1771,721,40.7
676,Italy,Univ Calabria,1768,937,53.0
677,United States,Univ N Texas,1757,825,46.9
678,Slovakia,Comenius Univ Bratislava,1757,602,34.2
679,Japan,Tokyo Univ Sci,1753,616,35.1
680,South Korea,Chungbuk Natl Univ,1752,667,38.1
681,United States,St Louis Univ,1751,821,46.9
682,South Korea,Hallym Univ,1749,661,37.8
683,India,Postgrad Inst Med Educ & Res,1748,621,35.5
684,Brazil,Univ Fed Ceará,1743,770,44.1
685,Brazil,Univ Fed Fluminense,1740,705,40.5
686,United States,Univ Texas - Med Branch - Galveston,1738,982,56.5
687,United States,Univ Nebraska Med Ctr,1736,888,51.2
688,China,Northeast Agr Univ,1735,744,42.9
689,China,Cent China Normal Univ,1733,932,53.8
690,Serbia,Univ Novi Sad,1729,622,36.0
691,China,Tianjin Polytech Univ,1727,746,43.2
692,India,Indian Inst Technol (Indian Sch Mines),1723,849,49.3
693,China,Shandong Agr Univ,1713,835,48.8
694,Finland,Univ Tampere,1712,829,48.4
695,Hungary,Univ Szeged,1712,641,37.4
696,France,Univ Clermont-Auvergne,1711,888,51.9
697,Spain,Univ Alicante,1710,807,47.2
698,Japan,Tokyo Univ Agr & Technol,1706,584,34.2
699,Egypt,Alexandria Univ,1704,710,41.6
700,Iran,KN Toosi Univ Technol,1701,782,46.0
701,United States,Univ Wisconsin - Milwaukee,1699,871,51.3
702,India,Univ Calcutta,1690,646,38.2
703,Taiwan,Natl Sun Yat-sen Univ,1690,722,42.7
704,Japan,Nagasaki Univ,1687,622,36.9
705,Germany,Otto von Guericke Univ Magdeburg,1685,866,51.4
706,South Korea,Gachon Univ,1677,655,39.1
707,India,Natl Inst Technol Rourkela,1672,886,53.0
708,United Kingdom,Univ Dundee,1670,972,58.2
709,Germany,TU Dortmund Univ,1668,784,47.0
710,China,Northeast Forestry Univ,1667,766,46.0
711,Turkey,Dokuz Eylül Univ,1657,629,38.0
712,China,Zhejiang Sci-Tech Univ,1656,803,48.5
713,China,Fujian Agr & Forestry Univ,1656,842,50.9
714,China,Changzhou Univ,1653,757,45.8
715,Australia,Swinburne Univ Technol,1652,916,55.5
716,South Korea,Dankook Univ,1650,606,36.7
717,Spain,Univ Cordoba,1650,809,49.1
718,United States,Univ Arkansas Med Sci - Little Rock,1648,838,50.9
719,Poland,Poznań Univ Med Sci,1645,601,36.5
720,South Korea,Pukyong Natl Univ,1645,634,38.5
721,Poland,Nicolaus Copernicus Univ Toruń,1643,636,38.7
722,Canada,Univ Quebec Montreal,1635,824,50.4
723,Austria,Univ Nat Resources & Life Sci - Vienna,1635,935,57.2
724,Taiwan,Natl Taipei Univ Technol,1630,687,42.1
725,Germany,Univ Bayreuth,1629,851,52.2
726,Poland,Łódź Univ Technol,1628,653,40.1
727,United States,Rensselaer Polytech Inst,1624,852,52.5
728,Germany,Univ Potsdam,1622,862,53.2
729,Italy,Univ Siena,1621,817,50.4
730,Spain,Univ Salamanca,1614,770,47.7
731,Germany,Bielefeld Univ,1610,874,54.3
732,Spain,Rovira & Virgili Univ,1608,864,53.7
733,Brazil,Fed Univ Rio Grande do Norte,1606,639,39.8
734,Poland,Univ Wrocław,1590,643,40.4
735,New Zealand,Victoria Univ Wellington,1586,788,49.7
736,United States,Univ Nevada - Reno,1585,841,53.1
737,South Korea,Sejong Univ,1582,728,46.0
738,United Kingdom,Univ Kent,1579,837,53.0
739,United States,Univ Texas - Hlth Sci Ctr - San Antonio,1577,870,55.2
740,China,Shandong Univ Sci & Technol,1576,911,57.8
741,Spain,Univ Valladolid,1574,715,45.4
742,Lebanon,American Univ Beirut,1572,714,45.4
743,Germany,Tech Univ Braunschweig,1571,771,49.1
744,Germany,Univ Greifswald,1569,767,48.9
745,United States,Univ Wyoming,1568,779,49.6
746,Italy,Brescia Univ,1566,817,52.2
747,China,Hebei Univ Technol,1563,666,42.6
748,Spain,Carlos III Univ Madrid,1560,763,48.9
749,Argentina,Natl Univ Cordoba,1559,622,39.9
750,China,Shandong Normal Univ,1559,829,53.2
751,Iran,Mashhad Univ Med Sci,1546,762,49.3
752,Austria,Med Univ Innsbruck,1539,836,54.3
753,Japan,Shinsu Univ,1537,558,36.3
754,United States,Univ Albany - SUNY,1536,800,52.1
755,India,Aligarh Muslim Univ,1535,758,49.4
756,Iran,Univ Isfahan,1535,600,39.1
757,Thailand,Khon Kaen Univ,1535,606,39.5
758,Poland,Med Univ Lódz,1532,560,36.5
759,United States,Univ Akron,1532,805,52.6
760,South Korea,Gwangju Inst Sci & Technol,1530,702,45.9
761,United States,Syracuse Univ,1525,824,54.0
762,United States,Univ Texas - Arlington,1520,727,47.8
763,France,Univ Côte d’Azur,1519,827,54.4
764,United States,N Dakota State Univ,1518,676,44.5
765,United Kingdom,Heriot-Watt Univ,1517,830,54.7
766,Hungary,Univ Debrecen,1517,598,39.4
767,China,Renmin Univ China,1517,756,49.9
768,Japan,Niigata Univ,1516,570,37.6
769,China,Hangzhou Dianzi Univ,1511,744,49.3
770,South Africa,Univ Johannesburg,1510,677,44.9
771,Turkey,Yıldız Tech Univ,1508,545,36.1
772,Colombia,Univ Natl Colombia,1508,588,39.0
773,China,Nanjing Forestry Univ,1507,710,47.1
774,Iran,Univ Guilan,1506,648,43.0
775,China,Hebei Univ,1506,605,40.2
776,Poland,Silesian Univ Technol,1502,612,40.7
777,United States,San Diego State Univ,1497,745,49.7
778,China,Chang'an Univ,1491,649,43.5
779,Austria,Graz Univ Technol,1487,773,52.0
780,Iran,Shiraz Univ Med Sci,1487,516,34.7
781,China,Northwest Normal Univ,1484,651,43.9
782,South Korea,Inje Univ,1483,512,34.5
783,Germany,Univ Konstanz,1482,826,55.8
784,Hungary,Budapest Univ Technol & Econ,1478,664,44.9
785,Czech Republic,Czech Tech Univ Prague,1478,553,37.4
786,Turkey,Erciyes Univ,1476,600,40.7
787,Turkey,Atatürk Univ,1476,592,40.1
788,China,Yunnan Univ,1473,672,45.6
789,New Zealand,Univ Canterbury,1471,664,45.2
790,India,Panjab Univ,1471,730,49.6
791,Iran,Univ Kashan,1468,774,52.7
792,Ireland,Univ Limerick,1466,780,53.2
793,China,Capital Normal Univ,1464,681,46.5
794,Austria,Univ Graz,1463,767,52.4
795,Brazil,State Univ Maringá,1461,589,40.3
796,Japan,Kindai Univ,1457,520,35.7
797,Poland,Gdańsk Univ Technol,1455,660,45.4
798,Austria,Med Univ Graz,1455,787,54.1
799,United States,Augusta Univ,1452,779,53.6
800,United States,Univ Texas - San Antonio,1446,743,51.4
801,India,Thapar Inst Engn & Technol,1439,638,44.3
802,United States,Kent State Univ,1438,735,51.1
803,Egypt,Zagazig Univ,1436,661,46.0
804,France,Univ Paris-Est Créteil Val de Marne,1427,799,56.0
805,Lithuania,Vilnius Univ,1422,530,37.3
806,China,Henan Univ Sci & Technol,1421,531,37.4
807,Germany,Carl von Ossietzky Univ Oldenburg,1420,701,49.4
808,United States,Missouri Univ Sci & Technol,1417,753,53.1
809,United Arab Emirates,Khalifa Univ Sci & Technol,1414,793,56.0
810,Poland,Med Univ Silesia,1408,471,33.5
811,United States,Baylor Univ,1406,680,48.4
812,United States,Univ Toledo,1406,724,51.5
813,Germany,Univ Hohenheim,1404,704,50.2
814,Japan,Osaka Prefect Univ,1403,454,32.3
815,United States,Loyola Univ Chicago,1402,674,48.1
816,China,Hunan Normal Univ,1401,664,47.4
817,China,Shanghai Univ Tradit Chinese Med,1400,735,52.5
818,Japan,Tokushima Univ,1391,525,37.8
819,Italy,Univ Trieste,1391,676,48.6
820,China,Zhejiang Normal Univ,1389,800,57.6
821,United States,South Illinois Univ - Carbondale,1382,650,47.0
822,Uruguay,Univ Republic,1380,587,42.5
823,Chile,Univ Concepción,1379,573,41.6
824,Thailand,Prince Songkla Univ,1375,520,37.8
825,United Kingdom,Univ Plymouth,1373,755,55.0
826,South Africa,North-West Univ,1367,588,43.0
827,Japan,Juntendo Univ,1364,565,41.4
828,Brazil,Univ Fed Goiás,1363,568,41.7
829,Australia,Murdoch Univ,1362,651,47.8
830,Japan,Osaka City Univ,1361,545,40.0
831,Poland,Univ Warmia & Mazury Olsztyn,1359,458,33.7
832,Poland,Univ Silesia Katowice,1357,492,36.3
833,Qatar,Qatar Univ,1356,691,50.9
834,Spain,Pompeu Fabra Univ,1355,778,57.4
835,Spain,Univ Extremadura,1349,631,46.7
836,Pakistan,Univ Punjab,1342,496,36.9
837,Italy,Univ l'Aquila,1341,724,54.0
838,United States,Boston Coll,1340,783,58.4
839,Turkey,Marmara Univ,1340,493,36.8
840,France,Univ Tours,1338,710,53.1
841,China,Hong Kong Baptist Univ,1336,766,57.4
842,United States,Colorado Sch Mines,1335,780,58.4
843,China,Henan Polytech Univ,1333,529,39.7
844,China,Tianjin Univ Sci & Technol,1330,600,45.1
845,Tunisia,Univ Monastir,1330,513,38.5
846,United Kingdom,Cranfield Univ,1327,713,53.8
847,China,Wuhan Univ Sci & Technol,1323,669,50.6
848,Italy,Gabriele d'Annunzio Univ,1319,686,52.0
849,Norway,Norwegian Univ Life Sci,1314,672,51.2
850,United States,Univ Idaho,1308,655,50.1
851,China,N Univ China,1305,512,39.3
852,India,Univ Hyderabad,1304,567,43.5
853,Brazil,Univ Fed Bahia,1304,531,40.7
854,United Kingdom,Brunel Univ London,1300,703,54.1
855,Japan,Gifu Univ,1300,446,34.3
856,France,Univ Versailles Saint-Quentin-en-Yvelines,1299,687,52.9
857,China,Nanjing Univ Chin Med,1299,668,51.4
858,Brazil,Rio de Janeiro State Univ,1298,484,37.3
859,Poland,Wrocław Med Univ,1298,434,33.5
860,China,Huaqiao Univ,1293,634,49.0
861,India,Inst Chem Technol,1290,654,50.7
862,United States,Univ Nevada - Las Vegas,1285,595,46.3
863,France,Univ Poitiers,1281,617,48.2
864,United States,Univ New Hampshire,1278,692,54.2
865,United States,Univ N Carolina - Charlotte,1277,638,49.9
866,Poland,Univ Łódź,1273,498,39.1
867,Hungary,Eötvös Loránd Univ,1271,538,42.3
868,Hungary,Semmelweis Univ,1271,557,43.8
869,Turkey,Karadeniz Tech Univ,1269,499,39.3
870,Japan,Kitasato Univ,1265,469,37.1
871,South Korea,Sogang Univ,1263,507,40.2
872,Poland,Univ Gdańsk,1258,479,38.1
873,China,Shantou Univ,1257,624,49.6
874,United States,Montana State Univ,1256,625,49.8
875,China,Jiangxi Normal Univ,1255,561,44.7
876,Spain,Univ Navarra,1255,674,53.7
877,South Korea,Chosun Univ,1253,427,34.0
878,Japan,Gunma Univ,1252,457,36.5
879,Sweden,Luleå Univ Technol,1244,592,47.6
880,Iran,Isfahan Univ Med Sci,1243,463,37.2
881,Spain,Univ Alcalá,1239,617,49.8
882,China,Jiangsu Normal Univ,1236,627,50.8
883,India,Manipal Acad High Educ,1234,485,39.3
884,United States,Lehigh Univ,1233,614,49.8
885,Japan,Kagoshima Univ,1229,418,34.0
886,United States,Ohio Univ,1227,582,47.4
887,Iran,Semnan Univ,1224,624,51.0
888,United States,Univ Missouri - Kansas City,1224,605,49.5
889,United States,Michigan Technol Univ,1222,613,50.1
890,China,Guizhou Univ,1221,489,40.0
891,Italy,Vita-Salute San Raffaele Univ,1220,730,59.9
892,Italy,Roma Tre Univ,1219,665,54.5
893,Taiwan,Natl Taiwan Normal Univ,1219,500,41.0
894,China,Beijing Univ Chin Med,1218,518,42.5
895,Finland,Tampere Univ Technol,1217,602,49.5
896,Spain,Univ Jaume I,1216,620,51.0
897,Iceland,Univ Iceland,1212,608,50.2
898,United Kingdom,City Univ London,1210,665,54.9
899,Turkey,Akdeniz Univ,1209,446,36.9
900,Thailand,Kasetsart Univ,1209,453,37.5
901,Greece,Univ Thessaly,1209,581,48.1
902,Iran,Iran Univ Med Sci,1209,485,40.1
903,United States,E Carolina Univ,1208,522,43.2
904,Iran,Shahid Bahonar Univ Kerman,1207,490,40.6
905,Spain,Univ Cantabria,1203,627,52.1
906,Czech Republic,Univ Chem & Technol - Prague,1202,468,39.0
907,Greece,Univ Ioannina,1201,568,47.3
908,China,Shaanxi Univ Sci & Technol,1197,604,50.5
909,Spain,Univ A Coruña,1194,580,48.6
910,France,Univ Rouen,1188,589,49.6
911,Russia,Novosibirsk State Univ,1185,449,37.9
912,Spain,Univ La Laguna,1179,565,47.9
913,Egypt,Assiut Univ,1178,493,41.9
914,Czech Republic,Brno Univ Technol,1177,465,39.5
915,Poland,Warsaw Univ Life Sci,1176,482,41.0
916,Poland,Med Univ Gdansk,1175,455,38.7
917,China,Fujian Normal Univ,1171,541,46.2
918,China,Hubei Univ,1171,592,50.5
919,Poland,Med Univ Lublin,1169,399,34.1
920,Iran,Razi Univ,1163,507,43.6
921,Iran,Bu-Ali Sina Univ,1163,511,43.9
922,China,Southwest Univ Sci & Technol,1162,525,45.2
923,United States,Binghamton Univ - SUNY,1161,575,49.5
924,Turkey,Çukurova Univ,1161,442,38.1
925,Japan,Yokohama City Univ,1160,530,45.7
926,Czech Republic,Czech Univ Life Sci Prague,1159,446,38.5
927,China,Xuzhou Med Coll,1159,523,45.1
928,United States,Old Dominion Univ,1158,551,47.6
929,Poland,Maria Curie-Sklodowska Univ,1157,424,36.6
930,Netherlands,Tilburg Univ,1157,670,57.9
931,Italy,Univ Udine,1157,614,53.1
932,Germany,Tech Univ Kaiserslautern,1156,597,51.6
933,China,Lanzhou Univ Technol,1153,440,38.1
934,Brazil,Fed Univ Paraíba,1153,487,42.2
935,Greece,Univ Crete,1153,591,51.2
936,Brazil,Univ Fed Uberlândia,1153,478,41.4
937,Germany,Univ Lübeck,1152,581,50.5
938,Spain,Univ Girona,1149,648,56.4
939,Pakistan,Natl Univ Sci & Technol - Islamabad,1147,504,43.9
940,Japan,Univ Toyama,1147,454,39.6
941,Turkey,Sakarya Univ,1145,364,31.8
942,United States,Univ Rhode Island,1143,579,50.7
943,Poland,Poznań Univ Technol,1141,495,43.4
944,Iran,Payame Noor Univ,1140,455,39.9
945,India,Acad Sci & Innovat Res,1138,558,49.1
946,Spain,Univ Balearic Islands,1137,609,53.6
947,China,Xinjiang Univ,1136,506,44.6
948,Canada,Univ Windsor,1131,535,47.3
949,Italy,Univ Sassari,1131,521,46.1
950,China,Shanghai Normal Univ,1129,570,50.5
951,China,Hangzhou Normal Univ,1126,559,49.6
952,Austria,Johannes Kepler Univ Linz,1126,557,49.5
953,Turkey,Süleyman Demirel Univ,1123,399,35.5
954,Italy,Univ Salento,1121,552,49.2
955,Mexico,Univ Aut Met,1120,395,35.3
956,Japan,Yamaguchi Univ,1120,377,33.7
957,Turkey,Bilkent Univ,1117,553,49.5
958,Brazil,Fed Univ Pelotas,1116,523,46.9
959,Australia,Univ New England,1111,534,48.1
960,United States,Uniformed Services Univ Hlth Sci,1110,533,48.0
961,China,China Jiliang Univ,1106,523,47.3
962,Japan,Tokyo Metropolitan Univ,1105,385,34.9
963,China,Heilongjiang Univ,1100,559,50.8
964,Turkey,Selçuk Univ,1097,460,42.0
965,China,Qufu Normal Univ,1096,604,55.1
966,Spain,Univ Cádiz,1095,522,47.7
967,China,South Univ Sci & Technol China,1094,672,61.4
968,India,Jawaharlal Nehru Univ,1086,465,42.8
969,United Kingdom,Univ Hull,1077,583,54.1
970,China,Xinjiang Med Univ,1073,357,33.2
971,Japan,Yamagata Univ,1073,359,33.5
972,Brazil,Fed Univ Para,1070,393,36.7
973,Japan,Ehime Univ,1069,333,31.2
974,Spain,Miguel Hernández Univ,1068,488,45.7
975,Turkey,Fırat Univ,1065,455,42.7
976,Romania,Babeș-Bolyai Univ,1064,436,41.0
977,China,Shihezi Univ,1064,442,41.5
978,Algeria,Univ Sci Technol Houari Boumediene,1063,375,35.3
979,United Kingdom,Univ Portsmouth,1060,559,52.7
980,United States,Univ Memphis,1059,500,47.2
981,Brazil,Londrina State Univ,1058,436,41.2
982,Japan,Tottori Univ,1057,342,32.3
983,United Kingdom,Univ Ulster,1057,558,52.8
984,Serbia,Univ Nis,1056,398,37.7
985,China,Xi'an Univ Arch & Technol,1055,461,43.7
986,Iran,Urmia Univ,1055,425,40.3
987,China,Guangzhou Univ Chinese Med,1053,520,49.3
988,Switzerland,Univ Fribourg,1053,639,60.7
989,Turkey,Samsun Ondokuz Mayis Univ,1044,350,33.5
990,Jordan,Jordan Univ Sci & Technol,1043,395,37.9
991,New Zealand,Auckland Univ Technol,1038,503,48.4
992,United States,Miami Univ,1036,483,46.6
993,India,Guru Nanak Dev Univ,1032,516,50.0
994,China,Tianjin Univ Technol,1032,505,49.0
995,Slovenia,Univ Maribor,1031,466,45.2
996,South Africa,Univ Free State,1024,432,42.2
997,Japan,Mie Univ,1021,361,35.3
998,United Kingdom,Northumbria Univ,1021,553,54.2
999,Mexico,Autonomous Univ Nuevo Leon,1019,380,37.3
1000,Malaysia,Univ Teknologi Petronas,1014,458,45.2
1001,Spain,Rey Juan Carlos Univ,1013,518,51.2
1002,South Korea,Univ Sci & Technol,1009,461,45.6
1003,Taiwan,Feng Chia Univ,1009,406,40.2
1004,China,Dalian Maritime Univ,1007,441,43.8
1005,United Kingdom,Univ Essex,1006,533,53.0
1006,United States,Univ Texas - El Paso,1005,483,48.0
1007,Japan,Tokai Univ,1005,366,36.4
1008,Canada,Univ New Brunswick,1003,456,45.4
1009,India,SRM Inst Sci & Technol,1000,451,45.1
1010,Iran,Babol Noshirvani Univ Technol,999,547,54.7
1011,China,Anhui Agr Univ,998,471,47.2
1012,Russia,Ural Fed Univ,997,339,34.0
1013,Jordan,Univ Jordan,996,344,34.6
1014,Spain,Univ Jaén,996,463,46.5
1015,Colombia,Univ Antioquia,994,432,43.4
1016,United Kingdom,Liverpool John Moores Univ,992,565,57.0
1017,United States,Portland State Univ,991,494,49.9
1018,China,Anhui Normal Univ,990,442,44.6
1019,Russia,Kazan (Volga region) Fed Univ,986,361,36.6
1020,Egypt,Tanta Univ,986,437,44.3
1021,Brazil,Fed Univ Lavras,985,397,40.3
1022,Japan,Shizuoka Univ,983,367,37.4
1023,France,Univ Sorbonne Paris Nord,981,512,52.2
1024,China,Kunming Med Univ,981,412,42.0
1025,United States,Loma Linda Univ,980,504,51.5
1026,United States,Florida Atlantic Univ,979,484,49.4
1027,United Kingdom,Roy Holloway - Univ London,978,558,57.1
1028,United States,New Mexico State Univ,978,473,48.4
1029,South Korea,Jeju Natl Univ,976,418,42.8
1030,Taiwan,Natl Taiwan Ocean Univ,968,348,35.9
1031,Turkey,Koç Univ,965,478,49.5
1032,United Kingdom,Aston Univ,963,542,56.3
1033,United Kingdom,Open Univ,963,483,50.1
1034,United Kingdom,Bangor Univ,963,548,56.9
1035,United States,Univ Alaska - Fairbanks,962,466,48.4
1036,Turkey,Uludağ Univ,961,334,34.7
1037,Japan,Kyoto Prefect Univ Med,960,388,40.4
1038,France,Inst Natl Polytech Toulouse,959,500,52.1
1039,Russia,HSE Univ,956,400,41.9
1040,China,Harbin Univ Sci & Technol,955,368,38.6
1041,Japan,Tokyo Women's Med Univ,953,394,41.3
1042,United States,New Jersey Inst Technol,945,510,54.0
1043,Taiwan,Chung Shan Med Univ,939,420,44.8
1044,China,China Three Gorges Univ,938,433,46.1
1045,Australia,Victoria Univ - Melbourne,936,500,53.4
1046,Japan,Yokohama Natl Univ,935,357,38.2
1047,China,Shanghai Ocean Univ,935,404,43.2
1048,Turkey,Başkent Univ,934,257,27.5
1049,United States,Rockefeller Univ,933,715,76.6
1050,India,Indian Inst Technol Indore,930,498,53.6
1051,Italy,Univ Insubria,929,491,52.9
1052,Spain,Univ Las Palmas Gran Canaria,929,421,45.3
1053,South Korea,Seoul Ntl Univ Sci & Technol,928,374,40.3
1054,Germany,Techn Univ Bergakad Freiberg,927,401,43.3
1055,Iran,Malek Ashtar Univ Technol,926,392,42.3
1056,United States,Grad Ctr - CUNY,923,462,50.1
1057,Kuwait,Kuwait Univ,923,366,39.7
1058,Luxembourg,Univ Luxembourg,922,524,56.8
1059,Taiwan,National Chung Cheng Univ,922,373,40.4
1060,Pakistan,Univ Agr Faisalabad,921,393,42.7
1061,China,PLA Univ Sci & Technol,920,358,38.9
1062,Australia,Charles Sturt Univ,920,404,44.0
1063,India,Savitribai Phule Pune Univ,919,398,43.3
